participant2,recording,chunk,block,part,length,confidence,happy,sooth,love,exaggerate,nat_inf_label2,duration2
TSMA12,643,chunk38,FA1,26186810-26187708,0.898,2,0,0,0,0,C,8
TSMA12,643,chunk38,FA2,26191240-26192624,1.384,1,0,0,0,0,A,10
TSMA12,643,chunk38,FA2,26199560-26199872,0.312,1,0,0,0,0,A,5
TSMA12,643,chunk39,FA2,26530416-26532096,1.68,3,2,0,1,3,T,12
TSMA12,643,chunk39,FA2,26551008-26551304,0.296,1,0,0,0,1,C,6
TSMA12,643,chunk4,FA1,2151402-2152381,0.979,4,0,1,0,0,C,18
TSMA12,643,chunk4,FA1,2175929-2177029,1.1,4,0,0,0,0,C,11
TSMA12,7220,chunk40,FA2,16769798-16770312,0.514,4,0,0,0,0,A,7
TSMA12,643,chunk40,FA2,26567156-26567672,0.516,2,1,0,1,1,C,8
TSMA12,643,chunk40,FA2,26574169-26574780,0.611,1,1,1,1,0,C,7
TSMA12,643,chunk40,FA2,26592052-26592956,0.904,1,0,0,0,0,C,7
TSMA12,643,chunk40,FA2,26594990-26596112,1.122,1,0,0,0,0,C,7
TSMA12,643,chunk40,FA2,26597940-26598376,0.436,2,0,0,0,0,C,10
TSMA12,643,chunk40,FA2,26605792-26606719,0.927,2,0,0,0,0,C,8
TSMA12,7220,chunk41,FA2,16862720-16863544,0.824,3,0,0,0,0,A,5
TSMA12,643,chunk41,FA2,26653844-26655408,1.564,3,0,0,0,0,C,8
TSMA12,643,chunk42,FA2,26688700-26690145,1.445,2,0,0,0,3,C,11
TSMA12,643,chunk42,FA2,26705730-26706392,0.662,1,1,0,0,1,C,6
TSMA12,643,chunk43,FA2,26765672-26766716,1.044,2,0,0,0,0,C,15
TSMA12,643,chunk43,FA2,26774544-26775095,0.551,2,1,0,0,2,T,7
TSMA12,643,chunk43,FA2,26776314-26776764,0.45,2,1,0,0,1,T,6
TSMA12,643,chunk44,FA2,26875950-26876216,0.266,2,1,0,0,1,T,6
TSMA12,643,chunk44,FA2,26892220-26892602,0.382,2,1,0,0,1,T,8
TSMA12,643,chunk44,FA1,26914270-26914732,0.462,3,0,0,0,0,C,7
TSMA12,7220,chunk45,FA1,22509634-22510507,0.873,2,0,0,0,0,A,6
TSMA12,7220,chunk45,FA1,22553842-22554290,0.448,3,0,0,0,0,A,8
TSMA12,643,chunk45,FA1,28254346-28254820,0.474,2,1,0,0,0,C,7
TSMA12,643,chunk46,FA1,28333736-28334228,0.492,2,1,0,0,1,A,9
TSMA12,643,chunk47,FA1,28396592-28398016,1.424,3,0,0,0,0,C,7
TSMA12,643,chunk47,FA1,28399200-28400742,1.542,3,0,0,0,0,C,9
TSMA12,643,chunk47,FA1,28428962-28431014,2.052,2,0,0,0,1,A,8
TSMA12,643,chunk47,FA1,28439326-28440578,1.252,2,0,0,0,0,A,6
TSMA12,643,chunk48,FA1,28458098-28459792,1.694,3,0,0,0,1,A,7
TSMA12,643,chunk49,FA1,28543056-28544596,1.54,3,0,0,0,0,C,13
TSMA12,643,chunk5,FA1,2225833-2226779,0.946,4,0,0,0,0,C,8
TSMA12,7220,chunk5,FA2,2277112-2277846,0.734,3,1,1,0,0,C,7
TSMA12,643,chunk50,FA1,29955716-29956736,1.02,4,0,0,0,0,A,6
TSMA12,7220,chunk50,FA1,30484060-30484490,0.43,2,0,0,0,0,T,7
TSMA12,643,chunk51,FA1,30536680-30539238,2.558,3,1,0,0,0,A,8
TSMA12,643,chunk51,FA1,30552436-30554260,1.824,3,2,0,0,2,A,15
TSMA12,643,chunk51,FA1,30555748-30556070,0.322,3,0,0,0,0,A,5
TSMA12,7220,chunk51,FA1,30594186-30594776,0.59,3,0,0,0,2,A,8
TSMA12,7220,chunk51,FA1,30610467-30610937,0.47,2,0,0,0,2,A,10
TSMA12,7220,chunk51,FA4,30631976-30632598,0.622,2,1,0,0,2,A,7
TSMA12,7220,chunk51,FA4,30641566-30642573,1.007,3,2,0,0,3,A,11
TSMA12,7220,chunk51,FA4,30644641-30645436,0.795,3,3,0,0,3,A,6
TSMA12,7220,chunk51,FA4,30646015-30648287,2.272,3,1,0,0,1,A,10
TSMA12,7220,chunk52,FA4,30659890-30661112,1.222,2,1,0,0,0,A,5
TSMA12,643,chunk9,FA2,5197156-5197796,0.64,3,0,0,0,0,T,9
TSMA13,6216,chunk1,FA1,896410-897570,1.16,2,3,1,2,3,T,56
TSMA13,6216,chunk1,FA1,903695-906725,3.03,3,4,2,4,4,T,17
TSMA13,6216,chunk1,FA1,921780-923340,1.56,3,3,2,3,4,T,24
TSMA13,6216,chunk12,FA1,6383249-6383509,0.26,3,2,2,3,3,T,15
TSMA13,6216,chunk12,FA1,6393264-6394664,1.4,3,3,3,4,4,T,19
TSMA13,6216,chunk12,FA1,6441319-6443908,2.589,3,4,4,4,4,T,15
TSMA13,6216,chunk14,FA1,6527624-6528366,0.742,3,3,3,4,3,T,18
TSMA13,6216,chunk14,FA1,6531076-6532705,1.629,2,3,2,3,4,T,29
TSMA13,6216,chunk14,FA4,6554480-6554900,0.42,2,0,0,0,2,A,17
TSMA13,6216,chunk15,FA1,6611372-6612953,1.581,2,0,0,0,1,A,25
TSMA13,8179,chunk16,FA2,13865540-13865908,0.368,2,0,0,0,2,A,23
TSMA13,6216,chunk19,FA1,7598640-7599983,1.343,3,2,1,2,3,T,21
TSMA13,6216,chunk2,FA1,1571982-1572568,0.586,3,1,1,1,0,T,21
TSMA13,6216,chunk2,FA1,1593641-1594978,1.337,2,0,2,3,0,T,41
TSMA13,7326,chunk2,FA2,3901270-3902450,1.18,2,0,0,0,3,A,26
TSMA13,8179,chunk21,FA2,16292865-16295496,2.631,3,1,0,0,3,A,25
TSMA13,8179,chunk21,FA3,16296446-16297291,0.845,1,1,0,0,2,A,8
TSMA13,6216,chunk22,FA1,8899420-8900240,0.82,3,2,2,1,1,T,33
TSMA13,6216,chunk22,FA1,8925155-8925855,0.7,3,1,3,4,2,T,19
TSMA13,6216,chunk23,FA1,13959689-13960788,1.099,3,1,3,3,2,A,14
TSMA13,7326,chunk23,FA1,14995127-14996124,0.997,2,0,0,0,2,T,19
TSMA13,7326,chunk24,FA1,15047442-15048349,0.907,2,1,0,0,2,T,13
TSMA13,7326,chunk24,FA1,15076500-15078229,1.729,3,0,1,1,3,T,17
TSMA13,7326,chunk24,FA1,15079106-15079778,0.672,2,2,1,1,3,T,25
TSMA13,7326,chunk24,FA1,15085418-15086016,0.598,2,0,0,1,2,T,17
TSMA13,7326,chunk24,FA1,15088057-15088786,0.729,2,0,0,0,2,T,8
TSMA13,7326,chunk24,FA1,15089434-15090934,1.5,2,1,0,1,3,T,21
TSMA13,6216,chunk25,FA1,14149402-14152358,2.956,3,0,1,1,0,A,14
TSMA13,7326,chunk25,FA1,15114549-15114909,0.36,3,3,0,0,3,T,14
TSMA13,7326,chunk25,FA1,15122295-15122754,0.459,3,2,0,0,3,T,10
TSMA13,6216,chunk26,FA1,14203533-14205168,1.635,3,3,3,4,4,A,14
TSMA13,7326,chunk26,FA1,18388405-18388981,0.576,3,3,3,2,3,T,13
TSMA13,7326,chunk26,FA1,18395713-18397176,1.463,3,0,2,3,2,T,13
TSMA13,7326,chunk26,FA1,18399092-18399692,0.6,2,1,1,1,2,T,12
TSMA13,7326,chunk26,FA1,18402613-18403959,1.346,2,0,0,1,2,T,9
TSMA13,7326,chunk26,FA1,18405145-18405655,0.51,3,0,0,0,2,T,8
TSMA13,7326,chunk26,FA1,18409602-18410719,1.117,3,2,2,3,3,T,9
TSMA13,7326,chunk26,FA1,18412204-18413393,1.189,3,2,3,4,3,T,10
TSMA13,7326,chunk26,FA1,18422117-18422730,0.613,2,3,3,4,2,T,8
TSMA13,7326,chunk26,FA1,18423398-18423828,0.43,3,3,1,3,4,T,9
TSMA13,7326,chunk26,FA1,18424348-18425015,0.667,2,2,2,2,1,T,11
TSMA13,6216,chunk27,FA1,16611490-16612680,1.19,2,1,0,0,1,T,22
TSMA13,6216,chunk28,FA1,17832815-17833135,0.32,2,2,0,0,2,T,40
TSMA13,6216,chunk28,FA1,17847385-17848000,0.615,3,0,2,3,1,T,15
TSMA13,7326,chunk28,FA1,18525254-18527720,2.466,2,2,3,3,2,T,10
TSMA13,7326,chunk28,FA1,18534227-18534876,0.649,3,2,2,4,4,T,10
TSMA13,7326,chunk29,FA1,18576890-18577683,0.793,3,3,2,3,4,T,11
TSMA13,7326,chunk29,FA1,18578870-18580584,1.714,3,3,2,3,4,T,10
TSMA13,7326,chunk29,FA1,18601468-18602461,0.993,3,3,3,4,4,C,9
TSMA13,7326,chunk29,FA1,18603256-18604790,1.534,3,3,2,3,3,C,17
TSMA13,7326,chunk32,FA1,27157897-27158433,0.536,3,3,1,2,4,T,9
TSMA13,7326,chunk34,FA1,27398758-27399208,0.45,3,3,1,1,3,T,14
TSMA13,7326,chunk34,FA1,27400012-27400851,0.839,3,3,2,4,4,T,10
TSMA13,6216,chunk39,FA1,24007921-24008439,0.518,3,0,1,2,0,T,14
TSMA13,6216,chunk40,FA3,24044935-24045985,1.05,2,0,0,0,2,T,22
TSMA13,7326,chunk42,FA1,28064949-28065690,0.741,3,2,3,4,2,T,14
TSMA13,6216,chunk44,FA1,27346765-27347395,0.63,3,0,1,2,1,T,12
TSMA13,7326,chunk44,FA1,28471290-28472340,1.05,3,2,0,0,4,T,17
TSMA13,6216,chunk46,FA1,29105449-29105838,0.389,3,1,2,3,3,A,16
TSMA13,8179,chunk48,FA1,30255737-30256840,1.103,3,3,2,4,4,C,32
TSMA13,6216,chunk5,FA1,1856421-1857458,1.037,3,0,3,4,1,T,18
TSMA13,6216,chunk6,FA1,3379906-3381336,1.43,3,3,2,3,4,T,24
TSMA13,6216,chunk6,FA1,3416695-3417536,0.841,2,0,0,0,3,T,31
TSMA13,6216,chunk6,FA1,3418508-3419292,0.784,2,0,0,0,2,T,21
TSMA13,7326,chunk6,FA1,4402455-4403095,0.64,3,2,0,0,3,T,17
TSMA13,8179,chunk7,FA1,2410119-2410990,0.871,3,3,3,4,4,A,19
TSMA13,6216,chunk8,FA1,3515940-3516796,0.856,3,0,1,2,1,T,14
TSMA13,7326,chunk8,FA1,6565776-6566730,0.954,2,2,1,2,3,T,17
TSMA13,7326,chunk8,FA2,6566153-6566884,0.731,3,3,1,1,3,A,26
TSMA13,7326,chunk9,FA1,6927496-6928764,1.268,3,2,0,1,4,T,22
TSMA13,7326,chunk9,FA1,6935357-6936418,1.061,3,1,2,3,2,T,12
TSMA13,7326,chunk9,FA1,6940080-6941386,1.306,2,1,0,0,1,T,29
TSMA14,3026,chunk1,FA1,1725530-1728100,2.57,4,0,1,2,3,T,8
TSMA14,2109,chunk1,FA1,3544029-3545144,1.115,3,0,2,1,1,T,27
TSMA14,2109,chunk1,FA1,3579785-3580395,0.61,2,2,3,3,2,T,9
TSMA14,2109,chunk1,FA1,3593258-3593900,0.642,1,3,1,3,3,T,11
TSMA14,2109,chunk10,FA1,14351526-14352189,0.663,4,0,0,0,0,A,7
TSMA14,2109,chunk10,FA1,14354387-14355944,1.557,2,1,1,0,2,A,9
TSMA14,3026,chunk10,FA1,5749130-5750280,1.15,4,0,0,0,0,T,7
TSMA14,2109,chunk11,FA1,14380507-14382394,1.887,4,1,2,0,1,A,12
TSMA14,2109,chunk11,FA1,14395418-14396095,0.677,4,1,3,2,1,A,9
TSMA14,2109,chunk11,FA1,14397366-14398302,0.936,4,2,1,3,1,A,8
TSMA14,2109,chunk11,FA1,14420204-14421186,0.982,3,3,0,0,0,A,10
TSMA14,3026,chunk11,FA1,5815842-5816239,0.397,3,0,0,0,1,T,9
TSMA14,3026,chunk11,FA1,5830066-5830586,0.52,3,0,1,2,1,T,14
TSMA14,3026,chunk11,FA1,5836985-5837401,0.416,4,1,0,1,2,T,10
TSMA14,2109,chunk12,FA1,14427593-14428162,0.569,4,0,0,0,0,A,9
TSMA14,2109,chunk12,FA1,14465746-14466302,0.556,4,0,0,0,0,A,9
TSMA14,3026,chunk12,FA1,5890449-5891500,1.051,2,3,1,1,2,T,13
TSMA14,3026,chunk14,FA1,8926110-8927480,1.37,4,1,0,0,2,T,10
TSMA14,3026,chunk15,FA1,8982657-8983773,1.116,3,3,2,1,1,T,9
TSMA14,3026,chunk15,FA1,8984620-8985943,1.323,4,3,0,1,0,T,11
TSMA14,8179,chunk16,FA2,13865540-13865908,0.368,3,2,0,0,4,A,12
TSMA14,2109,chunk17,FA1,18168308-18168732,0.424,3,0,2,1,2,T,10
TSMA14,2109,chunk18,FA1,20214430-20214808,0.378,4,3,1,2,1,T,11
TSMA14,2109,chunk18,FA1,20221108-20221570,0.462,4,1,2,2,1,T,8
TSMA14,2109,chunk18,FA1,20226792-20227076,0.284,3,0,0,1,0,T,9
TSMA14,3026,chunk19,FA1,13578840-13579290,0.45,3,0,3,2,0,T,12
TSMA14,2109,chunk19,FA1,22712384-22713280,0.896,4,4,4,3,4,T,11
TSMA14,2109,chunk2,FA1,3606215-3606377,0.162,4,4,1,2,2,T,15
TSMA14,2109,chunk2,FA1,3650280-3651174,0.894,4,1,2,2,1,T,13
TSMA14,3026,chunk20,FA1,15454646-15455780,1.134,3,0,0,2,0,T,8
TSMA14,8179,chunk21,FA2,16292865-16295496,2.631,3,0,0,3,4,A,18
TSMA14,8179,chunk21,FA3,16296446-16297291,0.845,4,0,2,0,1,A,12
TSMA14,2109,chunk21,FA1,22855732-22856108,0.376,4,0,1,0,1,T,10
TSMA14,3026,chunk22,FA1,17050830-17051630,0.8,4,1,1,0,3,T,8
TSMA14,3026,chunk22,FA1,17053090-17053610,0.52,2,2,1,0,3,T,7
TSMA14,2109,chunk22,FA1,22910806-22912224,1.418,4,0,0,1,1,T,8
TSMA14,2109,chunk22,FA1,22913178-22916060,2.882,4,0,1,0,2,T,10
TSMA14,2109,chunk22,FA1,22922720-22923548,0.828,4,1,2,3,3,T,8
TSMA14,3026,chunk24,FA1,17218110-17220010,1.9,4,0,3,3,1,T,15
TSMA14,2109,chunk24,FA1,24357316-24357612,0.296,3,0,0,1,0,T,11
TSMA14,2109,chunk25,FA1,24596984-24597664,0.68,3,1,2,2,4,T,11
TSMA14,2109,chunk25,FA1,24619425-24619972,0.547,4,3,0,3,4,T,17
TSMA14,2109,chunk26,FA1,25228708-25229502,0.794,4,4,2,2,4,T,12
TSMA14,2109,chunk26,FA1,25232574-25232876,0.302,3,0,1,1,0,T,9
TSMA14,2109,chunk26,FA1,25249904-25250976,1.072,1,3,4,4,0,T,15
TSMA14,3026,chunk27,FA1,29288558-29289409,0.851,4,1,0,1,1,T,8
TSMA14,2109,chunk28,FA1,29290304-29290976,0.672,3,2,1,1,0,T,12
TSMA14,2109,chunk28,FA1,29295990-29296388,0.398,4,0,1,0,2,T,10
TSMA14,3026,chunk29,FA1,29389847-29393064,3.217,3,0,0,2,0,C,13
TSMA14,2109,chunk3,FA1,3673484-3676022,2.538,4,4,4,4,4,T,11
TSMA14,2109,chunk3,FA1,3676723-3677069,0.346,2,2,1,1,2,T,12
TSMA14,2109,chunk31,FA1,30760496-30760800,0.304,4,4,1,1,4,T,9
TSMA14,2109,chunk31,FA1,30768460-30768992,0.532,4,4,1,4,4,T,9
TSMA14,2109,chunk32,FA1,31660680-31660968,0.288,4,0,0,1,0,T,9
TSMA14,2109,chunk32,FA1,31670300-31670760,0.46,2,2,1,0,2,T,16
TSMA14,3026,chunk4,FA1,1937561-1939172,1.611,3,2,2,0,0,C,9
TSMA14,3026,chunk40,FA1,32554839-32555510,0.671,3,1,2,1,0,C,11
TSMA14,3026,chunk40,FA1,32560745-32561244,0.499,3,3,1,1,1,A,8
TSMA14,3026,chunk42,FA1,32681267-32682600,1.333,3,0,2,1,0,C,9
TSMA14,8179,chunk48,FA1,30255737-30256840,1.103,2,3,1,2,1,C,13
TSMA14,2109,chunk5,FA1,4030674-4030807,0.133,1,1,2,1,0,T,13
TSMA14,2109,chunk6,FA1,4095542-4095903,0.361,1,3,3,2,2,T,11
TSMA14,2109,chunk6,FA1,4098584-4098812,0.228,2,4,4,3,4,T,8
TSMA14,2109,chunk6,FA1,4102388-4102896,0.508,3,1,1,0,1,T,9
TSMA14,2109,chunk6,FA1,4104430-4104798,0.368,2,2,1,3,1,T,9
TSMA14,2109,chunk6,FA1,4127990-4129054,1.064,2,3,2,3,2,T,10
TSMA14,2109,chunk6,FA1,4132669-4133090,0.421,4,1,0,0,0,T,11
TSMA14,2109,chunk6,FA1,4137008-4137831,0.823,3,0,0,0,0,T,19
TSMA14,8179,chunk7,FA1,2410119-2410990,0.871,4,4,1,4,4,A,10
TSMA14,2109,chunk8,FA1,4328280-4328639,0.359,2,0,0,1,1,T,9
TSMA14,2109,chunk8,FA1,4328834-4329069,0.235,3,0,1,0,1,T,9
TSMA14,2109,chunk8,FA1,4331305-4331502,0.197,4,0,0,0,0,T,9
TSMA14,2109,chunk8,FA1,4338665-4338989,0.324,4,0,0,0,0,T,8
TSMA14,2109,chunk8,FA1,4344579-4344940,0.361,4,4,1,1,4,T,9
TSMA14,2109,chunk8,FA1,4346605-4346841,0.236,2,4,1,1,4,T,9
TSMA14,2109,chunk8,FA1,4347224-4347914,0.69,4,1,3,1,2,T,9
TSMA14,2109,chunk8,FA1,4370749-4371725,0.976,2,4,2,2,4,T,12
TSMA15,6216,chunk1,FA1,896410-897570,1.16,1,2,0,0,2,T,81
TSMA15,6216,chunk1,FA1,903695-906725,3.03,3,4,2,3,4,T,19
TSMA15,6216,chunk1,FA1,921780-923340,1.56,2,1,0,0,2,T,22
TSMA15,6216,chunk12,FA1,6383249-6383509,0.26,4,0,0,0,0,T,16
TSMA15,6216,chunk12,FA1,6393264-6394664,1.4,3,3,1,1,2,T,12
TSMA15,6216,chunk12,FA1,6441319-6443908,2.589,4,3,3,4,3,T,17
TSMA15,6216,chunk14,FA1,6527624-6528366,0.742,2,1,0,2,1,T,20
TSMA15,6216,chunk14,FA1,6531076-6532705,1.629,1,2,1,2,1,T,20
TSMA15,6216,chunk14,FA4,6554480-6554900,0.42,1,0,0,0,1,A,25
TSMA15,6216,chunk15,FA1,6611372-6612953,1.581,2,0,0,1,0,A,15
TSMA15,8179,chunk16,FA2,13865540-13865908,0.368,4,0,0,0,0,A,12
TSMA15,6216,chunk19,FA1,7598640-7599983,1.343,1,1,0,0,1,T,25
TSMA15,6216,chunk2,FA1,1571982-1572568,0.586,3,2,3,3,1,T,14
TSMA15,6216,chunk2,FA1,1593641-1594978,1.337,2,3,0,0,3,T,19
TSMA15,7326,chunk2,FA2,3901270-3902450,1.18,3,0,0,0,0,A,34
TSMA15,8179,chunk21,FA2,16292865-16295496,2.631,3,2,2,2,2,A,13
TSMA15,8179,chunk21,FA3,16296446-16297291,0.845,1,0,0,0,1,A,11
TSMA15,6216,chunk22,FA1,8899420-8900240,0.82,4,1,1,1,1,T,17
TSMA15,6216,chunk22,FA1,8925155-8925855,0.7,1,0,1,2,0,T,23
TSMA15,6216,chunk23,FA1,13959689-13960788,1.099,4,4,4,4,3,A,10
TSMA15,7326,chunk23,FA1,14995127-14996124,0.997,1,0,0,0,0,T,20
TSMA15,7326,chunk24,FA1,15047442-15048349,0.907,3,0,0,0,0,T,18
TSMA15,7326,chunk24,FA1,15076500-15078229,1.729,1,0,0,0,1,T,25
TSMA15,7326,chunk24,FA1,15079106-15079778,0.672,1,1,0,0,2,T,12
TSMA15,7326,chunk24,FA1,15085418-15086016,0.598,1,0,0,0,0,T,9
TSMA15,7326,chunk24,FA1,15088057-15088786,0.729,2,1,2,2,1,T,20
TSMA15,7326,chunk24,FA1,15089434-15090934,1.5,2,4,4,4,2,T,10
TSMA15,6216,chunk25,FA1,14149402-14152358,2.956,3,2,4,4,2,A,16
TSMA15,7326,chunk25,FA1,15114549-15114909,0.36,1,0,1,0,0,T,9
TSMA15,7326,chunk25,FA1,15122295-15122754,0.459,1,0,1,0,0,T,11
TSMA15,6216,chunk26,FA1,14203533-14205168,1.635,4,4,4,4,3,A,13
TSMA15,7326,chunk26,FA1,18388405-18388981,0.576,3,3,4,4,2,T,11
TSMA15,7326,chunk26,FA1,18395713-18397176,1.463,2,2,1,1,1,T,17
TSMA15,7326,chunk26,FA1,18399092-18399692,0.6,2,2,0,1,1,T,20
TSMA15,7326,chunk26,FA1,18402613-18403959,1.346,1,0,0,0,0,T,19
TSMA15,7326,chunk26,FA1,18405145-18405655,0.51,1,0,1,2,0,T,11
TSMA15,7326,chunk26,FA1,18409602-18410719,1.117,2,2,4,4,2,T,13
TSMA15,7326,chunk26,FA1,18412204-18413393,1.189,2,3,4,4,2,T,12
TSMA15,7326,chunk26,FA1,18422117-18422730,0.613,2,2,1,3,0,T,19
TSMA15,7326,chunk26,FA1,18423398-18423828,0.43,1,1,0,0,1,T,12
TSMA15,7326,chunk26,FA1,18424348-18425015,0.667,1,0,0,2,0,T,14
TSMA15,6216,chunk27,FA1,16611490-16612680,1.19,1,2,0,0,3,T,12
TSMA15,6216,chunk28,FA1,17832815-17833135,0.32,2,2,1,3,4,T,15
TSMA15,6216,chunk28,FA1,17847385-17848000,0.615,1,1,0,0,1,T,14
TSMA15,7326,chunk28,FA1,18525254-18527720,2.466,3,3,4,4,1,T,18
TSMA15,7326,chunk28,FA1,18534227-18534876,0.649,4,4,4,4,2,T,10
TSMA15,7326,chunk29,FA1,18576890-18577683,0.793,4,4,2,2,3,T,12
TSMA15,7326,chunk29,FA1,18578870-18580584,1.714,4,1,1,1,1,T,12
TSMA15,7326,chunk29,FA1,18601468-18602461,0.993,4,0,0,0,0,C,23
TSMA15,7326,chunk29,FA1,18603256-18604790,1.534,4,0,0,0,0,C,13
TSMA15,7326,chunk32,FA1,27157897-27158433,0.536,3,3,0,2,4,T,18
TSMA15,7326,chunk34,FA1,27398758-27399208,0.45,1,0,0,0,0,T,20
TSMA15,7326,chunk34,FA1,27400012-27400851,0.839,1,0,0,2,0,T,17
TSMA15,6216,chunk39,FA1,24007921-24008439,0.518,4,0,0,0,0,T,10
TSMA15,6216,chunk40,FA3,24044935-24045985,1.05,4,2,2,2,2,T,13
TSMA15,6216,chunk40,FA4,24079694-24080525,0.831,3,0,0,0,0,A,9
TSMA15,7326,chunk42,FA1,28064949-28065690,0.741,4,3,3,3,2,T,8
TSMA15,6216,chunk44,FA1,27346765-27347395,0.63,1,0,0,1,0,T,13
TSMA15,7326,chunk44,FA1,28471290-28472340,1.05,3,0,0,0,0,T,10
TSMA15,6216,chunk46,FA1,29105449-29105838,0.389,3,3,2,2,4,A,13
TSMA15,8179,chunk48,FA1,30255737-30256840,1.103,1,0,0,0,1,C,21
TSMA15,6216,chunk5,FA1,1856421-1857458,1.037,3,2,4,4,1,T,16
TSMA15,6216,chunk6,FA1,3379906-3381336,1.43,4,3,3,3,3,T,15
TSMA15,6216,chunk6,FA1,3416695-3417536,0.841,1,1,0,0,0,T,20
TSMA15,6216,chunk6,FA1,3418508-3419292,0.784,2,0,0,0,0,T,13
TSMA15,7326,chunk6,FA1,4402455-4403095,0.64,1,1,0,0,1,T,14
TSMA15,8179,chunk7,FA1,2410119-2410990,0.871,4,4,4,4,4,A,10
TSMA15,6216,chunk8,FA1,3515940-3516796,0.856,3,0,0,0,0,T,13
TSMA15,7326,chunk8,FA1,6565776-6566730,0.954,1,0,2,1,0,T,13
TSMA15,7326,chunk8,FA2,6566153-6566884,0.731,1,0,0,0,0,A,12
TSMA15,7326,chunk9,FA1,6927496-6928764,1.268,1,0,4,4,1,T,13
TSMA15,7326,chunk9,FA1,6935357-6936418,1.061,2,3,4,4,1,T,12
TSMA15,7326,chunk9,FA1,6940080-6941386,1.306,1,0,2,2,0,T,11
TSMA16,643,chunk1,FA1,1970580-1971675,1.095,3,1,3,2,0,C,14
TSMA16,643,chunk11,FA1,11130100-11130710,0.61,2,3,3,3,1,T,15
TSMA16,643,chunk11,FA1,11135799-11136280,0.481,3,2,3,3,1,T,16
TSMA16,643,chunk13,FA1,11276259-11276870,0.611,3,1,1,2,2,T,13
TSMA16,643,chunk13,FA1,11278211-11279081,0.87,2,2,3,3,1,T,19
TSMA16,643,chunk13,FA1,11280553-11281555,1.002,2,1,1,2,0,T,17
TSMA16,643,chunk13,FA1,11283035-11283520,0.485,3,2,3,3,1,T,16
TSMA16,643,chunk13,FA1,11288834-11290778,1.944,3,4,3,4,2,T,26
TSMA16,643,chunk13,FA1,11291655-11293667,2.012,2,2,4,3,1,T,22
TSMA16,2625,chunk15,FA1,10006988-10007435,0.447,3,1,2,2,2,T,20
TSMA16,2625,chunk15,FA1,10009239-10010020,0.781,1,1,1,2,0,T,30
TSMA16,2625,chunk15,FA1,10016585-10017025,0.44,3,3,1,2,3,T,44
TSMA16,2625,chunk15,FA1,10033418-10034212,0.794,2,1,2,0,1,T,24
TSMA16,643,chunk15,FA1,11395987-11397225,1.238,2,0,1,2,2,C,18
TSMA16,643,chunk15,FA1,11402131-11403831,1.7,1,1,1,1,2,C,18
TSMA16,2625,chunk15,FA1,9977706-9978000,0.294,2,3,0,1,2,T,23
TSMA16,2625,chunk15,FA1,9996590-9997840,1.25,3,1,2,2,0,T,15
TSMA16,643,chunk16,FA1,11450262-11451442,1.18,2,3,2,2,3,T,14
TSMA16,643,chunk16,FA1,11460013-11460782,0.769,3,3,3,2,2,T,12
TSMA16,2625,chunk17,FA1,12359701-12360702,1.001,2,1,0,1,2,C,27
TSMA16,643,chunk17,FA2,14258333-14259264,0.931,3,1,0,0,2,C,17
TSMA16,2625,chunk18,FA1,12394154-12394895,0.741,2,0,2,2,1,C,15
TSMA16,643,chunk19,FA2,14331953-14335836,3.883,1,1,1,2,1,C,22
TSMA16,643,chunk2,FA1,2016491-2017690,1.199,4,2,2,3,1,C,13
TSMA16,643,chunk2,FA1,2059578-2060477,0.899,4,2,2,2,1,C,16
TSMA16,2625,chunk2,FA1,2732315-2733314,0.999,3,2,1,1,0,T,104
TSMA16,643,chunk23,FA1,16625000-16625952,0.952,3,1,2,2,1,C,10
TSMA16,643,chunk23,FA1,16627528-16629715,2.187,2,1,0,1,1,C,18
TSMA16,643,chunk23,FA1,16631309-16634177,2.868,3,1,2,2,2,C,16
TSMA16,643,chunk23,FA1,16635372-16635975,0.603,2,0,1,1,1,C,14
TSMA16,643,chunk23,FA1,16647405-16648714,1.309,2,1,2,2,2,C,12
TSMA16,7220,chunk23,FA2,6314238-6315155,0.917,4,4,2,2,3,A,13
TSMA16,7220,chunk24,FA1,6382150-6384698,2.548,3,2,3,4,2,A,14
TSMA16,2625,chunk27,FA1,16659273-16660534,1.261,3,0,0,1,2,T,19
TSMA16,7220,chunk28,FA3,10140781-10142982,2.201,2,1,0,1,0,A,13
TSMA16,2625,chunk28,FA1,16704842-16705456,0.614,3,2,1,1,3,T,14
TSMA16,7220,chunk30,FA2,10259792-10260960,1.168,4,4,1,2,4,A,12
TSMA16,643,chunk30,FA1,20518422-20520287,1.865,2,0,1,2,0,C,15
TSMA16,7220,chunk31,FA3,10331446-10332114,0.668,2,1,0,1,2,A,15
TSMA16,7220,chunk31,FA3,10333771-10334051,0.28,2,2,0,1,1,A,16
TSMA16,643,chunk32,FA1,20648000-20648686,0.686,3,3,2,3,4,C,21
TSMA16,7220,chunk33,FA1,15227970-15228840,0.87,3,1,1,1,1,T,10
TSMA16,7220,chunk33,FA1,15234570-15235390,0.82,3,3,1,2,2,T,15
TSMA16,2625,chunk34,FA1,27374608-27374951,0.343,2,2,0,0,3,C,26
TSMA16,643,chunk36,FA2,21448917-21449845,0.928,3,3,0,1,3,A,19
TSMA16,7220,chunk37,FA1,15668705-15669471,0.766,2,1,0,0,1,A,16
TSMA16,7220,chunk38,FA1,15710148-15711393,1.245,2,1,0,0,1,C,16
