participant,recording,chunk,block,part,length,rater_label,confidence,nat_inf_label
KJD,7326,chunk3,MA1,3933490-3935610,2120,ads,3,A
KJD,7326,chunk3,MA1,3935730-3938460,2730,ads,3,A
KJD,7326,chunk3,MA1,3920905-3923698,2793,ads,3,A
KJD,7326,chunk3,MA1,3938815-3940390,1575,ads,3,A
KJD,7326,chunk3,MA1,3957829-3959649,1820,ads,3,A
KJD,7326,chunk3,FC1,3956933-3957839,906,ads,1,C
KJD,7326,chunk3,FC1,3945586-3946600,1014,junk,3,C
KJD,7326,chunk3,FC2,3943970-3944430,460,ads,3,C
KJD,7326,chunk3,FC2,3948440-3949610,1170,ads,2,C
KJD,7326,chunk3,MA2,3919889-3920916,1027,ads,3,A
KJD,7326,chunk3,MA2,3962680-3965324,2644,ads,3,A
KJD,7326,chunk3,MA2,3926670-3928061,1391,ads,3,A
KJD,7326,chunk3,MA2,3917974-3919339,1365,ads,3,A
KJD,7326,chunk3,MA2,3923102-3925397,2295,ads,3,A
KJD,7326,chunk3,FA2,3936107-3937058,951,ads,3,A
KJD,7326,chunk3,FA2,3906494-3908430,1936,ads,3,A
KJD,7326,chunk3,FA2,3908758-3910141,1383,ads,3,A
KJD,7326,chunk3,FA2,3957240-3958630,1390,ads,3,A
KJD,7326,chunk3,FA2,3937867-3938896,1029,ads,3,A
KJD,7326,chunk3,FA2,3915040-3917725,2685,ads,3,A
KJD,7326,chunk3,FA2,3942679-3943824,1145,ads,3,A
KJD,7326,chunk3,FA2,3955050-3956550,1500,ads,3,A
KJD,7326,chunk3,FA2,3904935-3905885,950,ads,2,A
KJD,7326,chunk3,FA2,3952236-3952625,389,ads,3,A
KJD,7326,chunk3,FA2,3953380-3954335,955,ads,3,A
KJD,7326,chunk3,FA3,3948252-3952398,4146,ads,2,A
KJD,7326,chunk3,FA3,3910989-3913887,2898,ads,2,A
KJD,7326,chunk3,FA3,3953960-3955680,1720,ads,3,A
KJD,7326,chunk3,FA3,3945370-3947679,2309,ads,2,A
KJD,7326,chunk3,FA1,3963252-3963805,553,ads,2,T
KJD,7326,chunk3,MA3,3954480-3955230,750,ads,3,A
KJD,7326,chunk3,MA3,3941762-3943413,1651,ads,3,A
KJD,7326,chunk3,MA3,3940742-3941200,458,ads,3,A
KJD,7326,chunk3,MA3,3935755-3936407,652,ads,3,A
KJD,7326,chunk3,MA3,3928541-3929281,740,ads,3,A
KJD,7326,chunk3,MA3,3919301-3920095,794,ads,3,A
KJD,7326,chunk3,MA3,3905783-3906223,440,ads,3,A
KJD,7326,chunk3,MA3,3904687-3905473,786,ads,3,A
KJD,7326,chunk3,MA3,3913470-3916350,2880,ads,3,A
KJD,7326,chunk9,FA1,6972525-6972886,361,ads,2,T
KJD,7326,chunk9,FA1,6935357-6936418,1061,ads,2,T
KJD,7326,chunk9,FA1,6927496-6928764,1268,ads,2,T
KJD,7326,chunk9,FA1,6940080-6941386,1306,ads,2,T
KJD,7326,chunk23,FA1,15034285-15035107,822,cds,2,T
KJD,7326,chunk23,FA1,14981606-14982834,1228,cds,2,T
KJD,7326,chunk23,FA1,15001357-15002845,1488,cds,2,T
KJD,7326,chunk23,FA1,15031988-15033130,1142,cds,2,T
KJD,7326,chunk23,FA1,14995127-14996124,997,cds,1,T
KJD,7326,chunk23,FA1,15028904-15031154,2250,ads,2,T
KJD,7326,chunk23,FA1,15039869-15041583,1714,cds,2,T
KJD,7326,chunk23,FA1,14983859-14984859,1000,cds,3,T
KJD,7326,chunk23,FA4,15038428-15039833,1405,ads,3,C
KJD,7326,chunk23,FA4,15026155-15028255,2100,ads,3,C
KJD,7326,chunk23,FA4,15018035-15019961,1926,ads,3,C
KJD,7326,chunk23,FA4,15030452-15030976,524,ads,3,C
KJD,7326,chunk23,FA4,15014511-15016011,1500,ads,2,C
KJD,7326,chunk44,FA1,28467590-28468330,740,cds,2,T
KJD,7326,chunk44,FA1,28504950-28506310,1360,cds,3,T
KJD,7326,chunk44,FA1,28513710-28514310,600,junk,3,T
KJD,7326,chunk44,FA1,28481150-28481580,430,cds,3,T
KJD,7326,chunk44,FA1,28485910-28487540,1630,cds,3,T
KJD,7326,chunk44,FA1,28476810-28478230,1420,cds,3,T
KJD,7326,chunk44,FA1,28494900-28496430,1530,cds,3,T
KJD,7326,chunk44,FA1,28516380-28517610,1230,junk,3,T
KJD,7326,chunk44,FA1,28474150-28474940,790,junk,3,T
KJD,7326,chunk44,FA1,28492530-28493500,970,cds,3,T
KJD,7326,chunk44,FA1,28500990-28503950,2960,cds,3,T
KJD,7326,chunk44,FA1,28472530-28473430,900,cds,3,T
KJD,7326,chunk44,FA1,28506850-28507650,800,cds,3,T
KJD,7326,chunk44,FA1,28514570-28516130,1560,junk,3,T
KJD,7326,chunk44,FA1,28465700-28467050,1350,cds,3,T
KJD,7326,chunk44,FA1,28475720-28476730,1010,cds,3,T
KJD,7326,chunk44,FA1,28481950-28482940,990,cds,3,T
KJD,7326,chunk44,FA1,28483990-28485310,1320,cds,3,T
KJD,7326,chunk44,FA1,28490110-28491630,1520,cds,3,T
KJD,7326,chunk44,FA1,28461870-28464100,2230,cds,2,T
KJD,7326,chunk44,FA1,28471290-28472340,1050,cds,3,T
KJD,7326,chunk44,FA1,28510190-28511240,1050,cds,3,T
KJD,7326,chunk44,FA1,28464600-28465090,490,cds,1,T
KJD,7326,chunk2,MA1,3872540-3874099,1559,ads,3,A
KJD,7326,chunk2,MA1,3865280-3867213,1933,ads,3,A
KJD,7326,chunk2,MA1,3869491-3871786,2295,ads,3,A
KJD,7326,chunk2,MA1,3853895-3854253,358,ads,3,A
KJD,7326,chunk2,MA1,3846720-3849190,2470,ads,3,A
KJD,7326,chunk2,MA1,3855839-3857515,1676,ads,3,A
KJD,7326,chunk2,MA1,3883517-3885229,1712,ads,3,A
KJD,7326,chunk2,MA1,3893280-3893807,527,ads,3,A
KJD,7326,chunk2,MA1,3877400-3878950,1550,ads,3,A
KJD,7326,chunk2,MA1,3845182-3846099,917,ads,3,A
KJD,7326,chunk2,MA1,3867358-3869083,1725,ads,3,A
KJD,7326,chunk2,MA1,3855451-3855818,367,ads,3,A
KJD,7326,chunk2,MA1,3862759-3863771,1012,ads,3,A
KJD,7326,chunk2,MA1,3849397-3850772,1375,ads,3,A
KJD,7326,chunk2,MA1,3859215-3861416,2201,ads,3,A
KJD,7326,chunk2,MA1,3857713-3858885,1172,ads,3,A
KJD,7326,chunk2,FC1,3880700-3882350,1650,junk,3,C
KJD,7326,chunk2,FC2,3874271-3875921,1650,ads,2,C
KJD,7326,chunk2,FC2,3892709-3893206,497,ads,2,C
KJD,7326,chunk2,MA2,3879143-3880305,1162,ads,2,A
KJD,7326,chunk2,MA2,3882494-3883236,742,ads,2,A
KJD,7326,chunk2,MA2,3846423-3846850,427,ads,3,A
KJD,7326,chunk2,MA2,3862004-3862327,323,ads,2,A
KJD,7326,chunk2,MA2,3888550-3890301,1751,ads,3,A
KJD,7326,chunk2,MA2,3864443-3864762,319,junk,2,A
KJD,7326,chunk2,MA2,3887990-3888430,440,ads,2,A
KJD,7326,chunk2,MA2,3843690-3844072,382,ads,3,A
KJD,7326,chunk2,MA2,3876000-3877320,1320,ads,3,A
KJD,7326,chunk2,MA2,3891623-3891974,351,ads,3,A
KJD,7326,chunk2,FA2,3889731-3891526,1795,ads,3,A
KJD,7326,chunk2,FA2,3902760-3904263,1503,ads,3,A
KJD,7326,chunk2,FA2,3888710-3889450,740,ads,2,A
KJD,7326,chunk2,FA2,3901270-3902450,1180,ads,3,A
KJD,7326,chunk2,FA2,3894380-3897324,2944,ads,3,A
KJD,7326,chunk2,FA2,3892046-3893336,1290,ads,3,A
KJD,7326,chunk2,FA2,3899580-3901129,1549,ads,3,A
KJD,7326,chunk2,MA3,3898575-3899331,756,ads,3,A
KJD,7326,chunk2,MA3,3875560-3875890,330,ads,3,A
KJD,7326,chunk2,MA3,3851924-3853812,1888,ads,3,A
KJD,7326,chunk2,MA3,3871721-3872312,591,ads,3,A
KJD,7326,chunk2,MA3,3892055-3892543,488,ads,3,A
KJD,7326,chunk2,MA3,3890168-3890648,480,ads,3,A
KJD,7326,chunk2,MA3,3893692-3894237,545,ads,3,A
KJD,7326,chunk2,MA3,3890671-3891759,1088,ads,3,A
KJD,7326,chunk2,MA3,3874120-3874620,500,ads,3,A
KJD,7326,chunk2,MA3,3880807-3882545,1738,ads,3,A
KJD,7326,chunk2,MA3,3886616-3888843,2227,ads,3,A
KJD,7326,chunk6,FA1,4402455-4403095,640,ads,2,T
KJD,7326,chunk6,FA1,4404480-4405230,750,ads,2,T
KJD,7326,chunk6,FA1,4438535-4439165,630,cds,2,T
KJD,7326,chunk6,FA1,4422840-4423570,730,cds,2,T
KJD,7326,chunk6,FA1,4418600-4419070,470,cds,2,T
KJD,7326,chunk6,FA1,4412540-4412830,290,ads,2,T
KJD,643,chunk18,FA2,14268031-14269434,1403,ads,2,A
KJD,643,chunk18,FA2,14284928-14285516,588,ads,2,A
KJD,643,chunk18,FC1,14312356-14312892,536,ads,3,A
KJD,643,chunk18,FC1,14322988-14323471,483,ads,3,A
KJD,643,chunk18,FC1,14310975-14311503,528,cds,2,A
KJD,643,chunk18,FC1,14267515-14268467,952,ads,2,A
KJD,643,chunk18,FC1,14269916-14270854,938,ads,3,A
KJD,643,chunk18,FC1,14307146-14309023,1877,ads,3,A
KJD,643,chunk18,FC1,14314004-14315823,1819,ads,3,A
KJD,643,chunk18,FC1,14317324-14318131,807,ads,2,A
KJD,643,chunk18,FC2,14277976-14279601,1625,ads,3,A
KJD,643,chunk18,FC2,14301515-14303441,1926,ads,2,A
KJD,643,chunk18,FC2,14300268-14300863,595,ads,2,A
KJD,643,chunk18,FC2,14274440-14275027,587,ads,2,A
KJD,643,chunk18,FC2,14271370-14273632,2262,ads,2,A
KJD,643,chunk18,FC2,14275568-14277100,1532,ads,2,A
KJD,643,chunk18,FA1,14294562-14296722,2160,ads,3,A
KJD,643,chunk18,FA1,14298701-14301027,2326,ads,3,A
KJD,643,chunk18,MA1,14326133-14327585,1452,cds,3,C
KJD,643,chunk18,MA1,14271293-14272726,1433,cds,2,A
KJD,643,chunk18,MA1,14293669-14294336,667,cds,2,C
KJD,643,chunk18,MA1,14277582-14278977,1395,cds,2,A
KJD,643,chunk18,MA1,14276618-14276881,263,junk,2,C
KJD,643,chunk18,MA1,14301590-14302065,475,cds,2,A
KJD,643,chunk18,MA1,14295811-14296036,225,cds,2,A
KJD,643,chunk18,MA1,14288979-14289608,629,cds,2,C
KJD,643,chunk41,FA2,26656708-26657936,1228,cds,3,C
KJD,643,chunk41,FA2,26668016-26668314,298,junk,3,C
KJD,643,chunk41,FA2,26631692-26632212,520,cds,3,C
KJD,643,chunk41,FA2,26629220-26629646,426,cds,2,C
KJD,643,chunk41,FA2,26633700-26634788,1088,cds,3,C
KJD,643,chunk41,FA2,26653844-26655408,1564,cds,3,C
KJD,643,chunk41,FA2,26675048-26675736,688,junk,3,C
KJD,643,chunk41,FA2,26627624-26627923,299,cds,2,C
KJD,643,chunk41,FA2,26672358-26673680,1322,junk,3,C
KJD,643,chunk41,FC1,26652070-26653355,1285,ads,3,A
KJD,643,chunk41,FC1,26632952-26634104,1152,ads,2,A
KJD,643,chunk41,FC1,26629852-26631356,1504,ads,2,A
KJD,643,chunk41,FC1,26635144-26635684,540,ads,2,A
KJD,643,chunk41,FC2,26660956-26661392,436,cds,2,A
KJD,643,chunk41,FC2,26670532-26671258,726,cds,3,A
KJD,643,chunk41,FC2,26638440-26639336,896,ads,2,A
KJD,643,chunk41,FC2,26632801-26634139,1338,ads,2,A
KJD,643,chunk41,FC2,26683864-26684212,348,junk,3,A
KJD,643,chunk41,FC2,26643118-26644742,1624,cds,2,C
KJD,643,chunk41,FC2,26635548-26636661,1113,ads,2,A
KJD,643,chunk41,FA1,26658648-26659192,544,cds,3,C
KJD,643,chunk41,FA1,26663511-26664836,1325,cds,2,C
KJD,643,chunk41,FA1,26660986-26661690,704,cds,3,C
KJD,643,chunk41,FA1,26677224-26677562,338,cds,3,C
KJD,643,chunk41,FA1,26678425-26683338,4913,cds,3,C
KJD,643,chunk41,FA1,26660204-26660901,697,cds,3,C
KJD,643,chunk41,FA1,26684386-26686836,2450,cds,3,C
KJD,643,chunk41,FC3,26647313-26648624,1311,cds,1,C
KJD,643,chunk41,FC3,26667176-26668418,1242,ads,3,A
KJD,643,chunk41,FC3,26665636-26666856,1220,ads,3,A
KJD,643,chunk41,FC3,26673930-26674396,466,junk,3,C
KJD,643,chunk41,FC3,26645012-26645745,733,cds,1,C
KJD,643,chunk41,FC3,26659384-26660096,712,ads,2,A
KJD,643,chunk41,FC3,26662514-26663160,646,ads,2,A
KJD,643,chunk13,FA1,11278211-11279081,870,cds,3,T
KJD,643,chunk13,FA1,11300285-11302361,2076,cds,3,T
KJD,643,chunk13,FA1,11274196-11274811,615,cds,3,T
KJD,643,chunk13,FA1,11265718-11265957,239,cds,3,T
KJD,643,chunk13,FA1,11291655-11293667,2012,cds,3,T
KJD,643,chunk13,FA1,11298323-11298741,418,cds,2,T
KJD,643,chunk13,FA1,11304991-11308381,3390,cds,3,T
KJD,643,chunk13,FA1,11254729-11255088,359,cds,2,T
KJD,643,chunk13,FA1,11269765-11269891,126,cds,3,T
KJD,643,chunk13,FA1,11283035-11283520,485,cds,3,T
KJD,643,chunk13,FA1,11257396-11258522,1126,cds,3,T
KJD,643,chunk13,FA1,11276259-11276870,611,cds,3,T
KJD,643,chunk13,FA1,11287535-11288031,496,cds,3,T
KJD,643,chunk13,FA1,11272543-11272727,184,cds,3,T
KJD,643,chunk13,FA1,11268555-11269066,511,cds,3,T
KJD,643,chunk13,FA1,11262078-11262232,154,cds,3,T
KJD,643,chunk13,FA1,11295510-11297961,2451,cds,3,T
KJD,643,chunk13,FA1,11280553-11281555,1002,cds,3,T
KJD,643,chunk13,FA1,11303857-11304153,296,cds,2,T
KJD,643,chunk13,FA1,11267920-11268332,412,cds,3,T
KJD,643,chunk13,FA1,11308723-11310402,1679,cds,3,T
KJD,643,chunk13,FA1,11288834-11290778,1944,cds,3,T
KJD,643,chunk13,FA1,11251451-11251687,236,cds,2,T
KJD,643,chunk12,FA1,11185362-11185545,183,cds,2,T
KJD,643,chunk12,FA1,11238441-11238778,337,junk,1,T
KJD,643,chunk12,FA1,11213298-11213525,227,junk,3,T
KJD,643,chunk12,FA1,11196259-11201121,4862,cds,3,T
KJD,643,chunk12,FA1,11223659-11224390,731,junk,3,T
KJD,643,chunk12,FA1,11214913-11215151,238,junk,3,T
KJD,643,chunk12,FA1,11234928-11235182,254,cds,1,T
KJD,643,chunk12,FA1,11190635-11190814,179,cds,2,T
KJD,643,chunk12,FA1,11192027-11195040,3013,cds,3,T
KJD,643,chunk12,FA1,11220344-11221419,1075,junk,3,T
KJD,643,chunk12,FA1,11226305-11226542,237,junk,3,T
KJD,643,chunk12,FA1,11187494-11187753,259,cds,2,T
KJD,643,chunk12,FA1,11226953-11227191,238,junk,3,T
KJD,643,chunk12,FA1,11191333-11191787,454,cds,3,T
KJD,643,chunk12,FA1,11216822-11217021,199,junk,3,T
KJD,643,chunk12,FA1,11202573-11205813,3240,cds,3,T
KJD,643,chunk12,FA1,11217655-11217910,255,junk,3,T
KJD,643,chunk12,FA1,11218445-11218608,163,junk,3,T
KJD,643,chunk11,FA1,11137110-11138496,1386,cds,3,T
KJD,643,chunk11,FA1,11139874-11140539,665,cds,3,T
KJD,643,chunk11,FA1,11144222-11144635,413,cds,3,T
KJD,643,chunk11,FA1,11170576-11171795,1219,cds,3,T
KJD,643,chunk11,FA1,11134180-11134990,810,cds,3,T
KJD,643,chunk11,FA1,11130100-11130710,610,cds,3,T
KJD,643,chunk11,FA1,11146075-11146926,851,cds,3,T
KJD,643,chunk11,FA1,11183229-11183955,726,cds,3,T
KJD,643,chunk11,FA1,11181150-11181670,520,cds,3,T
KJD,643,chunk11,FA1,11160981-11161393,412,cds,3,T
KJD,643,chunk11,FA1,11124800-11126490,1690,cds,3,T
KJD,643,chunk11,FA1,11128543-11129380,837,cds,3,T
KJD,643,chunk11,FA1,11178465-11179205,740,cds,3,T
KJD,643,chunk11,FA1,11135799-11136280,481,cds,3,T
KJD,643,chunk11,FA1,11179820-11180050,230,cds,3,T
KJD,643,chunk11,FA1,11184169-11184821,652,cds,3,T
KJD,643,chunk11,FA1,11141116-11141678,562,cds,3,T
KJD,643,chunk11,FA1,11126686-11128327,1641,cds,3,T
KJD,643,chunk11,FA1,11142467-11142865,398,cds,3,T
KJD,643,chunk11,FA1,11166735-11168660,1925,cds,3,T
KJD,643,chunk10,FA2,6505555-6509020,3465,cds,2,A
KJD,643,chunk10,FA2,6502859-6503331,472,cds,2,A
KJD,643,chunk10,FA2,6518593-6519108,515,cds,2,A
KJD,643,chunk10,FC1,6511550-6513550,2000,ads,2,A
KJD,643,chunk39,FA2,26532868-26533220,352,cds,3,T
KJD,643,chunk39,FA2,26521908-26522898,990,cds,3,C
KJD,643,chunk39,FA2,26528152-26529756,1604,cds,3,C
KJD,643,chunk39,FA2,26561316-26562404,1088,cds,2,T
KJD,643,chunk39,FA2,26565328-26566828,1500,cds,3,C
KJD,643,chunk39,FA2,26542300-26543676,1376,cds,3,C
KJD,643,chunk39,FA2,26551008-26551304,296,cds,2,C
KJD,643,chunk39,FA2,26530416-26532096,1680,cds,3,T
KJD,643,chunk39,FA2,26545836-26546520,684,cds,3,C
KJD,643,chunk39,FA2,26519418-26520634,1216,cds,3,C
KJD,643,chunk39,FA2,26563658-26563976,318,cds,2,C
KJD,643,chunk39,FC1,26564278-26565080,802,ads,3,A
KJD,643,chunk39,FC1,26562406-26563128,722,ads,3,A
KJD,643,chunk39,FC1,26547036-26547766,730,ads,3,C
KJD,643,chunk39,FC1,26540601-26541228,627,ads,3,C
KJD,643,chunk39,FC2,26506640-26507748,1108,cds,2,C
KJD,643,chunk39,FC2,26510070-26512584,2514,ads,2,C
KJD,643,chunk39,FC2,26514724-26515200,476,ads,2,C
KJD,643,chunk39,FC2,26516942-26517834,892,cds,2,C
KJD,643,chunk39,FC2,26548960-26550466,1506,ads,2,A
KJD,643,chunk39,FC3,26515052-26517976,2924,cds,2,C
KJD,643,chunk39,FC3,26533932-26536618,2686,ads,3,C
KJD,643,chunk39,FC3,26524889-26526183,1294,cds,2,C
KJD,643,chunk39,FC3,26527536-26528704,1168,cds,2,C
KJD,643,chunk39,FC3,26513188-26514366,1178,cds,2,C
KJD,643,chunk39,FC3,26537386-26537856,470,ads,2,C
KJD,643,chunk39,FC3,26532200-26532716,516,ads,3,C
KJD,643,chunk39,FC3,26538305-26539305,1000,ads,2,C
KJD,643,chunk38,FA2,26199560-26199872,312,ads,2,A
KJD,643,chunk38,FA2,26194120-26194860,740,ads,2,A
KJD,643,chunk38,FA2,26166056-26166616,560,cds,2,A
KJD,643,chunk38,FA2,26150192-26151048,856,ads,3,A
KJD,643,chunk38,FA2,26177988-26178728,740,cds,2,A
KJD,643,chunk38,FA2,26183162-26183628,466,ads,2,A
KJD,643,chunk38,FA2,26155398-26157040,1642,ads,3,A
KJD,643,chunk38,FA2,26191240-26192624,1384,cds,2,A
KJD,643,chunk38,FA2,26161988-26162780,792,ads,2,A
KJD,643,chunk38,FA2,26188330-26188808,478,ads,1,A
KJD,643,chunk38,FA2,26200120-26200840,720,ads,3,A
KJD,643,chunk38,FA2,26197840-26198448,608,ads,3,A
KJD,643,chunk38,FA2,26208288-26208650,362,ads,2,A
KJD,643,chunk38,FA2,26206300-26207272,972,ads,2,A
KJD,643,chunk38,FA2,26186256-26186692,436,cds,2,A
KJD,643,chunk38,FA2,26204388-26205460,1072,ads,2,C
KJD,643,chunk38,FA2,26168482-26169516,1034,cds,2,T
KJD,643,chunk38,FA2,26170448-26171358,910,cds,3,T
KJD,643,chunk38,FA2,26165172-26165320,148,ads,2,T
KJD,643,chunk38,FC2,26202390-26203124,734,cds,2,C
KJD,643,chunk38,FC2,26205450-26205730,280,cds,2,C
KJD,643,chunk38,FC2,26197970-26198570,600,ads,2,C
KJD,643,chunk38,FC2,26207636-26208220,584,ads,2,C
KJD,643,chunk38,FC2,26203450-26204130,680,cds,2,C
KJD,643,chunk38,FC2,26198918-26199642,724,cds,2,C
KJD,643,chunk38,FC2,26158314-26159784,1470,ads,2,T
KJD,643,chunk38,FC2,26163218-26164116,898,ads,2,C
KJD,643,chunk38,FC2,26170810-26173836,3026,ads,3,A
KJD,643,chunk38,FC2,26175264-26178580,3316,ads,2,A
KJD,643,chunk38,FC2,26166562-26167510,948,ads,2,A
KJD,643,chunk38,FC2,26160070-26161164,1094,ads,2,T
KJD,643,chunk38,FA1,26184460-26185644,1184,cds,2,C
KJD,643,chunk38,FA1,26194460-26195638,1178,ads,2,C
KJD,643,chunk38,FA1,26196730-26198866,2136,ads,2,C
KJD,643,chunk38,FA1,26200310-26204042,3732,ads,3,C
KJD,643,chunk38,FA1,26167180-26167686,506,cds,2,C
KJD,643,chunk38,FA1,26186810-26187708,898,cds,3,C
KJD,643,chunk38,FA1,26181452-26183026,1574,cds,2,C
KJD,643,chunk38,FA1,26151070-26152790,1720,cds,2,C
KJD,643,chunk38,FA1,26153292-26155384,2092,cds,2,C
KJD,643,chunk38,FA1,26179180-26179666,486,cds,2,C
KJD,643,chunk38,FA1,26193126-26193892,766,cds,2,C
KJD,643,chunk38,FA1,26157050-26157550,500,cds,2,C
KJD,643,chunk38,FA1,26163590-26164440,850,cds,3,C
KJD,643,chunk38,FA1,26207550-26208092,542,ads,2,C
KJD,643,chunk38,FC3,26208992-26209636,644,cds,3,C
KJD,643,chunk38,FC3,26196444-26197500,1056,ads,2,C
KJD,643,chunk15,FC3,11378943-11380337,1394,ads,2,A
KJD,643,chunk15,FC3,11377506-11378267,761,ads,3,A
KJD,643,chunk15,FC3,11405602-11405665,63,ads,1,A
KJD,643,chunk15,FC3,11399092-11399330,238,ads,3,A
KJD,643,chunk15,FC3,11411041-11411190,149,ads,3,A
KJD,643,chunk15,FC3,11374942-11375316,374,ads,3,A
KJD,643,chunk15,FC3,11393209-11393556,347,ads,3,A
KJD,643,chunk15,FC3,11409764-11409922,158,ads,1,A
KJD,643,chunk15,FC3,11375752-11376599,847,ads,3,A
KJD,643,chunk15,FC3,11413358-11413968,610,ads,3,A
KJD,643,chunk15,FC3,11400144-11400275,131,ads,1,A
KJD,643,chunk15,FA1,11430893-11432365,1472,cds,3,T
KJD,643,chunk15,FA1,11432499-11433193,694,cds,3,T
KJD,643,chunk15,FA1,11390837-11391401,564,cds,3,T
KJD,643,chunk15,FA1,11404142-11404981,839,cds,3,C
KJD,643,chunk15,FA1,11424863-11425499,636,cds,3,T
KJD,643,chunk15,FA1,11395987-11397225,1238,cds,3,C
KJD,643,chunk15,FA1,11405749-11405862,113,cds,3,C
KJD,643,chunk15,FA1,11411732-11412701,969,cds,3,C
KJD,643,chunk15,FA1,11380436-11380735,299,cds,3,C
KJD,643,chunk15,FA1,11433357-11435070,1713,cds,3,T
KJD,643,chunk15,FA1,11397629-11398790,1161,cds,3,C
KJD,643,chunk15,FA1,11392393-11392900,507,cds,3,T
KJD,643,chunk15,FA1,11402131-11403831,1700,cds,3,C
KJD,643,chunk15,FA1,11410870-11411560,690,cds,3,C
KJD,643,chunk14,FC3,11363564-11363945,381,ads,3,A
KJD,643,chunk14,FC3,11364742-11365636,894,ads,3,A
KJD,643,chunk14,FA1,11331101-11331249,148,cds,3,T
KJD,643,chunk14,FA1,11364162-11364583,421,cds,3,C
KJD,643,chunk14,FA1,11328819-11329591,772,cds,3,T
KJD,643,chunk14,FA1,11316738-11317404,666,cds,3,T
KJD,643,chunk14,FA1,11332606-11332824,218,cds,3,T
KJD,643,chunk14,FA1,11334828-11335576,748,cds,3,T
KJD,643,chunk14,FA1,11339118-11340863,1745,cds,3,T
KJD,643,chunk14,FA1,11317737-11318477,740,cds,3,T
KJD,643,chunk14,FA1,11338023-11338710,687,cds,3,T
KJD,643,chunk14,FA1,11311723-11312715,992,cds,3,T
KJD,643,chunk14,FA1,11326288-11326720,432,cds,3,T
KJD,643,chunk14,FA1,11331961-11332240,279,cds,3,T
KJD,643,chunk14,FA1,11365596-11366228,632,cds,3,C
KJD,643,chunk14,FA1,11341053-11341902,849,cds,3,T
KJD,643,chunk14,FA1,11344468-11345416,948,cds,3,T
KJD,643,chunk14,FA1,11323053-11323288,235,cds,3,T
KJD,643,chunk14,FA1,11337082-11337876,794,cds,3,T
KJD,643,chunk35,FC1,21385616-21386014,398,ads,2,A
KJD,643,chunk35,FC1,21375751-21376912,1161,ads,2,A
KJD,643,chunk35,FC1,21396227-21396538,311,cds,2,A
KJD,643,chunk35,FC1,21392058-21393444,1386,ads,2,A
KJD,643,chunk35,FC1,21361240-21362036,796,ads,2,A
KJD,643,chunk35,FC1,21400124-21400936,812,cds,2,A
KJD,643,chunk35,FC1,21378340-21380280,1940,cds,2,A
KJD,643,chunk35,FC1,21371464-21372416,952,ads,2,A
KJD,643,chunk35,FC1,21362648-21367504,4856,ads,2,A
KJD,643,chunk35,FC1,21389940-21391426,1486,ads,2,A
KJD,643,chunk35,FC1,21407546-21409073,1527,cds,3,A
KJD,643,chunk35,FC1,21389050-21389244,194,ads,2,A
KJD,643,chunk35,FC1,21373906-21375098,1192,ads,2,A
KJD,643,chunk35,FC1,21402073-21404320,2247,cds,2,A
KJD,643,chunk35,FC1,21396880-21398220,1340,cds,2,A
KJD,643,chunk35,FC1,21380331-21384095,3764,ads,2,A
KJD,643,chunk35,FC1,21387076-21388390,1314,ads,3,A
KJD,643,chunk35,FC1,21395184-21395545,361,ads,2,A
KJD,643,chunk35,FC3,21398620-21402170,3550,cds,2,C
KJD,643,chunk35,FC3,21413735-21415523,1788,ads,2,A
KJD,643,chunk35,FC3,21407408-21407952,544,ads,2,A
KJD,643,chunk35,FC3,21410669-21412845,2176,ads,2,A
KJD,643,chunk35,FC3,21417096-21417879,783,ads,2,A
KJD,643,chunk35,FC3,21405918-21406622,704,cds,2,A
KJD,643,chunk35,FA1,21398312-21398536,224,ads,2,C
KJD,643,chunk35,FA1,21373622-21373896,274,ads,3,C
KJD,643,chunk35,FA1,21383386-21385158,1772,ads,3,C
KJD,643,chunk35,FA1,21405912-21406772,860,cds,2,C
KJD,643,chunk35,FA1,21401732-21401978,246,junk,2,C
KJD,643,chunk35,FA1,21368036-21371070,3034,ads,3,C
KJD,643,chunk35,FA1,21362255-21362653,398,cds,2,C
KJD,643,chunk35,FA1,21388792-21388972,180,ads,2,C
KJD,643,chunk35,FA1,21420242-21422830,2588,cds,2,C
KJD,643,chunk35,FA1,21409224-21409498,274,junk,2,C
KJD,643,chunk35,FA1,21393968-21394572,604,ads,2,C
KJD,643,chunk35,FA1,21374976-21375444,468,ads,2,C
KJD,643,chunk34,FA2,21342856-21343296,440,ads,3,A
KJD,643,chunk34,FA2,21338824-21340052,1228,ads,3,A
KJD,643,chunk34,FA2,21302148-21302520,372,ads,2,A
KJD,643,chunk34,FA2,21297308-21297880,572,ads,2,A
KJD,643,chunk34,FA2,21344676-21347414,2738,ads,3,A
KJD,643,chunk34,FA2,21331959-21332238,279,ads,2,A
KJD,643,chunk34,FA1,21341588-21341785,197,junk,2,C
KJD,643,chunk34,FA1,21328410-21329806,1396,ads,2,C
KJD,643,chunk34,FA1,21342752-21344446,1694,ads,2,C
KJD,643,chunk19,FA2,14331953-14335836,3883,ads,2,C
KJD,643,chunk19,MA1,14371149-14372346,1197,cds,2,A
KJD,643,chunk19,MA1,14329520-14333531,4011,cds,2,C
KJD,643,chunk19,FC2,14338827-14341621,2794,ads,2,C
KJD,643,chunk19,FC2,14372745-14373279,534,ads,2,A
