participant,group,clip,clip_length,rater_Label,confidence,background_noise,happy,angry,sad,sooth,love,exaggerated,clear,nat_inf_label,recorded_child,rating_duration,rater_labeln,nat_inf_labeln
SUB15,group_1,25990-27620,1630,cds,3,-2,3,0,0,3,3,2,2,I,Danial,14,0,0
SUB15,group_1,212430-213520,1090,cds,2,-2,2,2,2,2,2,2,2,A,Mahan,12,0,1
SUB15,group_1,142850-144390,1540,cds,3,-2,3,0,0,2,3,1,2,I,Mahan,19,0,0
SUB15,group_1,134112-135257,1145,cds,3,-2,3,0,0,3,3,0,3,I,Illia,14,0,0
SUB15,group_1,229767-231124,1357,ads,0,-2,2,2,2,2,2,2,2,I,Amirali,8,1,0
SUB15,group_1,46655-49535,2880,ads,3,-2,2,2,2,2,2,2,1,A,Diana,12,1,1
SUB15,group_1,115770-121480,5710,cds,1,-2,2,2,2,0,2,1,2,A,Danial,42,0,1
SUB15,group_1,121785-122520,735,cds,0,-2,3,0,0,2,3,0,2,I,Melorin,14,0,0
SUB15,group_1,23475-25835,2360,cds,3,-2,3,0,0,3,3,1,2,I,Mahan,12,0,0
SUB15,group_1,98930-100200,1270,cds,3,-2,3,0,0,3,3,1,2,I,Niki,10,0,0
SUB15,group_1,215830-217070,1240,cds,3,-2,2,0,0,3,3,1,1,I,Mahan,29,0,0
SUB15,group_1,137020-138200,1180,cds,2,-2,2,0,0,2,2,0,2,I,Vihan,24,0,0
SUB15,group_1,87850-88340,490,cds,3,-2,2,2,2,2,2,2,2,A,Ali,11,0,1
SUB15,group_1,61555-62175,620,ads,3,-2,2,2,2,2,2,2,2,A,Niki,8,1,1
SUB15,group_1,140815-142775,1960,ads,3,-2,1,3,2,0,0,2,2,A,Melorin,26,1,1
SUB15,group_1,20450-21380,930,cds,3,-2,3,0,0,3,3,1,2,I,Mahan,24,0,0
SUB15,group_1,245803-246911,1108,ads,3,-2,2,2,2,2,2,2,2,I,Niki,7,1,0
SUB15,group_1,184220-185630,1410,ads,3,-2,1,3,2,0,0,0,1,I,Mahan,19,1,0
SUB15,group_1,224285-227168,2883,cds,3,-2,2,0,0,0,1,1,2,I,Niki,17,0,0
SUB15,group_1,184137-185300,1163,cds,3,-2,3,0,0,2,3,1,1,I,Niki,17,0,0
SUB15,group_1,153043-156737,3694,cds,0,-2,3,0,0,3,4,1,1,I,Danial,17,0,0
SUB15,group_1,90370-90770,400,cds,3,-2,2,2,2,2,2,2,2,I,Vihan,22,0,0
SUB15,group_1,388529-391362,2833,ads,3,-2,2,2,2,2,2,2,2,I,Ali,9,1,0
SUB15,group_1,46390-47190,800,cds,3,-2,3,0,0,3,3,1,1,I,Ali,11,0,0
SUB15,group_1,109220-110600,1380,ads,3,-2,2,0,0,0,0,0,1,A,Melorin,31,1,1
SUB15,group_1,43642-45521,1879,cds,3,-2,3,0,0,3,3,1,1,I,Amirali,13,0,0
SUB15,group_1,165820-166320,500,cds,3,-2,2,2,2,2,2,2,1,I,Vihan,12,0,0
SUB15,group_1,148715-149470,755,cds,3,-2,2,0,0,3,3,1,3,I,Mahan,18,0,0
SUB15,group_1,194659-195973,1314,cds,3,-2,2,2,2,3,2,1,2,I,Amirali,21,0,0
SUB15,group_1,45685-47835,2150,ads,3,-2,2,2,2,2,2,2,1,A,Illia,12,1,1
SUB15,group_1,225290-226790,1500,ads,3,-2,2,2,2,2,2,2,2,I,Mahan,13,1,0
SUB15,group_1,6590-9430,2840,ads,3,-2,2,2,2,2,2,2,1,A,Amirali,11,1,1
SUB15,group_1,157990-160310,2320,cds,3,-2,3,0,0,3,3,2,3,I,Mahan,19,0,0
SUB15,group_1,180115-181985,1870,ads,3,-2,2,0,0,0,0,0,1,I,Melorin,11,1,0
SUB15,group_1,126095-126795,700,cds,3,-2,3,0,4,4,3,0,3,I,Danial,12,0,0
SUB15,group_1,26060-27780,1720,cds,3,-2,4,0,0,3,3,3,2,I,Illia,16,0,0
SUB15,group_1,89135-90765,1630,ads,3,-2,2,2,2,2,2,2,1,A,Danial,25,1,1
SUB15,group_1,289222-290358,1136,cds,3,-2,3,1,1,1,1,1,1,I,Illia,10,0,0
SUB15,group_1,213065-213535,470,ads,1,-2,2,2,2,2,2,2,2,I,Vihan,9,1,0
SUB15,group_1,21020-21810,790,cds,3,-2,3,0,0,3,3,1,2,I,Vihan,17,0,0
SUB15,group_1,15075-17635,2560,cds,3,-2,3,0,0,4,3,2,2,I,Melorin,25,0,0
SUB15,group_1,248210-249900,1690,cds,3,-2,2,2,2,2,2,2,2,I,Vihan,14,0,0
SUB15,group_1,262787-265780,2993,cds,3,-2,3,0,0,4,4,3,2,I,Ali,13,0,0
SUB15,group_1,217270-220240,2970,ads,3,-2,1,3,3,0,0,1,2,A,Ali,20,1,1
SUB15,group_1,7780-8980,1200,cds,3,-2,2,0,0,3,3,1,1,I,Diana,18,0,0
SUB15,group_1,75590-78660,3070,cds,3,-2,3,0,0,3,3,1,2,I,Niki,16,0,0
SUB15,group_1,262212-262799,587,cds,3,-2,3,0,0,3,3,1,2,I,Danial,9,0,0
SUB15,group_1,93145-94105,960,ads,2,-2,2,2,2,2,2,2,1,A,Niki,15,1,1
SUB15,group_1,276576-278030,1454,cds,3,-2,4,0,0,3,3,3,3,I,Illia,14,0,0
SUB15,group_1,203815-206795,2980,ads,0,-2,2,0,0,3,2,1,2,A,Danial,31,1,1
SUB15,group_1,91520-92380,860,cds,3,-2,2,1,1,3,3,1,2,A,Vihan,15,0,1
SUB15,group_1,192362-193875,1513,cds,3,-2,3,0,0,3,3,2,2,I,Danial,17,0,0
SUB15,group_1,72215-73605,1390,ads,3,-2,1,3,2,0,0,0,2,A,Mahan,17,1,1
SUB15,group_1,145580-148290,2710,ads,3,-2,4,0,0,2,0,0,2,A,Ali,23,1,1
SUB15,group_1,67845-69995,2150,ads,3,-2,2,1,1,0,0,1,1,A,Mahan,15,1,1
SUB15,group_1,158151-159728,1577,cds,3,-2,3,0,0,2,4,2,3,I,Diana,15,0,0
SUB15,group_1,256465-262105,5640,ads,3,-2,2,3,1,2,1,1,3,A,Mahan,17,1,1
SUB15,group_1,103908-107344,3436,ads,0,-2,2,0,2,0,0,0,1,A,Niki,28,1,1
SUB15,group_1,349201-349581,380,cds,0,-2,2,2,2,2,2,2,2,I,Ali,10,0,0
SUB15,group_1,119500-121970,2470,ads,2,-2,2,0,0,0,0,0,1,A,Illia,27,1,1
SUB15,group_1,15995-18815,2820,cds,3,-2,3,0,0,3,3,1,2,I,Danial,20,0,0
SUB15,group_1,175975-176875,900,ads,3,-2,2,2,2,2,2,2,2,A,Danial,16,1,1
SUB15,group_1,239715-242965,3250,cds,3,-2,3,0,0,3,4,2,2,I,Mahan,13,0,0
SUB15,group_1,14115-15715,1600,ads,3,-2,2,0,0,2,1,0,2,I,Niki,29,1,0
SUB15,group_1,181339-182316,977,cds,3,-2,3,0,0,2,3,1,1,I,Diana,15,0,0
SUB15,group_1,7300-8360,1060,cds,3,-2,3,0,0,3,3,3,2,I,Illia,11,0,0
SUB15,group_1,25880-26900,1020,cds,3,-2,3,0,0,3,3,2,2,I,Mahan,10,0,0
SUB15,group_1,77310-78980,1670,cds,3,-2,4,0,0,3,3,3,2,I,Mahan,10,0,0
SUB15,group_1,220776-222767,1991,cds,3,-2,3,0,0,2,3,1,1,I,Illia,16,0,0
SUB15,group_1,114368-118078,3710,cds,2,-2,3,0,0,3,3,2,1,A,Amirali,61,0,1
SUB15,group_1,17340-18330,990,cds,3,-2,4,0,0,4,4,1,2,I,Illia,16,0,0
SUB15,group_1,63905-64975,1070,cds,3,-2,3,0,0,3,3,2,1,I,Diana,48,0,0
SUB16,group_4,256730-259070,2340,cds,1,-2,3,2,2,3,2,2,3,I,Vihan,35,0,0
SUB16,group_4,17050-21150,4100,ads,1,-2,2,1,1,1,2,1,4,A,Vihan,35,1,1
SUB16,group_4,208159-210565,2406,cds,2,-2,3,1,1,4,3,2,4,I,Danial,29,0,0
SUB16,group_4,103885-104675,790,ads,1,-2,1,2,3,1,2,1,3,A,Vihan,36,1,1
SUB16,group_4,48790-51460,2670,cds,2,-2,3,1,1,3,3,1,3,I,Diana,15,0,0
SUB16,group_4,77815-80345,2530,ads,2,-2,2,2,1,1,1,2,3,A,Illia,19,1,1
SUB16,group_4,197960-201150,3190,ads,1,-2,2,2,2,2,2,2,1,A,Diana,25,1,1
SUB16,group_4,49330-51745,2415,cds,2,-2,3,1,1,3,3,2,3,I,Amirali,10,0,0
SUB16,group_4,208945-210885,1940,ads,2,-2,3,1,1,2,2,1,3,I,Vihan,39,1,0
SUB16,group_4,157784-160966,3182,cds,1,-2,3,1,1,2,3,2,3,I,Niki,23,0,0
SUB16,group_4,102273-103033,760,ads,1,-2,2,1,1,1,2,2,3,I,Ali,53,1,0
SUB16,group_4,339850-342017,2167,cds,2,-2,3,1,1,3,3,3,3,I,Ali,13,0,0
SUB16,group_4,135110-136040,930,cds,1,-2,3,1,1,3,3,3,2,I,Melorin,41,0,0
SUB16,group_4,207230-208310,1080,ads,1,-2,2,2,2,1,1,3,2,A,Vihan,25,1,1
SUB16,group_4,98050-98720,670,cds,1,-2,2,1,1,3,3,2,3,I,Niki,14,0,0
SUB16,group_4,255830-258740,2910,cds,1,-2,3,1,1,2,2,2,3,I,Mahan,30,0,0
SUB16,group_4,134298-134898,600,cds,1,-2,2,1,1,1,2,1,1,A,Illia,65,0,1
SUB16,group_4,43155-46625,3470,ads,2,-2,2,1,1,2,2,2,3,A,Diana,24,1,1
SUB16,group_4,39661-41001,1340,cds,2,-2,1,2,2,2,2,3,3,I,Danial,12,0,0
SUB16,group_4,224770-226690,1920,ads,1,-2,2,2,2,2,2,4,1,I,Vihan,30,1,0
SUB16,group_4,251935-253521,1586,cds,3,-2,3,1,1,3,3,3,3,I,Danial,23,0,0
SUB16,group_4,294055-296255,2200,cds,2,-2,3,1,1,2,2,3,3,I,Mahan,19,0,0
SUB16,group_4,50225-51555,1330,ads,1,-2,4,1,1,2,2,2,3,A,Melorin,17,1,1
SUB16,group_4,88930-90203,1273,cds,2,-2,3,1,2,2,2,3,3,I,Illia,14,0,0
SUB16,group_4,296960-298115,1155,cds,1,-2,4,1,1,2,2,3,1,I,Illia,18,0,0
SUB16,group_4,313531-316409,2878,cds,2,-2,2,1,1,3,2,4,3,I,Amirali,16,0,0
SUB16,group_4,93519-93955,436,cds,1,-2,3,1,1,2,2,3,3,I,Illia,14,0,0
SUB16,group_4,121492-124271,2779,cds,3,-2,3,0,0,3,4,3,3,I,Amirali,39,0,0
SUB16,group_4,358993-360206,1213,cds,1,-2,2,1,1,3,2,3,3,I,Ali,14,0,0
SUB16,group_4,88985-91685,2700,ads,2,-2,1,1,2,2,1,2,2,A,Amirali,19,1,1
SUB16,group_4,41465-45325,3860,ads,2,-2,2,2,2,2,2,2,3,A,Vihan,31,1,1
SUB16,group_4,85430-87380,1950,cds,1,-2,3,1,1,2,2,3,3,I,Diana,17,0,0
SUB16,group_4,82175-83285,1110,cds,2,-2,4,1,1,3,3,2,3,I,Illia,22,0,0
SUB16,group_4,41475-43585,2110,cds,2,-2,3,1,1,3,3,2,3,I,Niki,13,0,0
SUB16,group_4,157040-158930,1890,ads,2,-2,1,1,3,1,2,2,3,A,Diana,20,1,1
SUB16,group_4,30220-31060,840,ads,2,-2,2,1,1,2,1,3,1,A,Danial,25,1,1
SUB16,group_4,133780-136200,2420,cds,1,-2,2,1,3,3,2,2,4,A,Diana,78,0,1
SUB16,group_4,207365-208865,1500,cds,2,-2,3,1,1,3,3,3,3,I,Niki,15,0,0
SUB16,group_4,295470-297163,1693,cds,1,-2,2,1,1,3,2,3,1,I,Danial,19,0,0
SUB16,group_4,231259-235023,3764,cds,1,-2,3,1,1,2,2,3,3,I,Illia,41,0,0
SUB16,group_4,164781-166096,1315,cds,1,-2,2,1,1,4,3,3,3,I,Diana,20,0,0
SUB16,group_4,159720-164130,4410,ads,2,-2,2,1,1,1,1,0,3,A,Diana,24,1,1
SUB16,group_4,5410-5980,570,cds,1,-2,2,2,2,2,2,2,0,I,Vihan,14,0,0
SUB16,group_4,214860-215640,780,ads,2,-2,3,1,1,3,2,3,3,I,Vihan,32,1,0
SUB16,group_4,100665-103335,2670,ads,2,-2,4,0,0,2,3,1,1,A,Diana,196,1,1
SUB16,group_4,218135-219775,1640,ads,2,-2,2,1,1,2,2,3,3,A,Vihan,24,1,1
SUB16,group_4,119615-121225,1610,ads,2,-2,2,1,1,1,2,3,3,A,Mahan,58,1,1
SUB16,group_4,337497-338330,833,cds,2,-2,3,1,1,3,2,4,3,I,Ali,20,0,0
SUB16,group_4,70965-73455,2490,ads,1,-2,3,1,1,2,2,2,3,I,Mahan,13,1,0
SUB16,group_4,16530-24800,8270,ads,2,-2,1,1,1,1,1,0,4,A,Niki,33,1,1
SUB16,group_4,9050-10680,1630,ads,1,-2,2,1,1,1,1,2,3,A,Danial,15,1,1
SUB16,group_4,54990-57880,2890,ads,1,-2,3,1,1,2,2,2,3,A,Ali,18,1,1
SUB16,group_4,127390-128730,1340,ads,1,-2,2,1,1,1,1,2,3,I,Melorin,70,1,0
SUB16,group_4,91250-91930,680,cds,1,-2,2,1,2,1,1,3,3,A,Illia,18,0,1
SUB16,group_4,376076-376722,646,ads,1,-2,1,1,1,1,1,1,1,I,Ali,29,1,0
SUB16,group_4,130715-132195,1480,cds,1,-2,2,2,2,1,2,2,3,I,Vihan,50,0,0
SUB16,group_4,239860-241153,1293,cds,3,-2,4,0,0,3,3,2,3,I,Ali,28,0,0
SUB16,group_4,200690-202030,1340,ads,1,-2,1,1,3,1,1,1,2,I,Melorin,32,1,0
SUB16,group_4,3570-4590,1020,ads,1,-2,2,2,2,1,1,2,1,A,Vihan,22,1,1
SUB16,group_4,185650-186620,970,cds,1,-2,2,2,2,3,3,3,3,I,Vihan,30,0,0
SUB16,group_4,118855-120925,2070,cds,3,-2,3,0,0,3,3,3,3,I,Vihan,31,0,0
SUB16,group_4,65240-66340,1100,ads,1,-2,2,2,2,1,1,2,1,A,Melorin,23,1,1
SUB16,group_4,226525-227785,1260,ads,1,-2,1,2,2,1,2,3,1,A,Vihan,38,1,1
SUB16,group_4,75530-77670,2140,cds,2,-2,3,1,1,3,3,2,3,I,Ali,16,0,0
SUB16,group_4,10690-11360,670,ads,1,-2,2,1,2,1,1,4,3,A,Danial,45,1,1
SUB16,group_4,228315-230075,1760,cds,1,-2,3,1,1,3,3,2,2,I,Vihan,21,0,0
SUB16,group_4,194985-195545,560,ads,1,-2,2,2,2,2,2,2,1,I,Vihan,33,1,0
SUB16,group_4,45655-47335,1680,ads,2,-2,3,1,1,2,2,2,3,A,Niki,12,1,1
SUB16,group_4,136530-137070,540,ads,1,-2,2,1,4,2,1,0,0,A,Melorin,62,1,1
SUB16,group_4,196160-196950,790,cds,1,-2,3,1,1,2,3,2,3,A,Diana,17,0,1
SUB16,group_4,117005-117835,830,ads,1,-2,2,1,1,1,1,1,2,A,Melorin,37,1,1
SUB16,group_4,231215-233545,2330,ads,1,-2,3,1,1,1,2,2,1,A,Mahan,23,1,1
SUB16,group_4,263685-264385,700,cds,1,-2,1,1,1,1,2,1,3,A,Vihan,24,0,1
SUB16,group_4,264805-266705,1900,cds,1,-2,3,2,2,2,2,2,2,I,Mahan,27,0,0
SUB16,group_4,164578-166541,1963,cds,2,-2,4,0,0,3,3,3,3,I,Illia,13,0,0
SUB16,group_4,244047-244652,605,cds,1,-2,2,2,2,3,3,3,3,I,Diana,25,0,0
SUB16,group_4,186835-188855,2020,ads,2,-2,4,1,1,2,2,1,4,A,Diana,34,1,1
SUB16,group_4,24855-26755,1900,ads,2,-2,2,2,2,2,2,2,3,A,Mahan,31,1,1
SUB16,group_4,40150-41450,1300,cds,2,-2,3,2,2,3,2,2,2,I,Niki,20,0,0
SUB16,group_4,171495-173855,2360,ads,2,-2,1,3,1,1,1,1,4,A,Mahan,40,1,1
SUB16,group_4,250790-251530,740,ads,1,-2,2,2,2,2,2,2,3,A,Vihan,26,1,1
SUB16,group_4,290994-291931,937,cds,2,-2,3,1,1,2,2,3,3,I,Illia,24,0,0
SUB16,group_4,266433-267193,760,cds,1,-2,3,1,1,3,3,3,3,I,Ali,13,0,0
SUB16,group_4,69015-70265,1250,cds,2,-2,3,1,1,3,3,3,3,I,Diana,17,0,0
SUB16,group_4,166900-167980,1080,cds,1,-2,2,0,1,1,2,3,3,I,Melorin,43,0,0
SUB16,group_4,54235-55285,1050,ads,1,-2,2,1,1,1,2,3,1,I,Vihan,19,1,0
SUB16,group_4,134630-136940,2310,cds,2,-2,3,0,0,2,2,4,3,I,Mahan,35,0,0
SUB16,group_4,129120-133970,4850,ads,1,-2,4,0,0,2,3,2,4,A,Ali,41,1,1
SUB16,group_4,178270-179406,1136,cds,2,-2,3,0,0,2,3,3,3,I,Niki,25,0,0
SUB16,group_4,81092-81766,674,ads,1,-2,2,2,2,2,2,2,0,I,Danial,18,1,0
SUB16,group_4,285737-286692,955,cds,2,-2,3,1,1,3,3,3,3,I,Illia,27,0,0
SUB16,group_4,219840-220970,1130,ads,1,-2,3,1,2,2,2,3,3,A,Vihan,40,1,1
SUB16,group_4,58540-61130,2590,ads,1,-2,1,2,2,1,1,2,0,A,Melorin,18,1,1
SUB16,group_4,284700-285430,730,cds,2,-2,3,1,1,4,3,3,3,I,Vihan,15,0,0
SUB16,group_4,56925-58965,2040,ads,1,-2,2,1,1,2,2,2,1,I,Vihan,26,1,0
SUB16,group_4,101735-103115,1380,cds,3,-2,4,0,0,3,3,2,2,I,Diana,49,0,0
SUB16,group_4,51615-52195,580,cds,1,-2,2,2,2,2,2,2,0,I,Melorin,20,0,0
SUB16,group_4,168667-169426,759,cds,1,-2,1,3,2,1,2,2,4,I,Illia,32,0,0
SUB16,group_4,257024-259139,2115,cds,1,-2,3,2,2,2,3,3,3,I,Amirali,12,0,0
SUB16,group_4,131085-132985,1900,ads,2,-2,2,2,2,1,1,1,3,A,Melorin,61,1,1
SUB16,group_4,21028-23314,2286,cds,3,-2,3,0,0,4,3,2,3,I,Amirali,25,0,0
SUB16,group_4,132574-134554,1980,cds,2,-2,3,0,0,4,3,3,3,I,Ali,30,0,0
SUB16,group_4,229720-230360,640,cds,1,-2,1,3,2,1,1,2,3,A,Vihan,33,0,1
SUB16,group_4,23270-24420,1150,ads,2,-2,2,3,2,1,1,3,3,A,Vihan,18,1,1
SUB16,group_4,200995-203131,2136,cds,2,-2,3,1,1,3,3,2,1,I,Diana,48,0,0
SUB16,group_4,224910-225780,870,ads,1,-2,4,1,1,1,2,2,3,A,Ali,25,1,1
SUB16,group_4,292663-296192,3529,cds,2,-2,2,1,1,3,2,3,3,I,Amirali,21,0,0
SUB16,group_4,175969-177942,1973,cds,2,-2,3,1,1,3,3,2,4,I,Ali,14,0,0
SUB16,group_4,37415-39955,2540,cds,1,-2,3,1,1,1,2,2,1,I,Niki,20,0,0
SUB16,group_4,148195-148705,510,ads,1,-2,1,2,2,1,1,1,3,I,Melorin,59,1,0
SUB16,group_4,226347-228202,1855,ads,1,-2,1,2,3,1,1,2,3,I,Illia,25,1,0
SUB16,group_4,58914-61557,2643,cds,2,-2,3,1,1,3,3,2,3,I,Amirali,15,0,0
SUB16,group_4,30710-35150,4440,ads,1,-2,3,2,2,2,3,3,1,A,Diana,28,1,1
SUB16,group_4,13910-14970,1060,cds,2,-2,2,1,1,3,2,3,2,I,Melorin,42,0,0
SUB16,group_4,222300-223070,770,ads,1,-2,1,1,1,1,2,3,3,A,Mahan,36,1,1
SUB16,group_4,203110-206380,3270,ads,1,-2,2,1,1,1,1,3,2,A,Vihan,24,1,1
SUB16,group_4,155280-156160,880,ads,1,-2,1,1,1,1,1,0,3,A,Mahan,24,1,1
SUB16,group_4,186710-187400,690,cds,1,-2,2,1,1,1,2,1,3,I,Melorin,39,0,0
SUB16,group_4,94840-97100,2260,ads,1,-2,2,1,1,1,1,2,1,I,Melorin,17,1,0
SUB16,group_4,136422-137631,1209,ads,2,-2,2,1,1,3,2,4,4,I,Niki,38,1,0
SUB16,group_4,66385-67495,1110,ads,1,-2,1,1,1,1,1,2,1,A,Melorin,22,1,1
SUB16,group_4,16975-18735,1760,ads,1,-2,2,1,2,1,1,1,3,A,Illia,54,1,1
SUB16,group_4,208435-212505,4070,ads,1,-2,3,1,1,2,2,1,3,A,Diana,25,1,1
SUB16,group_4,146117-148563,2446,ads,2,-2,3,0,0,2,2,1,3,I,Niki,39,1,0
SUB16,group_4,98440-102780,4340,ads,2,-2,2,2,1,1,1,2,3,A,Danial,17,1,1
SUB16,group_4,85230-86280,1050,cds,2,-2,3,0,0,3,3,3,3,I,Mahan,12,0,0
SUB16,group_4,138914-139961,1047,cds,2,-2,4,0,0,3,3,3,4,I,Ali,26,0,0
SUB16,group_4,145170-150185,5015,cds,2,-2,2,1,3,3,2,3,2,I,Amirali,37,0,0
SUB16,group_4,149081-151362,2281,cds,2,-2,3,0,0,3,3,3,3,I,Niki,58,0,0
SUB16,group_4,257983-259083,1100,cds,1,-2,1,2,3,2,2,2,3,I,Ali,16,0,0
SUB16,group_4,90780-93100,2320,cds,2,-2,3,1,1,2,3,2,3,I,Niki,14,0,0
SUB16,group_4,28520-32130,3610,cds,1,-2,3,1,1,2,2,4,1,A,Vihan,20,0,1
SUB16,group_4,238831-241120,2289,cds,2,-2,3,1,1,4,4,2,3,I,Diana,49,0,0
SUB16,group_4,175550-179730,4180,ads,1,-2,3,1,1,1,2,1,3,A,Diana,57,1,1
SUB16,group_4,369866-371379,1513,cds,2,-2,1,1,3,1,1,1,3,I,Ali,25,0,0
SUB16,group_4,236401-238345,1944,cds,1,-2,3,1,1,3,3,2,2,I,Diana,28,0,0
SUB16,group_4,7707-12831,5124,cds,2,-2,4,1,1,4,3,3,3,I,Amirali,14,0,0
SUB16,group_4,280949-284143,3194,cds,2,-2,3,1,1,4,3,3,3,I,Danial,14,0,0
SUB16,group_4,98558-99530,972,cds,2,-2,2,1,2,1,1,3,3,I,Illia,18,0,0
SUB16,group_4,32890-34060,1170,cds,2,-2,3,1,1,3,3,3,2,I,Diana,13,0,0
SUB16,group_4,50465-52215,1750,cds,3,-2,4,0,0,3,3,3,3,I,Illia,16,0,0
SUB16,group_4,202880-204820,1940,ads,2,-2,1,3,1,1,1,1,2,A,Mahan,19,1,1
SUB16,group_4,69215-69795,580,cds,2,-2,3,1,1,2,2,3,2,I,Illia,13,0,0
SUB16,group_4,160750-164350,3600,ads,2,-2,3,0,0,2,2,2,3,A,Ali,39,1,1
SUB16,group_4,84500-86080,1580,ads,1,-2,3,1,1,1,1,4,1,I,Vihan,15,1,0
SUB16,group_4,106814-111878,5064,cds,3,-2,3,0,0,4,4,3,4,I,Amirali,35,0,0
SUB16,group_4,17800-19240,1440,cds,2,-2,3,0,0,3,3,2,3,I,Melorin,26,0,0
SUB16,group_4,84005-85025,1020,cds,2,-2,4,0,0,3,3,2,3,I,Mahan,13,0,0
SUB16,group_4,216530-217675,1145,cds,1,-2,3,1,1,2,3,3,3,I,Diana,19,0,0
SUB16,group_4,82760-85110,2350,cds,2,-2,3,1,1,3,3,2,4,I,Diana,18,0,0
SUB17,group_2,113390-114020,630,cds,1,-2,1,2,3,2,2,1,1,A,Amirali,36,0,1
SUB17,group_2,19150-20760,1610,cds,1,-2,3,1,1,2,1,1,2,I,Vihan,27,0,0
SUB17,group_2,166295-167805,1510,ads,2,-2,2,1,1,2,2,2,2,A,Melorin,13,1,1
SUB17,group_2,125123-126349,1226,cds,2,-2,2,1,1,3,3,2,2,I,Ali,16,0,0
SUB17,group_2,77030-77960,930,cds,2,-2,2,1,3,3,3,3,3,I,Vihan,14,0,0
SUB17,group_2,212015-213555,1540,ads,1,-2,1,1,3,2,2,3,1,A,Ali,27,1,1
SUB17,group_2,282613-283320,707,cds,2,-2,2,1,2,3,3,2,3,I,Amirali,20,0,0
SUB17,group_2,92356-94720,2364,cds,2,-2,2,1,2,4,3,3,4,I,Amirali,22,0,0
SUB17,group_2,205785-206975,1190,ads,2,-2,1,2,2,1,1,1,0,A,Ali,25,1,1
SUB17,group_2,85635-86285,650,ads,2,-2,1,2,2,1,1,1,4,A,Vihan,13,1,1
SUB17,group_2,141771-143811,2040,cds,3,-2,4,0,0,3,3,3,3,I,Ali,14,0,0
SUB17,group_2,270470-272920,2450,cds,2,-2,3,1,1,3,3,2,1,I,Amirali,19,0,0
SUB17,group_2,61100-65280,4180,cds,1,-2,1,2,3,1,1,2,2,I,Mahan,22,0,0
SUB17,group_2,76665-76945,280,ads,1,-2,2,1,1,1,1,1,4,A,Illia,14,1,1
SUB17,group_2,267330-270988,3658,cds,2,-2,4,0,0,3,3,3,4,I,Niki,18,0,0
SUB17,group_2,318246-319962,1716,ads,1,-2,4,0,0,2,3,2,1,I,Illia,17,1,0
SUB17,group_2,205200-206440,1240,cds,3,-2,4,0,0,3,3,3,3,I,Mahan,14,0,0
SUB17,group_2,182454-183517,1063,cds,2,-2,4,0,0,3,3,4,3,I,Illia,13,0,0
SUB17,group_2,46930-50220,3290,cds,2,-2,2,1,1,2,2,4,3,I,Mahan,29,0,0
SUB17,group_2,168282-169209,927,cds,3,-2,4,0,0,4,3,4,3,I,Ali,17,0,0
SUB17,group_2,74845-76845,2000,ads,2,-2,3,1,1,3,3,2,3,I,Mahan,14,1,0
SUB17,group_2,133060-135650,2590,ads,3,-2,2,1,1,1,1,1,2,A,Melorin,14,1,1
SUB17,group_2,52205-53905,1700,ads,2,-2,1,2,2,1,1,1,2,A,Amirali,16,1,1
SUB17,group_2,104190-107070,2880,cds,1,-2,3,0,0,2,2,1,2,A,Mahan,155,0,1
SUB17,group_2,16845-17655,810,cds,1,-2,3,1,1,2,3,1,2,A,Melorin,15,0,1
SUB17,group_2,80285-81475,1190,cds,3,-2,4,0,0,3,3,4,4,I,Illia,22,0,0
SUB17,group_2,166430-167680,1250,ads,2,-2,2,2,1,2,2,1,2,A,Vihan,16,1,1
SUB17,group_2,3360-4200,840,cds,2,-2,3,1,1,3,3,3,2,I,Vihan,16,0,0
SUB17,group_2,65085-66915,1830,cds,3,-2,3,0,0,4,3,4,3,I,Diana,13,0,0
SUB17,group_2,140922-142104,1182,cds,2,-2,3,0,0,3,4,4,3,I,Illia,15,0,0
SUB17,group_2,261190-262250,1060,ads,1,-2,2,1,2,1,1,2,1,I,Vihan,21,1,0
SUB17,group_2,94880-97133,2253,cds,2,-2,4,0,0,3,3,2,4,I,Ali,15,0,0
SUB17,group_2,19150-20560,1410,cds,2,-2,2,1,3,2,2,1,1,A,Illia,18,0,1
SUB17,group_2,59545-61535,1990,ads,2,-2,2,2,2,1,1,1,3,A,Niki,13,1,1
SUB17,group_2,97885-100095,2210,ads,2,-2,2,1,2,2,2,1,0,A,Diana,19,1,1
SUB17,group_2,172467-176727,4260,ads,2,-2,3,1,1,1,2,1,3,A,Amirali,15,1,1
SUB17,group_2,139168-140748,1580,ads,2,-2,1,1,3,2,2,1,2,A,Illia,28,1,1
SUB17,group_2,9440-11550,2110,cds,3,-2,4,0,0,4,4,3,0,I,Diana,11,0,0
SUB17,group_2,36970-37310,340,ads,2,-2,1,2,3,1,2,2,2,A,Illia,26,1,1
SUB17,group_2,154538-155288,750,ads,1,-2,2,1,1,2,2,2,2,A,Illia,14,1,1
SUB17,group_2,131505-133425,1920,cds,1,-2,2,1,2,3,3,2,0,A,Illia,21,0,1
SUB17,group_2,83180-84033,853,cds,3,-2,3,0,0,4,3,3,0,I,Danial,14,0,0
SUB17,group_2,324660-325130,470,ads,1,-2,3,1,0,2,3,3,3,I,Mahan,18,1,0
SUB17,group_2,278116-279662,1546,cds,2,-2,4,0,0,3,3,4,3,I,Illia,11,0,0
