ID,recording,part,participant,chunk.x,block.x,length.x,rater_label,confidence.x,nat_inf_label,duration,participant2,chunk.y,block.y,length.y,confidence.y,happy,sooth,love,exaggerate,nat_inf_label2,duration2
17,3026,29288558-29289409,TSMD17,chunk27,FA1,0.851,ads,1,T,6,TSMA17,chunk27,FA1,0.851,1,3,2,3,1,T,8
17,3026,29389847-29393064,TSMD17,chunk29,FA1,3.217,ads,1,C,13,TSMA17,chunk29,FA1,3.217,2,0,2,1,1,C,11
17,3026,1937561-1939172,TSMD17,chunk4,FA1,1.611,ads,1,C,7,TSMA17,chunk4,FA1,1.611,2,0,1,1,0,C,11
17,3026,32554839-32555510,TSMD17,chunk40,FA1,0.671,cds,1,C,7,TSMA17,chunk40,FA1,0.671,4,0,0,0,0,C,7
17,3026,32560745-32561244,TSMD17,chunk40,FA1,0.499,cds,1,A,5,TSMA17,chunk40,FA1,0.499,2,2,1,2,1,A,8
17,3026,32681267-32682600,TSMD17,chunk42,FA1,1.333,ads,2,C,7,TSMA17,chunk42,FA1,1.333,2,0,0,0,0,C,11
17,8787,9057065-9057565,TSMD17,chunk12,FA2,0.5,ads,1,T,12,TSMA17,chunk12,FA2,0.5,2,1,1,1,1,T,13
17,8787,9088700-9089200,TSMD17,chunk12,FA2,0.5,cds,1,T,3,TSMA17,chunk12,FA2,0.5,2,0,0,0,1,T,6
17,8787,9132966-9133988,TSMD17,chunk13,FA2,1.022,cds,1,T,5,TSMA17,chunk13,FA2,1.022,1,2,1,1,2,T,6
17,8787,9143766-9144855,TSMD17,chunk13,FA2,1.089,ads,2,T,6,TSMA17,chunk13,FA2,1.089,2,0,0,0,3,T,6
17,8787,9183157-9184142,TSMD17,chunk14,FA2,0.985,cds,1,T,10,TSMA17,chunk14,FA2,0.985,2,1,1,0,1,T,9
17,8787,9202608-9205123,TSMD17,chunk14,FA2,2.515,ads,2,A,6,TSMA17,chunk14,FA2,2.515,1,0,0,0,1,A,8
17,8787,9390142-9390804,TSMD17,chunk17,FA2,0.662,cds,2,T,6,TSMA17,chunk17,FA2,0.662,3,4,1,3,4,T,9
17,8787,9500970-9501470,TSMD17,chunk18,FA2,0.5,cds,1,T,4,TSMA17,chunk18,FA2,0.5,3,3,3,3,1,T,8
17,8787,9526050-9526600,TSMD17,chunk18,FA2,0.55,ads,2,T,6,TSMA17,chunk18,FA2,0.55,2,0,3,1,1,T,7
17,8787,14545620-14546254,TSMD17,chunk20,FA1,0.634,cds,2,C,5,TSMA17,chunk20,FA1,0.634,1,1,1,0,0,C,6
17,8787,14601533-14601986,TSMD17,chunk21,FA1,0.453,cds,1,C,5,TSMA17,chunk21,FA1,0.453,1,0,0,1,0,C,8
17,8787,14654466-14654861,TSMD17,chunk21,FA1,0.395,cds,1,C,5,TSMA17,chunk21,FA1,0.395,2,2,1,1,2,C,10
17,8787,15247140-15247970,TSMD17,chunk27,FA1,0.83,cds,1,T,5,TSMA17,chunk27,FA1,0.83,3,2,4,3,1,T,9
17,8787,15261275-15261815,TSMD17,chunk27,FA1,0.54,ads,1,T,3,TSMA17,chunk27,FA1,0.54,1,0,0,0,1,T,6
17,8787,19405200-19407670,TSMD17,chunk30,FA2,2.47,cds,2,T,6,TSMA17,chunk30,FA2,2.47,2,2,1,1,1,T,10
17,8787,19437965-19438269,TSMD17,chunk30,FA2,0.304,ads,1,T,5,TSMA17,chunk30,FA2,0.304,1,2,1,1,0,T,7
17,8787,19487165-19487565,TSMD17,chunk31,FA2,0.4,ads,1,T,5,TSMA17,chunk31,FA2,0.4,1,1,0,0,1,T,7
17,8787,19515289-19516639,TSMD17,chunk32,FA2,1.35,cds,2,A,5,TSMA17,chunk32,FA2,1.35,2,4,2,1,3,A,9
17,8787,19535129-19537143,TSMD17,chunk32,FA2,2.014,cds,1,C,6,TSMA17,chunk32,FA2,2.014,4,0,0,0,0,C,8
17,8787,19543969-19547395,TSMD17,chunk32,FA2,3.426,ads,1,C,9,TSMA17,chunk32,FA2,3.426,3,0,0,0,0,C,16
17,8787,25568287-25570482,TSMD17,chunk37,FA1,2.195,ads,1,C,5,TSMA17,chunk37,FA1,2.195,2,1,0,0,0,C,14
17,8787,25684779-25685401,TSMD17,chunk38,FA1,0.622,ads,1,A,5,TSMA17,chunk38,FA1,0.622,3,1,2,3,1,A,9
17,8787,25687416-25688388,TSMD17,chunk38,FA1,0.972,cds,1,A,7,TSMA17,chunk38,FA1,0.972,2,2,3,3,1,A,8
17,8787,28186905-28188000,TSMD17,chunk47,FA2,1.095,cds,1,T,52,TSMA17,chunk47,FA2,1.095,3,4,2,4,4,T,9
18,6216,896410-897570,TSMD18,chunk1,FA1,1.16,cds,1,T,21,TSMA18,chunk1,FA1,1.16,3,1,3,2,0,T,72
18,6216,903695-906725,TSMD18,chunk1,FA1,3.03,ads,2,T,12,TSMA18,chunk1,FA1,3.03,4,2,1,1,3,T,15
18,6216,921780-923340,TSMD18,chunk1,FA1,1.56,cds,1,T,16,TSMA18,chunk1,FA1,1.56,2,2,2,3,1,T,14
18,6216,6383249-6383509,TSMD18,chunk12,FA1,0.26,ads,2,T,6,TSMA18,chunk12,FA1,0.26,0,2,2,3,2,T,13
18,6216,6393264-6394664,TSMD18,chunk12,FA1,1.4,cds,3,T,8,TSMA18,chunk12,FA1,1.4,4,3,1,4,3,T,12
18,6216,6441319-6443908,TSMD18,chunk12,FA1,2.589,cds,2,T,12,TSMA18,chunk12,FA1,2.589,3,2,4,4,2,T,12
18,6216,6527624-6528366,TSMD18,chunk14,FA1,0.742,cds,1,T,5,TSMA18,chunk14,FA1,0.742,1,0,1,1,0,T,12
18,6216,6531076-6532705,TSMD18,chunk14,FA1,1.629,ads,3,T,6,TSMA18,chunk14,FA1,1.629,0,1,0,0,1,T,14
18,6216,6611372-6612953,TSMD18,chunk15,FA1,1.581,ads,3,A,6,TSMA18,chunk15,FA1,1.581,1,0,1,0,0,A,11
18,6216,7598640-7599983,TSMD18,chunk19,FA1,1.343,ads,2,T,6,TSMA18,chunk19,FA1,1.343,1,0,1,0,0,T,18
18,6216,1571982-1572568,TSMD18,chunk2,FA1,0.586,cds,0,T,6,TSMA18,chunk2,FA1,0.586,1,1,1,0,0,T,11
18,6216,1593641-1594978,TSMD18,chunk2,FA1,1.337,cds,3,T,9,TSMA18,chunk2,FA1,1.337,3,3,0,2,3,T,12
18,6216,8899420-8900240,TSMD18,chunk22,FA1,0.82,ads,1,T,8,TSMA18,chunk22,FA1,0.82,1,0,0,0,0,T,12
18,6216,8925155-8925855,TSMD18,chunk22,FA1,0.7,ads,2,T,5,TSMA18,chunk22,FA1,0.7,1,0,1,0,1,T,12
18,6216,13959689-13960788,TSMD18,chunk23,FA1,1.099,cds,2,A,6,TSMA18,chunk23,FA1,1.099,3,2,4,3,1,A,11
18,6216,14149402-14152358,TSMD18,chunk25,FA1,2.956,ads,2,A,6,TSMA18,chunk25,FA1,2.956,3,3,3,3,1,A,12
18,6216,14203533-14205168,TSMD18,chunk26,FA1,1.635,ads,0,A,6,TSMA18,chunk26,FA1,1.635,2,1,2,2,0,A,10
18,6216,16611490-16612680,TSMD18,chunk27,FA1,1.19,ads,2,T,8,TSMA18,chunk27,FA1,1.19,0,0,0,0,0,T,9
18,6216,17832815-17833135,TSMD18,chunk28,FA1,0.32,cds,1,T,10,TSMA18,chunk28,FA1,0.32,3,1,2,3,2,T,13
18,6216,17847385-17848000,TSMD18,chunk28,FA1,0.615,cds,1,T,4,TSMA18,chunk28,FA1,0.615,1,0,0,1,0,T,9
18,6216,24007921-24008439,TSMD18,chunk39,FA1,0.518,ads,3,T,5,TSMA18,chunk39,FA1,0.518,2,1,1,0,2,T,10
18,6216,24044935-24045985,TSMD18,chunk40,FA3,1.05,ads,3,T,5,TSMA18,chunk40,FA3,1.05,1,0,0,1,1,T,9
18,6216,24079694-24080525,TSMD18,chunk40,FA4,0.831,ads,2,A,4,TSMA18,chunk40,FA4,0.831,2,1,0,1,1,A,12
18,6216,27346765-27347395,TSMD18,chunk44,FA1,0.63,ads,4,T,5,TSMA18,chunk44,FA1,0.63,1,0,1,0,0,T,8
18,6216,29105449-29105838,TSMD18,chunk46,FA1,0.389,ads,1,A,8,TSMA18,chunk46,FA1,0.389,3,2,1,2,4,A,9
18,6216,1856421-1857458,TSMD18,chunk5,FA1,1.037,cds,2,T,8,TSMA18,chunk5,FA1,1.037,2,0,1,1,2,T,10
18,6216,3379906-3381336,TSMD18,chunk6,FA1,1.43,ads,2,T,6,TSMA18,chunk6,FA1,1.43,2,2,1,3,3,T,9
18,6216,3416695-3417536,TSMD18,chunk6,FA1,0.841,cds,2,T,7,TSMA18,chunk6,FA1,0.841,4,2,0,2,3,T,9
18,6216,3418508-3419292,TSMD18,chunk6,FA1,0.784,cds,1,T,9,TSMA18,chunk6,FA1,0.784,3,2,0,1,3,T,11
18,6216,3515940-3516796,TSMD18,chunk8,FA1,0.856,cds,2,T,8,TSMA18,chunk8,FA1,0.856,3,3,1,4,3,T,11
18,7326,3901270-3902450,TSMD18,chunk2,FA2,1.18,ads,4,A,6,TSMA18,chunk2,FA2,1.18,3,3,1,3,3,A,11
18,7326,14995127-14996124,TSMD18,chunk23,FA1,0.997,ads,4,T,6,TSMA18,chunk23,FA1,0.997,2,1,1,0,1,T,13
18,7326,15047442-15048349,TSMD18,chunk24,FA1,0.907,ads,1,T,5,TSMA18,chunk24,FA1,0.907,2,0,2,1,0,T,10
18,7326,15076500-15078229,TSMD18,chunk24,FA1,1.729,ads,2,T,5,TSMA18,chunk24,FA1,1.729,4,0,3,3,0,T,11
18,7326,15079106-15079778,TSMD18,chunk24,FA1,0.672,ads,2,T,6,TSMA18,chunk24,FA1,0.672,2,0,0,0,2,T,14
18,7326,15085418-15086016,TSMD18,chunk24,FA1,0.598,ads,2,T,4,TSMA18,chunk24,FA1,0.598,1,0,1,0,0,T,10
18,7326,15088057-15088786,TSMD18,chunk24,FA1,0.729,cds,0,T,5,TSMA18,chunk24,FA1,0.729,3,0,1,1,1,T,11
18,7326,15089434-15090934,TSMD18,chunk24,FA1,1.5,cds,2,T,7,TSMA18,chunk24,FA1,1.5,2,0,2,1,0,T,8
18,7326,15114549-15114909,TSMD18,chunk25,FA1,0.36,cds,0,T,6,TSMA18,chunk25,FA1,0.36,1,1,2,0,1,T,8
18,7326,15122295-15122754,TSMD18,chunk25,FA1,0.459,cds,0,T,4,TSMA18,chunk25,FA1,0.459,1,0,1,1,0,T,8
18,7326,18388405-18388981,TSMD18,chunk26,FA1,0.576,cds,2,T,8,TSMA18,chunk26,FA1,0.576,2,2,3,2,1,T,6
18,7326,18395713-18397176,TSMD18,chunk26,FA1,1.463,cds,1,T,6,TSMA18,chunk26,FA1,1.463,4,0,4,3,0,T,8
18,7326,18399092-18399692,TSMD18,chunk26,FA1,0.6,cds,1,T,4,TSMA18,chunk26,FA1,0.6,0,0,0,1,0,T,6
18,7326,18402613-18403959,TSMD18,chunk26,FA1,1.346,ads,2,T,5,TSMA18,chunk26,FA1,1.346,2,0,2,1,0,T,7
18,7326,18405145-18405655,TSMD18,chunk26,FA1,0.51,cds,2,T,10,TSMA18,chunk26,FA1,0.51,3,0,1,2,0,T,13
18,7326,18409602-18410719,TSMD18,chunk26,FA1,1.117,cds,1,T,5,TSMA18,chunk26,FA1,1.117,2,1,2,1,0,T,20
18,7326,18412204-18413393,TSMD18,chunk26,FA1,1.189,cds,2,T,4,TSMA18,chunk26,FA1,1.189,2,1,3,2,0,T,7
18,7326,18422117-18422730,TSMD18,chunk26,FA1,0.613,cds,0,T,4,TSMA18,chunk26,FA1,0.613,3,2,1,2,0,T,10
18,7326,18423398-18423828,TSMD18,chunk26,FA1,0.43,ads,2,T,6,TSMA18,chunk26,FA1,0.43,4,1,1,3,2,T,9
18,7326,18424348-18425015,TSMD18,chunk26,FA1,0.667,ads,1,T,5,TSMA18,chunk26,FA1,0.667,2,1,0,1,1,T,9
18,7326,18525254-18527720,TSMD18,chunk28,FA1,2.466,cds,1,T,5,TSMA18,chunk28,FA1,2.466,1,2,4,4,2,T,8
18,7326,18534227-18534876,TSMD18,chunk28,FA1,0.649,cds,1,T,11,TSMA18,chunk28,FA1,0.649,3,1,2,3,1,T,8
18,7326,18576890-18577683,TSMD18,chunk29,FA1,0.793,cds,1,T,4,TSMA18,chunk29,FA1,0.793,2,2,1,3,1,T,9
18,7326,18578870-18580584,TSMD18,chunk29,FA1,1.714,ads,2,T,5,TSMA18,chunk29,FA1,1.714,4,3,4,4,1,T,7
18,7326,18601468-18602461,TSMD18,chunk29,FA1,0.993,ads,1,C,5,TSMA18,chunk29,FA1,0.993,2,0,1,0,2,C,7
18,7326,18603256-18604790,TSMD18,chunk29,FA1,1.534,ads,2,C,6,TSMA18,chunk29,FA1,1.534,2,0,0,0,0,C,7
18,7326,27157897-27158433,TSMD18,chunk32,FA1,0.536,cds,1,T,5,TSMA18,chunk32,FA1,0.536,2,1,1,0,0,T,9
18,7326,27398758-27399208,TSMD18,chunk34,FA1,0.45,cds,0,T,6,TSMA18,chunk34,FA1,0.45,2,0,0,2,1,T,10
18,7326,27400012-27400851,TSMD18,chunk34,FA1,0.839,cds,0,T,8,TSMA18,chunk34,FA1,0.839,2,2,1,2,1,T,10
18,7326,28064949-28065690,TSMD18,chunk42,FA1,0.741,cds,1,T,5,TSMA18,chunk42,FA1,0.741,4,1,3,3,1,T,9
18,7326,28471290-28472340,TSMD18,chunk44,FA1,1.05,ads,2,T,6,TSMA18,chunk44,FA1,1.05,3,2,0,1,3,T,10
18,7326,4402455-4403095,TSMD18,chunk6,FA1,0.64,ads,4,T,5,TSMA18,chunk6,FA1,0.64,1,3,0,2,3,T,8
18,7326,6565776-6566730,TSMD18,chunk8,FA1,0.954,ads,4,T,8,TSMA18,chunk8,FA1,0.954,3,0,3,2,0,T,9
18,7326,6566153-6566884,TSMD18,chunk8,FA2,0.731,ads,2,A,5,TSMA18,chunk8,FA2,0.731,2,2,3,2,0,A,8
18,7326,6927496-6928764,TSMD18,chunk9,FA1,1.268,ads,2,T,4,TSMA18,chunk9,FA1,1.268,2,0,1,1,0,T,9
18,7326,6935357-6936418,TSMD18,chunk9,FA1,1.061,ads,4,T,5,TSMA18,chunk9,FA1,1.061,3,0,1,2,0,T,8
18,7326,6940080-6941386,TSMD18,chunk9,FA1,1.306,ads,3,T,5,TSMA18,chunk9,FA1,1.306,0,0,0,0,0,T,7
18,8179,13865540-13865908,TSMD18,chunk16,FA2,0.368,cds,1,A,8,TSMA18,chunk16,FA2,0.368,3,2,2,1,3,A,13
18,8179,16292865-16295496,TSMD18,chunk21,FA2,2.631,cds,2,A,9,TSMA18,chunk21,FA2,2.631,3,2,0,3,3,A,10
18,8179,16296446-16297291,TSMD18,chunk21,FA3,0.845,ads,0,A,5,TSMA18,chunk21,FA3,0.845,2,0,1,2,1,A,11
18,8179,30255737-30256840,TSMD18,chunk48,FA1,1.103,cds,2,C,65,TSMA18,chunk48,FA1,1.103,4,3,4,3,2,C,7
18,8179,2410119-2410990,TSMD18,chunk7,FA1,0.871,cds,3,A,6,TSMA18,chunk7,FA1,0.871,4,3,2,4,4,A,7
19,643,1970580-1971675,TSMD19,chunk1,FA1,1.095,ads,2,C,9,TSMA19,chunk1,FA1,1.095,2,0,2,1,0,C,11
19,643,11130100-11130710,TSMD19,chunk11,FA1,0.61,cds,1,T,23,TSMA19,chunk11,FA1,0.61,2,0,2,1,0,T,14
19,643,11135799-11136280,TSMD19,chunk11,FA1,0.481,cds,0,T,6,TSMA19,chunk11,FA1,0.481,1,0,0,1,0,T,11
19,643,11276259-11276870,TSMD19,chunk13,FA1,0.611,cds,1,T,8,TSMA19,chunk13,FA1,0.611,1,0,0,0,1,T,11
19,643,11278211-11279081,TSMD19,chunk13,FA1,0.87,cds,2,T,10,TSMA19,chunk13,FA1,0.87,2,0,2,0,0,T,10
19,643,11280553-11281555,TSMD19,chunk13,FA1,1.002,ads,3,T,6,TSMA19,chunk13,FA1,1.002,2,2,0,1,2,T,11
19,643,11283035-11283520,TSMD19,chunk13,FA1,0.485,cds,2,T,6,TSMA19,chunk13,FA1,0.485,3,0,0,0,0,T,6
19,643,11288834-11290778,TSMD19,chunk13,FA1,1.944,ads,3,T,8,TSMA19,chunk13,FA1,1.944,2,0,2,2,0,T,10
19,643,11291655-11293667,TSMD19,chunk13,FA1,2.012,ads,2,T,12,TSMA19,chunk13,FA1,2.012,2,0,1,1,0,T,9
19,643,11395987-11397225,TSMD19,chunk15,FA1,1.238,cds,1,C,9,TSMA19,chunk15,FA1,1.238,1,0,1,0,0,C,10
19,643,11402131-11403831,TSMD19,chunk15,FA1,1.7,ads,2,C,5,TSMA19,chunk15,FA1,1.7,2,0,0,0,0,C,9
19,643,11450262-11451442,TSMD19,chunk16,FA1,1.18,cds,1,T,5,TSMA19,chunk16,FA1,1.18,2,3,0,0,1,T,9
19,643,14258333-14259264,TSMD19,chunk17,FA2,0.931,cds,1,C,5,TSMA19,chunk17,FA2,0.931,2,2,0,0,0,C,10
19,643,14331953-14335836,TSMD19,chunk19,FA2,3.883,ads,1,C,5,TSMA19,chunk19,FA2,3.883,1,0,0,0,0,C,8
19,643,2016491-2017690,TSMD19,chunk2,FA1,1.199,ads,1,C,8,TSMA19,chunk2,FA1,1.199,1,0,1,0,0,C,10
19,643,2059578-2060477,TSMD19,chunk2,FA1,0.899,ads,2,C,10,TSMA19,chunk2,FA1,0.899,2,0,1,1,0,C,10
19,643,16625000-16625952,TSMD19,chunk23,FA1,0.952,ads,2,C,5,TSMA19,chunk23,FA1,0.952,2,1,1,0,0,C,12
19,643,16627528-16629715,TSMD19,chunk23,FA1,2.187,ads,2,C,8,TSMA19,chunk23,FA1,2.187,2,0,1,2,0,C,9
19,643,16631309-16634177,TSMD19,chunk23,FA1,2.868,cds,3,C,11,TSMA19,chunk23,FA1,2.868,2,0,0,1,0,C,10
19,643,16635372-16635975,TSMD19,chunk23,FA1,0.603,cds,2,C,8,TSMA19,chunk23,FA1,0.603,3,0,0,0,0,C,7
19,643,16647405-16648714,TSMD19,chunk23,FA1,1.309,cds,1,C,5,TSMA19,chunk23,FA1,1.309,3,0,0,0,0,C,7
19,643,20518422-20520287,TSMD19,chunk30,FA1,1.865,ads,2,C,9,TSMA19,chunk30,FA1,1.865,2,0,0,0,0,C,11
19,643,20648000-20648686,TSMD19,chunk32,FA1,0.686,cds,0,C,4,TSMA19,chunk32,FA1,0.686,2,3,0,1,4,C,11
19,643,21448917-21449845,TSMD19,chunk36,FA2,0.928,cds,3,A,25,TSMA19,chunk36,FA2,0.928,2,1,0,0,1,A,9
19,643,26161988-26162780,TSMD19,chunk38,FA2,0.792,ads,1,A,6,TSMA19,chunk38,FA2,0.792,2,2,0,0,1,A,9
19,643,26166056-26166616,TSMD19,chunk38,FA2,0.56,ads,1,A,8,TSMA19,chunk38,FA2,0.56,2,1,0,1,1,A,9
19,643,26183162-26183628,TSMD19,chunk38,FA2,0.466,ads,1,A,5,TSMA19,chunk38,FA2,0.466,3,0,2,2,0,A,15
19,643,26186810-26187708,TSMD19,chunk38,FA1,0.898,cds,2,C,8,TSMA19,chunk38,FA1,0.898,2,0,3,2,0,C,10
19,643,26191240-26192624,TSMD19,chunk38,FA2,1.384,cds,2,A,7,TSMA19,chunk38,FA2,1.384,2,1,0,0,1,A,10
19,643,26199560-26199872,TSMD19,chunk38,FA2,0.312,cds,2,A,4,TSMA19,chunk38,FA2,0.312,2,0,0,0,2,A,12
19,643,26530416-26532096,TSMD19,chunk39,FA2,1.68,cds,1,T,9,TSMA19,chunk39,FA2,1.68,2,4,0,1,4,T,9
19,643,26551008-26551304,TSMD19,chunk39,FA2,0.296,cds,1,C,8,TSMA19,chunk39,FA2,0.296,2,1,0,0,3,C,13
19,643,2151402-2152381,TSMD19,chunk4,FA1,0.979,ads,3,C,9,TSMA19,chunk4,FA1,0.979,1,0,2,1,0,C,12
19,643,2175929-2177029,TSMD19,chunk4,FA1,1.1,cds,1,C,9,TSMA19,chunk4,FA1,1.1,2,0,0,1,1,C,9
19,643,26567156-26567672,TSMD19,chunk40,FA2,0.516,cds,1,C,23,TSMA19,chunk40,FA2,0.516,3,0,1,1,0,C,10
19,643,26574169-26574780,TSMD19,chunk40,FA2,0.611,ads,2,C,15,TSMA19,chunk40,FA2,0.611,2,0,0,0,0,C,7
19,643,26592052-26592956,TSMD19,chunk40,FA2,0.904,ads,4,C,6,TSMA19,chunk40,FA2,0.904,2,1,0,1,0,C,8
19,643,26594990-26596112,TSMD19,chunk40,FA2,1.122,ads,3,C,8,TSMA19,chunk40,FA2,1.122,1,0,0,1,0,C,8
19,643,26597940-26598376,TSMD19,chunk40,FA2,0.436,ads,1,C,3,TSMA19,chunk40,FA2,0.436,3,0,0,0,0,C,9
19,643,26605792-26606719,TSMD19,chunk40,FA2,0.927,ads,1,C,8,TSMA19,chunk40,FA2,0.927,1,1,0,0,0,C,13
19,643,26653844-26655408,TSMD19,chunk41,FA2,1.564,cds,2,C,9,TSMA19,chunk41,FA2,1.564,2,0,1,0,0,C,10
19,643,26688700-26690145,TSMD19,chunk42,FA2,1.445,cds,3,C,7,TSMA19,chunk42,FA2,1.445,1,0,1,0,1,C,11
19,643,26705730-26706392,TSMD19,chunk42,FA2,0.662,cds,2,C,21,TSMA19,chunk42,FA2,0.662,2,2,0,1,1,C,14
19,643,26765672-26766716,TSMD19,chunk43,FA2,1.044,ads,3,C,8,TSMA19,chunk43,FA2,1.044,1,0,0,0,0,C,8
19,643,26774544-26775095,TSMD19,chunk43,FA2,0.551,cds,0,T,6,TSMA19,chunk43,FA2,0.551,3,1,0,2,2,T,8
19,643,26776314-26776764,TSMD19,chunk43,FA2,0.45,cds,1,T,6,TSMA19,chunk43,FA2,0.45,2,0,0,2,0,T,9
19,643,26875950-26876216,TSMD19,chunk44,FA2,0.266,ads,0,T,7,TSMA19,chunk44,FA2,0.266,2,0,0,0,2,T,8
19,643,26892220-26892602,TSMD19,chunk44,FA2,0.382,cds,2,T,7,TSMA19,chunk44,FA2,0.382,2,1,0,0,2,T,9
19,643,26914270-26914732,TSMD19,chunk44,FA1,0.462,cds,3,C,5,TSMA19,chunk44,FA1,0.462,1,0,0,0,1,C,9
19,643,28254346-28254820,TSMD19,chunk45,FA1,0.474,ads,1,C,5,TSMA19,chunk45,FA1,0.474,2,0,0,1,1,C,9
19,643,28333736-28334228,TSMD19,chunk46,FA1,0.492,cds,1,A,10,TSMA19,chunk46,FA1,0.492,3,0,0,1,1,A,11
19,643,28396592-28398016,TSMD19,chunk47,FA1,1.424,ads,2,C,4,TSMA19,chunk47,FA1,1.424,3,0,0,0,0,C,7
19,643,28399200-28400742,TSMD19,chunk47,FA1,1.542,ads,3,C,6,TSMA19,chunk47,FA1,1.542,1,0,1,1,0,C,11
19,643,28428962-28431014,TSMD19,chunk47,FA1,2.052,cds,1,A,5,TSMA19,chunk47,FA1,2.052,2,2,0,0,1,A,10
19,643,28439326-28440578,TSMD19,chunk47,FA1,1.252,ads,1,A,32,TSMA19,chunk47,FA1,1.252,2,0,0,0,0,A,7
19,643,28458098-28459792,TSMD19,chunk48,FA1,1.694,ads,1,A,10,TSMA19,chunk48,FA1,1.694,3,0,2,1,0,A,12
19,643,28543056-28544596,TSMD19,chunk49,FA1,1.54,ads,3,C,5,TSMA19,chunk49,FA1,1.54,2,0,1,0,0,C,15
19,643,2225833-2226779,TSMD19,chunk5,FA1,0.946,cds,2,C,12,TSMA19,chunk5,FA1,0.946,2,0,3,2,0,C,9
19,643,29955716-29956736,TSMD19,chunk50,FA1,1.02,ads,2,A,5,TSMA19,chunk50,FA1,1.02,2,1,1,1,0,A,12
19,643,30536680-30539238,TSMD19,chunk51,FA1,2.558,ads,2,A,5,TSMA19,chunk51,FA1,2.558,3,3,3,2,1,A,10
19,643,30552436-30554260,TSMD19,chunk51,FA1,1.824,ads,3,A,7,TSMA19,chunk51,FA1,1.824,2,3,1,1,1,A,9
19,643,30555748-30556070,TSMD19,chunk51,FA1,0.322,ads,1,A,9,TSMA19,chunk51,FA1,0.322,2,1,0,0,1,A,9
19,643,5197156-5197796,TSMD19,chunk9,FA2,0.64,cds,1,T,15,TSMA19,chunk9,FA2,0.64,2,1,0,0,2,T,11
19,2625,10006988-10007435,TSMD19,chunk15,FA1,0.447,cds,1,T,16,TSMA19,chunk15,FA1,0.447,1,0,0,1,0,T,13
19,2625,10009239-10010020,TSMD19,chunk15,FA1,0.781,ads,2,T,10,TSMA19,chunk15,FA1,0.781,1,0,0,0,2,T,17
19,2625,10016585-10017025,TSMD19,chunk15,FA1,0.44,ads,3,T,18,TSMA19,chunk15,FA1,0.44,1,2,0,2,2,T,16
19,2625,10033418-10034212,TSMD19,chunk15,FA1,0.794,cds,0,T,26,TSMA19,chunk15,FA1,0.794,1,0,2,1,0,T,14
19,2625,9977706-9978000,TSMD19,chunk15,FA1,0.294,cds,2,T,10,TSMA19,chunk15,FA1,0.294,2,0,1,0,0,T,14
19,2625,9996590-9997840,TSMD19,chunk15,FA1,1.25,ads,3,T,7,TSMA19,chunk15,FA1,1.25,2,0,2,3,0,T,16
19,2625,12359701-12360702,TSMD19,chunk17,FA1,1.001,cds,1,C,9,TSMA19,chunk17,FA1,1.001,1,0,0,0,1,C,10
19,2625,12394154-12394895,TSMD19,chunk18,FA1,0.741,ads,2,C,8,TSMA19,chunk18,FA1,0.741,2,0,1,1,0,C,16
19,2625,2732315-2733314,TSMD19,chunk2,FA1,0.999,cds,1,T,41,TSMA19,chunk2,FA1,0.999,2,2,0,1,0,T,64
19,2625,16659273-16660534,TSMD19,chunk27,FA1,1.261,ads,2,T,11,TSMA19,chunk27,FA1,1.261,1,0,0,0,1,T,12
19,2625,16704842-16705456,TSMD19,chunk28,FA1,0.614,ads,1,T,8,TSMA19,chunk28,FA1,0.614,1,1,0,1,2,T,10
19,2625,27374608-27374951,TSMD19,chunk34,FA1,0.343,cds,3,C,7,TSMA19,chunk34,FA1,0.343,2,3,0,1,3,C,14
19,7220,6314238-6315155,TSMD19,chunk23,FA2,0.917,cds,3,A,6,TSMA19,chunk23,FA2,0.917,3,1,1,1,0,A,11
19,7220,6382150-6384698,TSMD19,chunk24,FA1,2.548,ads,1,A,6,TSMA19,chunk24,FA1,2.548,2,1,0,2,1,A,14
19,7220,10140781-10142982,TSMD19,chunk28,FA3,2.201,cds,1,A,18,TSMA19,chunk28,FA3,2.201,2,1,1,1,0,A,13
19,7220,10259792-10260960,TSMD19,chunk30,FA2,1.168,ads,3,A,8,TSMA19,chunk30,FA2,1.168,3,1,0,2,3,A,11
19,7220,10331446-10332114,TSMD19,chunk31,FA3,0.668,cds,2,A,8,TSMA19,chunk31,FA3,0.668,2,0,0,0,2,A,10
19,7220,10333771-10334051,TSMD19,chunk31,FA3,0.28,ads,0,A,5,TSMA19,chunk31,FA3,0.28,2,1,0,0,1,A,10
19,7220,15227970-15228840,TSMD19,chunk33,FA1,0.87,cds,1,T,9,TSMA19,chunk33,FA1,0.87,3,0,1,1,0,T,8
19,7220,15234570-15235390,TSMD19,chunk33,FA1,0.82,cds,2,T,7,TSMA19,chunk33,FA1,0.82,3,1,0,1,1,T,9
19,7220,15668705-15669471,TSMD19,chunk37,FA1,0.766,ads,0,A,6,TSMA19,chunk37,FA1,0.766,3,3,0,2,1,A,20
19,7220,15710148-15711393,TSMD19,chunk38,FA1,1.245,cds,2,C,6,TSMA19,chunk38,FA1,1.245,3,0,0,1,3,C,11
19,7220,16769798-16770312,TSMD19,chunk40,FA2,0.514,ads,1,A,4,TSMA19,chunk40,FA2,0.514,1,0,1,1,0,A,10
