Date coded,Coder,Recording,Chunk,Block,Part,Length (ms),cds_ads,confidence_level,Original Label,Duration,Comments
14:13:46 27Jan2020,TSMD16,0643,chunk40,FA2,26574169-26574780,0.611,cds,1,C,5,None
14:14:01 27Jan2020,TSMD16,0643,chunk40,FA2,26594990-26596112,1.122,cds,2,C,4,None
14:14:23 27Jan2020,TSMD16,0643,chunk41,FA2,26653844-26655408,1.564,ads,3,C,6,None
14:14:31 27Jan2020,TSMD16,0643,chunk42,FA2,26688700-26690145,1.445,cds,2,C,6,None
14:14:36 27Jan2020,TSMD16,0643,chunk42,FA2,26705730-26706392,0.662,cds,1,C,4,None
14:14:58 27Jan2020,TSMD16,0643,chunk43,FA2,26776314-26776764,0.45,cds,1,T,5,None
14:14:46 27Jan2020,TSMD16,0643,chunk43,FA2,26765672-26766716,1.044,cds,2,C,7,None
14:14:53 27Jan2020,TSMD16,0643,chunk43,FA2,26774544-26775095,0.551,cds,1,T,5,None
14:07:04 27Jan2020,TSMD16,2625,chunk28,FA1,16704842-16705456,0.614,cds,1,T,7,None
14:06:19 27Jan2020,TSMD16,2625,chunk17,FA1,12359701-12360702,1.001,ads,3,C,5,None
14:05:24 27Jan2020,TSMD16,2625,chunk15,FA1,10009239-10010020,0.781,ads,2,T,8,None
14:05:54 27Jan2020,TSMD16,2625,chunk15,FA1,9977706-9978000,0.294,ads,2,T,8,None
14:05:33 27Jan2020,TSMD16,2625,chunk15,FA1,10016585-10017025,0.44,cds,2,T,6,None
14:05:44 27Jan2020,TSMD16,2625,chunk15,FA1,10033418-10034212,0.794,cds,3,T,9,None
14:05:14 27Jan2020,TSMD16,2625,chunk15,FA1,10006988-10007435,0.447,cds,1,T,10,None
14:06:04 27Jan2020,TSMD16,2625,chunk15,FA1,9996590-9997840,1.25,ads,2,T,8,None
14:07:18 27Jan2020,TSMD16,2625,chunk34,FA1,27374608-27374951,0.343,cds,2,C,10,None
14:06:41 27Jan2020,TSMD16,2625,chunk18,FA1,12394154-12394895,0.741,cds,1,C,6,None
14:06:52 27Jan2020,TSMD16,2625,chunk27,FA1,16659273-16660534,1.261,ads,3,T,8,None
14:04:38 27Jan2020,TSMD16,2625,chunk2,FA1,2732315-2733314,0.999,cds,2,T,13,None
09:54:10 28Jan2020,TSMD19,7220,chunk28,FA3,10140781-10142982,2.201,cds,1,A,18,None
09:55:17 28Jan2020,TSMD19,7220,chunk38,FA1,15710148-15711393,1.245,cds,2,C,6,None
09:53:39 28Jan2020,TSMD19,7220,chunk23,FA2,6314238-6315155,0.917,cds,3,A,6,None
09:55:07 28Jan2020,TSMD19,7220,chunk37,FA1,15668705-15669471,0.766,ads,0,A,6,None
09:54:32 28Jan2020,TSMD19,7220,chunk31,FA3,10331446-10332114,0.668,cds,2,A,8,None
09:54:39 28Jan2020,TSMD19,7220,chunk31,FA3,10333771-10334051,0.28,ads,0,A,5,None
09:54:21 28Jan2020,TSMD19,7220,chunk30,FA2,10259792-10260960,1.168,ads,3,A,8,None
09:53:48 28Jan2020,TSMD19,7220,chunk24,FA1,6382150-6384698,2.548,ads,1,A,6,None
09:55:51 28Jan2020,TSMD19,7220,chunk41,FA2,16862720-16863544,0.824,cds,3,A,25,None
09:54:58 28Jan2020,TSMD19,7220,chunk33,FA1,15234570-15235390,0.82,cds,2,T,7,None
09:54:50 28Jan2020,TSMD19,7220,chunk33,FA1,15227970-15228840,0.87,cds,1,T,9,None
09:57:28 28Jan2020,TSMD19,7220,chunk45,FA1,22553842-22554290,0.448,cds,2,A,5,None
09:56:16 28Jan2020,TSMD19,7220,chunk45,FA1,22509634-22510507,0.873,ads,1,A,22,None
09:56:39 28Jan2020,TSMD19,7220,chunk51,FA1,30594186-30594776,0.59,cds,3,A,7,None
09:56:53 28Jan2020,TSMD19,7220,chunk51,FA1,30610467-30610937,0.47,cds,1,A,13,None
09:57:48 28Jan2020,TSMD19,7220,chunk51,FA4,30644641-30645436,0.795,cds,4,A,6,None
09:57:41 28Jan2020,TSMD19,7220,chunk51,FA4,30641566-30642573,1.007,ads,3,A,5,None
09:57:06 28Jan2020,TSMD19,7220,chunk51,FA4,30631976-30632598,0.622,ads,0,A,10,None
09:57:57 28Jan2020,TSMD19,7220,chunk51,FA4,30646015-30648287,2.272,cds,4,A,8,None
09:55:24 28Jan2020,TSMD19,7220,chunk40,FA2,16769798-16770312,0.514,ads,1,A,4,None
09:58:08 28Jan2020,TSMD19,7220,chunk52,FA4,30659890-30661112,1.222,ads,2,A,8,None
09:53:30 28Jan2020,TSMD19,7220,chunk5,FA2,2277112-2277846,0.734,ads,0,C,7,None
09:56:27 28Jan2020,TSMD19,7220,chunk50,FA1,30484060-30484490,0.43,cds,2,T,8,None
09:42:40 28Jan2020,TSMD19,0643,chunk13,FA1,11278211-11279081,0.87,cds,2,T,10,None
09:42:55 28Jan2020,TSMD19,0643,chunk13,FA1,11283035-11283520,0.485,cds,2,T,6,None
09:43:04 28Jan2020,TSMD19,0643,chunk13,FA1,11288834-11290778,1.944,ads,3,T,8,None
09:43:17 28Jan2020,TSMD19,0643,chunk13,FA1,11291655-11293667,2.012,ads,2,T,12,None
09:42:29 28Jan2020,TSMD19,0643,chunk13,FA1,11276259-11276870,0.611,cds,1,T,8,None
09:42:48 28Jan2020,TSMD19,0643,chunk13,FA1,11280553-11281555,1.002,ads,3,T,6,None
09:42:17 28Jan2020,TSMD19,0643,chunk11,FA1,11135799-11136280,0.481,cds,0,T,6,None
09:42:10 28Jan2020,TSMD19,0643,chunk11,FA1,11130100-11130710,0.61,cds,1,T,23,None
09:44:20 28Jan2020,TSMD19,0643,chunk17,FA2,14258333-14259264,0.931,cds,1,C,5,None
09:43:58 28Jan2020,TSMD19,0643,chunk16,FA1,11450262-11451442,1.18,cds,1,T,5,None
09:44:12 28Jan2020,TSMD19,0643,chunk16,FA1,11460013-11460782,0.769,cds,0,T,12,None
09:43:48 28Jan2020,TSMD19,0643,chunk15,FA1,11402131-11403831,1.7,ads,2,C,5,None
09:43:42 28Jan2020,TSMD19,0643,chunk15,FA1,11395987-11397225,1.238,cds,1,C,9,None
09:44:27 28Jan2020,TSMD19,0643,chunk19,FA2,14331953-14335836,3.883,ads,1,C,5,None
09:46:08 28Jan2020,TSMD19,0643,chunk36,FA2,21448917-21449845,0.928,cds,3,A,25,None
09:45:32 28Jan2020,TSMD19,0643,chunk30,FA1,20518422-20520287,1.865,ads,2,C,9,None
09:45:40 28Jan2020,TSMD19,0643,chunk32,FA1,20648000-20648686,0.686,cds,0,C,4,None
09:40:52 28Jan2020,TSMD19,0643,chunk4,FA1,2151402-2152381,0.979,ads,3,C,9,None
09:41:04 28Jan2020,TSMD19,0643,chunk4,FA1,2175929-2177029,1.1,cds,1,C,9,None
09:53:00 28Jan2020,TSMD19,0643,chunk51,FA1,30552436-30554260,1.824,ads,3,A,7,None
09:52:52 28Jan2020,TSMD19,0643,chunk51,FA1,30536680-30539238,2.558,ads,2,A,5,None
09:53:10 28Jan2020,TSMD19,0643,chunk51,FA1,30555748-30556070,0.322,ads,1,A,9,None
09:52:44 28Jan2020,TSMD19,0643,chunk50,FA1,29955716-29956736,1.02,ads,2,A,5,None
09:41:43 28Jan2020,TSMD19,0643,chunk9,FA2,5197156-5197796,0.64,cds,1,T,15,None
09:40:27 28Jan2020,TSMD19,0643,chunk2,FA1,2016491-2017690,1.199,ads,1,C,8,None
09:40:39 28Jan2020,TSMD19,0643,chunk2,FA1,2059578-2060477,0.899,ads,2,C,10,None
09:40:16 28Jan2020,TSMD19,0643,chunk1,FA1,1970580-1971675,1.095,ads,2,C,9,None
09:41:19 28Jan2020,TSMD19,0643,chunk5,FA1,2225833-2226779,0.946,cds,2,C,12,None
09:47:22 28Jan2020,TSMD19,0643,chunk38,FA2,26199560-26199872,0.312,cds,2,A,4,None
09:47:07 28Jan2020,TSMD19,0643,chunk38,FA2,26183162-26183628,0.466,ads,1,A,5,None
09:46:50 28Jan2020,TSMD19,0643,chunk38,FA2,26161988-26162780,0.792,ads,1,A,6,None
09:46:59 28Jan2020,TSMD19,0643,chunk38,FA2,26166056-26166616,0.56,ads,1,A,8,None
09:47:16 28Jan2020,TSMD19,0643,chunk38,FA2,26191240-26192624,1.384,cds,2,A,7,None
09:46:42 28Jan2020,TSMD19,0643,chunk38,FA1,26186810-26187708,0.898,cds,2,C,8,None
09:52:14 28Jan2020,TSMD19,0643,chunk47,FA1,28439326-28440578,1.252,ads,1,A,32,None
09:51:33 28Jan2020,TSMD19,0643,chunk47,FA1,28399200-28400742,1.542,ads,3,C,6,None
09:51:40 28Jan2020,TSMD19,0643,chunk47,FA1,28428962-28431014,2.052,cds,1,A,5,None
09:51:25 28Jan2020,TSMD19,0643,chunk47,FA1,28396592-28398016,1.424,ads,2,C,4,None
09:44:37 28Jan2020,TSMD19,0643,chunk23,FA1,16625000-16625952,0.952,ads,2,C,5,None
09:45:00 28Jan2020,TSMD19,0643,chunk23,FA1,16631309-16634177,2.868,cds,3,C,11,None
09:45:17 28Jan2020,TSMD19,0643,chunk23,FA1,16647405-16648714,1.309,cds,1,C,5,None
09:44:46 28Jan2020,TSMD19,0643,chunk23,FA1,16627528-16629715,2.187,ads,2,C,8,None
09:45:10 28Jan2020,TSMD19,0643,chunk23,FA1,16635372-16635975,0.603,cds,2,C,8,None
09:52:29 28Jan2020,TSMD19,0643,chunk48,FA1,28458098-28459792,1.694,ads,1,A,10,None
09:52:36 28Jan2020,TSMD19,0643,chunk49,FA1,28543056-28544596,1.54,ads,3,C,5,None
09:50:55 28Jan2020,TSMD19,0643,chunk44,FA2,26892220-26892602,0.382,cds,2,T,7,None
09:50:47 28Jan2020,TSMD19,0643,chunk44,FA2,26875950-26876216,0.266,ads,0,T,7,None
09:50:37 28Jan2020,TSMD19,0643,chunk44,FA1,26914270-26914732,0.462,cds,3,C,5,None
09:51:04 28Jan2020,TSMD19,0643,chunk45,FA1,28254346-28254820,0.474,ads,1,C,5,None
09:51:18 28Jan2020,TSMD19,0643,chunk46,FA1,28333736-28334228,0.492,cds,1,A,10,None
09:47:38 28Jan2020,TSMD19,0643,chunk39,FA2,26530416-26532096,1.68,cds,1,T,9,None
09:47:47 28Jan2020,TSMD19,0643,chunk39,FA2,26551008-26551304,0.296,cds,1,C,8,None
09:48:14 28Jan2020,TSMD19,0643,chunk40,FA2,26567156-26567672,0.516,cds,1,C,23,None
09:48:38 28Jan2020,TSMD19,0643,chunk40,FA2,26592052-26592956,0.904,ads,4,C,6,None
09:49:01 28Jan2020,TSMD19,0643,chunk40,FA2,26605792-26606719,0.927,ads,1,C,8,None
09:49:05 28Jan2020,TSMD19,0643,chunk40,FA2,26597940-26598376,0.436,ads,1,C,3,None
09:48:31 28Jan2020,TSMD19,0643,chunk40,FA2,26574169-26574780,0.611,ads,2,C,15,None
09:48:47 28Jan2020,TSMD19,0643,chunk40,FA2,26594990-26596112,1.122,ads,3,C,8,None
09:49:20 28Jan2020,TSMD19,0643,chunk41,FA2,26653844-26655408,1.564,cds,2,C,9,None
09:49:36 28Jan2020,TSMD19,0643,chunk42,FA2,26688700-26690145,1.445,cds,3,C,7,None
09:50:00 28Jan2020,TSMD19,0643,chunk42,FA2,26705730-26706392,0.662,cds,2,C,21,None
09:50:27 28Jan2020,TSMD19,0643,chunk43,FA2,26776314-26776764,0.45,cds,1,T,6,None
09:50:11 28Jan2020,TSMD19,0643,chunk43,FA2,26765672-26766716,1.044,ads,3,C,8,None
09:50:18 28Jan2020,TSMD19,0643,chunk43,FA2,26774544-26775095,0.551,cds,0,T,6,None
09:39:25 28Jan2020,TSMD19,2625,chunk28,FA1,16704842-16705456,0.614,ads,1,T,8,None
09:38:41 28Jan2020,TSMD19,2625,chunk17,FA1,12359701-12360702,1.001,cds,1,C,9,None
09:37:09 28Jan2020,TSMD19,2625,chunk15,FA1,10009239-10010020,0.781,ads,2,T,10,None
09:38:13 28Jan2020,TSMD19,2625,chunk15,FA1,9977706-9978000,0.294,cds,2,T,10,None
09:37:31 28Jan2020,TSMD19,2625,chunk15,FA1,10016585-10017025,0.44,ads,3,T,18,None
09:38:00 28Jan2020,TSMD19,2625,chunk15,FA1,10033418-10034212,0.794,cds,0,T,26,None
09:36:55 28Jan2020,TSMD19,2625,chunk15,FA1,10006988-10007435,0.447,cds,1,T,16,None
09:38:23 28Jan2020,TSMD19,2625,chunk15,FA1,9996590-9997840,1.25,ads,3,T,7,None
09:39:38 28Jan2020,TSMD19,2625,chunk34,FA1,27374608-27374951,0.343,cds,3,C,7,None
09:38:55 28Jan2020,TSMD19,2625,chunk18,FA1,12394154-12394895,0.741,ads,2,C,8,None
09:39:12 28Jan2020,TSMD19,2625,chunk27,FA1,16659273-16660534,1.261,ads,2,T,11,None
09:36:31 28Jan2020,TSMD19,2625,chunk2,FA1,2732315-2733314,0.999,cds,1,T,41,None
15:06:09 27Jan2020,TSMD18,6216,chunk12,FA1,6393264-6394664,1.4,cds,3,T,8,None
15:06:24 27Jan2020,TSMD18,6216,chunk12,FA1,6441319-6443908,2.589,cds,2,T,12,None
15:05:58 27Jan2020,TSMD18,6216,chunk12,FA1,6383249-6383509,0.26,ads,2,T,6,None
15:08:52 27Jan2020,TSMD18,6216,chunk28,FA1,17832815-17833135,0.32,cds,1,T,10,None
15:08:59 27Jan2020,TSMD18,6216,chunk28,FA1,17847385-17848000,0.615,cds,1,T,4,None
15:09:09 27Jan2020,TSMD18,6216,chunk39,FA1,24007921-24008439,0.518,ads,3,T,5,None
15:07:01 27Jan2020,TSMD18,6216,chunk15,FA1,6611372-6612953,1.581,ads,3,A,6,None
15:06:42 27Jan2020,TSMD18,6216,chunk14,FA1,6531076-6532705,1.629,ads,3,T,6,None
15:06:34 27Jan2020,TSMD18,6216,chunk14,FA1,6527624-6528366,0.742,cds,1,T,5,None
15:06:51 27Jan2020,TSMD18,6216,chunk14,FA4,6554480-6554900,0.42,cds,1,A,5,None
15:07:24 27Jan2020,TSMD18,6216,chunk22,FA1,8899420-8900240,0.82,ads,1,T,8,None
15:07:32 27Jan2020,TSMD18,6216,chunk22,FA1,8925155-8925855,0.7,ads,2,T,5,None
15:07:42 27Jan2020,TSMD18,6216,chunk23,FA1,13959689-13960788,1.099,cds,2,A,6,None
15:07:13 27Jan2020,TSMD18,6216,chunk19,FA1,7598640-7599983,1.343,ads,2,T,6,None
15:08:05 27Jan2020,TSMD18,6216,chunk26,FA1,14203533-14205168,1.635,ads,0,A,6,None
15:08:18 27Jan2020,TSMD18,6216,chunk27,FA1,16611490-16612680,1.19,ads,2,T,8,None
15:07:54 27Jan2020,TSMD18,6216,chunk25,FA1,14149402-14152358,2.956,ads,2,A,6,None
15:05:47 27Jan2020,TSMD18,6216,chunk8,FA1,3515940-3516796,0.856,cds,2,T,8,None
15:05:10 27Jan2020,TSMD18,6216,chunk6,FA1,3379906-3381336,1.43,ads,2,T,6,None
15:05:20 27Jan2020,TSMD18,6216,chunk6,FA1,3416695-3417536,0.841,cds,2,T,7,None
15:05:32 27Jan2020,TSMD18,6216,chunk6,FA1,3418508-3419292,0.784,cds,1,T,9,None
15:09:35 27Jan2020,TSMD18,6216,chunk44,FA1,27346765-27347395,0.63,ads,4,T,5,None
15:04:33 27Jan2020,TSMD18,6216,chunk2,FA1,1571982-1572568,0.586,cds,0,T,6,None
15:04:44 27Jan2020,TSMD18,6216,chunk2,FA1,1593641-1594978,1.337,cds,3,T,9,None
15:09:47 27Jan2020,TSMD18,6216,chunk46,FA1,29105449-29105838,0.389,ads,1,A,8,None
15:09:18 27Jan2020,TSMD18,6216,chunk40,FA3,24044935-24045985,1.05,ads,3,T,5,None
15:09:25 27Jan2020,TSMD18,6216,chunk40,FA4,24079694-24080525,0.831,ads,2,A,4,None
15:03:45 27Jan2020,TSMD18,6216,chunk1,FA1,896410-897570,1.16,cds,1,T,21,None
15:04:00 27Jan2020,TSMD18,6216,chunk1,FA1,903695-906725,3.03,ads,2,T,12,None
15:04:19 27Jan2020,TSMD18,6216,chunk1,FA1,921780-923340,1.56,cds,1,T,16,None
15:04:59 27Jan2020,TSMD18,6216,chunk5,FA1,1856421-1857458,1.037,cds,2,T,8,None
15:13:42 27Jan2020,TSMD18,7326,chunk28,FA1,18525254-18527720,2.466,cds,1,T,5,None
15:13:54 27Jan2020,TSMD18,7326,chunk28,FA1,18534227-18534876,0.649,cds,1,T,11,None
15:14:03 27Jan2020,TSMD18,7326,chunk29,FA1,18576890-18577683,0.793,cds,1,T,4,None
15:14:16 27Jan2020,TSMD18,7326,chunk29,FA1,18601468-18602461,0.993,ads,1,C,5,None
15:14:24 27Jan2020,TSMD18,7326,chunk29,FA1,18603256-18604790,1.534,ads,2,C,6,None
15:14:09 27Jan2020,TSMD18,7326,chunk29,FA1,18578870-18580584,1.714,ads,2,T,5,None
15:11:09 27Jan2020,TSMD18,7326,chunk23,FA1,14995127-14996124,0.997,ads,4,T,6,None
15:13:01 27Jan2020,TSMD18,7326,chunk26,FA1,18405145-18405655,0.51,cds,2,T,10,None
15:12:38 27Jan2020,TSMD18,7326,chunk26,FA1,18395713-18397176,1.463,cds,1,T,6,None
15:13:26 27Jan2020,TSMD18,7326,chunk26,FA1,18423398-18423828,0.43,ads,2,T,6,None
15:13:07 27Jan2020,TSMD18,7326,chunk26,FA1,18409602-18410719,1.117,cds,1,T,5,None
15:13:19 27Jan2020,TSMD18,7326,chunk26,FA1,18422117-18422730,0.613,cds,0,T,4,None
15:13:13 27Jan2020,TSMD18,7326,chunk26,FA1,18412204-18413393,1.189,cds,2,T,4,None
15:12:50 27Jan2020,TSMD18,7326,chunk26,FA1,18402613-18403959,1.346,ads,2,T,5,None
15:12:30 27Jan2020,TSMD18,7326,chunk26,FA1,18388405-18388981,0.576,cds,2,T,8,None
15:12:43 27Jan2020,TSMD18,7326,chunk26,FA1,18399092-18399692,0.6,cds,1,T,4,None
15:13:33 27Jan2020,TSMD18,7326,chunk26,FA1,18424348-18425015,0.667,ads,1,T,5,None
15:11:26 27Jan2020,TSMD18,7326,chunk24,FA1,15076500-15078229,1.729,ads,2,T,5,None
15:11:18 27Jan2020,TSMD18,7326,chunk24,FA1,15047442-15048349,0.907,ads,1,T,5,None
15:11:54 27Jan2020,TSMD18,7326,chunk24,FA1,15089434-15090934,1.5,cds,2,T,7,None
15:11:34 27Jan2020,TSMD18,7326,chunk24,FA1,15079106-15079778,0.672,ads,2,T,6,None
15:11:39 27Jan2020,TSMD18,7326,chunk24,FA1,15085418-15086016,0.598,ads,2,T,4,None
15:11:46 27Jan2020,TSMD18,7326,chunk24,FA1,15088057-15088786,0.729,cds,0,T,5,None
15:12:05 27Jan2020,TSMD18,7326,chunk25,FA1,15114549-15114909,0.36,cds,0,T,6,None
15:12:16 27Jan2020,TSMD18,7326,chunk25,FA1,15122295-15122754,0.459,cds,0,T,4,None
15:10:50 27Jan2020,TSMD18,7326,chunk9,FA1,6935357-6936418,1.061,ads,4,T,5,None
15:10:43 27Jan2020,TSMD18,7326,chunk9,FA1,6927496-6928764,1.268,ads,2,T,4,None
15:10:57 27Jan2020,TSMD18,7326,chunk9,FA1,6940080-6941386,1.306,ads,3,T,5,None
15:10:33 27Jan2020,TSMD18,7326,chunk8,FA2,6566153-6566884,0.731,ads,2,A,5,None
15:10:25 27Jan2020,TSMD18,7326,chunk8,FA1,6565776-6566730,0.954,ads,4,T,8,None
15:14:57 27Jan2020,TSMD18,7326,chunk34,FA1,27400012-27400851,0.839,cds,0,T,8,None
15:14:47 27Jan2020,TSMD18,7326,chunk34,FA1,27398758-27399208,0.45,cds,0,T,6,None
15:15:18 27Jan2020,TSMD18,7326,chunk44,FA1,28471290-28472340,1.05,ads,2,T,6,None
15:10:05 27Jan2020,TSMD18,7326,chunk2,FA2,3901270-3902450,1.18,ads,4,A,6,None
15:14:33 27Jan2020,TSMD18,7326,chunk32,FA1,27157897-27158433,0.536,cds,1,T,5,None
15:10:13 27Jan2020,TSMD18,7326,chunk6,FA1,4402455-4403095,0.64,ads,4,T,5,None
15:15:07 27Jan2020,TSMD18,7326,chunk42,FA1,28064949-28065690,0.741,cds,1,T,5,None
15:15:32 27Jan2020,TSMD18,8179,chunk7,FA1,2410119-2410990,0.871,cds,3,A,6,None
15:16:00 27Jan2020,TSMD18,8179,chunk21,FA2,16292865-16295496,2.631,cds,2,A,9,None
15:16:14 27Jan2020,TSMD18,8179,chunk21,FA3,16296446-16297291,0.845,ads,0,A,5,None
15:17:24 27Jan2020,TSMD18,8179,chunk48,FA1,30255737-30256840,1.103,cds,2,C,65,None
15:15:45 27Jan2020,TSMD18,8179,chunk16,FA2,13865540-13865908,0.368,cds,1,A,8,None
12:31:57 31Jan2020,TSMD31,7220,chunk28,FA3,10140781-10142982,2.201,cds,1,A,8,None
12:33:26 31Jan2020,TSMD31,7220,chunk38,FA1,15710148-15711393,1.245,cds,2,C,9,None
12:31:38 31Jan2020,TSMD31,7220,chunk23,FA2,6314238-6315155,0.917,ads,1,A,14,None
12:33:15 31Jan2020,TSMD31,7220,chunk37,FA1,15668705-15669471,0.766,ads,1,A,9,None
12:32:21 31Jan2020,TSMD31,7220,chunk31,FA3,10331446-10332114,0.668,cds,2,A,13,None
12:32:30 31Jan2020,TSMD31,7220,chunk31,FA3,10333771-10334051,0.28,cds,1,A,8,None
12:32:05 31Jan2020,TSMD31,7220,chunk30,FA2,10259792-10260960,1.168,cds,4,A,5,None
12:31:46 31Jan2020,TSMD31,7220,chunk24,FA1,6382150-6384698,2.548,ads,3,A,6,None
12:33:54 31Jan2020,TSMD31,7220,chunk41,FA2,16862720-16863544,0.824,cds,3,A,10,None
12:31:22 31Jan2020,TSMD31,7220,chunk5,FA2,2277112-2277846,0.734,cds,2,C,7,None
12:32:56 31Jan2020,TSMD31,7220,chunk33,FA1,15234570-15235390,0.82,cds,2,T,8,None
12:32:46 31Jan2020,TSMD31,7220,chunk33,FA1,15227970-15228840,0.87,ads,2,T,7,None
12:34:28 31Jan2020,TSMD31,7220,chunk45,FA1,22553842-22554290,0.448,cds,2,A,15,None
12:34:11 31Jan2020,TSMD31,7220,chunk45,FA1,22509634-22510507,0.873,ads,3,A,8,None
12:33:40 31Jan2020,TSMD31,7220,chunk40,FA2,16769798-16770312,0.514,ads,2,A,9,None
12:35:43 31Jan2020,TSMD31,7220,chunk52,FA4,30659890-30661112,1.222,ads,2,A,6,None
12:34:50 31Jan2020,TSMD31,7220,chunk51,FA1,30594186-30594776,0.59,cds,3,A,6,None
12:34:57 31Jan2020,TSMD31,7220,chunk51,FA1,30610467-30610937,0.47,cds,1,A,6,None
12:35:27 31Jan2020,TSMD31,7220,chunk51,FA4,30644641-30645436,0.795,cds,3,A,5,None
12:35:20 31Jan2020,TSMD31,7220,chunk51,FA4,30641566-30642573,1.007,cds,3,A,8,None
12:35:11 31Jan2020,TSMD31,7220,chunk51,FA4,30631976-30632598,0.622,cds,2,A,7,None
12:35:34 31Jan2020,TSMD31,7220,chunk51,FA4,30646015-30648287,2.272,cds,4,A,5,None
12:34:41 31Jan2020,TSMD31,7220,chunk50,FA1,30484060-30484490,0.43,cds,0,T,10,None
12:27:15 31Jan2020,TSMD31,0643,chunk39,FA2,26530416-26532096,1.68,cds,4,T,5,None
12:27:19 31Jan2020,TSMD31,0643,chunk39,FA2,26551008-26551304,0.296,ads,0,C,3,None
12:23:59 31Jan2020,TSMD31,0643,chunk13,FA1,11278211-11279081,0.87,ads,2,T,9,None
12:24:13 31Jan2020,TSMD31,0643,chunk13,FA1,11283035-11283520,0.485,ads,2,T,6,None
12:24:21 31Jan2020,TSMD31,0643,chunk13,FA1,11288834-11290778,1.944,cds,4,T,6,None
12:24:28 31Jan2020,TSMD31,0643,chunk13,FA1,11291655-11293667,2.012,cds,3,T,7,None
12:23:48 31Jan2020,TSMD31,0643,chunk13,FA1,11276259-11276870,0.611,cds,1,T,8,None
12:24:06 31Jan2020,TSMD31,0643,chunk13,FA1,11280553-11281555,1.002,cds,4,T,6,None
12:23:37 31Jan2020,TSMD31,0643,chunk11,FA1,11135799-11136280,0.481,ads,2,T,2,None
12:23:34 31Jan2020,TSMD31,0643,chunk11,FA1,11130100-11130710,0.61,ads,2,T,4,None
12:25:13 31Jan2020,TSMD31,0643,chunk17,FA2,14258333-14259264,0.931,cds,2,C,7,None
12:24:53 31Jan2020,TSMD31,0643,chunk16,FA1,11450262-11451442,1.18,cds,2,T,4,None
12:25:03 31Jan2020,TSMD31,0643,chunk16,FA1,11460013-11460782,0.769,cds,0,T,9,None
12:24:43 31Jan2020,TSMD31,0643,chunk15,FA1,11402131-11403831,1.7,ads,3,C,5,None
12:24:37 31Jan2020,TSMD31,0643,chunk15,FA1,11395987-11397225,1.238,cds,1,C,5,None
12:25:24 31Jan2020,TSMD31,0643,chunk19,FA2,14331953-14335836,3.883,ads,3,C,8,None
12:26:32 31Jan2020,TSMD31,0643,chunk36,FA2,21448917-21449845,0.928,ads,2,A,5,None
12:26:12 31Jan2020,TSMD31,0643,chunk30,FA1,20518422-20520287,1.865,ads,0,C,9,None
12:26:25 31Jan2020,TSMD31,0643,chunk32,FA1,20648000-20648686,0.686,cds,2,C,4,None
12:23:02 31Jan2020,TSMD31,0643,chunk4,FA1,2151402-2152381,0.979,ads,1,C,7,None
12:23:09 31Jan2020,TSMD31,0643,chunk4,FA1,2175929-2177029,1.1,ads,2,C,4,None
12:30:45 31Jan2020,TSMD31,0643,chunk51,FA1,30552436-30554260,1.824,cds,3,A,7,None
12:30:36 31Jan2020,TSMD31,0643,chunk51,FA1,30536680-30539238,2.558,ads,2,A,9,None
12:30:49 31Jan2020,TSMD31,0643,chunk51,FA1,30555748-30556070,0.322,ads,1,A,4,None
12:30:24 31Jan2020,TSMD31,0643,chunk50,FA1,29955716-29956736,1.02,ads,2,A,5,None
12:23:28 31Jan2020,TSMD31,0643,chunk9,FA2,5197156-5197796,0.64,cds,3,T,4,None
12:22:40 31Jan2020,TSMD31,0643,chunk2,FA1,2016491-2017690,1.199,ads,2,C,5,None
12:22:49 31Jan2020,TSMD31,0643,chunk2,FA1,2059578-2060477,0.899,ads,2,C,8,None
12:22:32 31Jan2020,TSMD31,0643,chunk1,FA1,1970580-1971675,1.095,ads,2,C,3,None
12:23:21 31Jan2020,TSMD31,0643,chunk5,FA1,2225833-2226779,0.946,cds,3,C,6,None
12:27:08 31Jan2020,TSMD31,0643,chunk38,FA2,26199560-26199872,0.312,cds,0,A,3,None
12:26:57 31Jan2020,TSMD31,0643,chunk38,FA2,26183162-26183628,0.466,ads,0,A,5,None
12:26:46 31Jan2020,TSMD31,0643,chunk38,FA2,26161988-26162780,0.792,cds,1,A,4,None
12:26:51 31Jan2020,TSMD31,0643,chunk38,FA2,26166056-26166616,0.56,ads,1,A,3,None
12:27:03 31Jan2020,TSMD31,0643,chunk38,FA2,26191240-26192624,1.384,cds,2,A,5,None
12:26:40 31Jan2020,TSMD31,0643,chunk38,FA1,26186810-26187708,0.898,cds,1,C,4,None
12:25:34 31Jan2020,TSMD31,0643,chunk23,FA1,16625000-16625952,0.952,ads,1,C,7,None
12:25:48 31Jan2020,TSMD31,0643,chunk23,FA1,16631309-16634177,2.868,ads,4,C,6,None
12:25:42 31Jan2020,TSMD31,0643,chunk23,FA1,16627528-16629715,2.187,ads,3,C,6,None
12:26:00 31Jan2020,TSMD31,0643,chunk23,FA1,16647405-16648714,1.309,cds,2,C,4,None
12:25:55 31Jan2020,TSMD31,0643,chunk23,FA1,16635372-16635975,0.603,cds,1,C,5,None
12:30:02 31Jan2020,TSMD31,0643,chunk48,FA1,28458098-28459792,1.694,cds,2,A,9,None
12:30:14 31Jan2020,TSMD31,0643,chunk49,FA1,28543056-28544596,1.54,ads,3,C,5,None
