Date coded,Coder,Recording,Chunk,Block,Part,Length (ms),cds_ads,confidence_level,Original Label,Duration,Comments
11:13:07 29Jan2020,TSMD24,6216,chunk14,FA4,6554480-6554900,0.42,ads,3,A,8,None
11:13:46 29Jan2020,TSMD24,6216,chunk22,FA1,8899420-8900240,0.82,cds,3,T,9,None
11:13:58 29Jan2020,TSMD24,6216,chunk22,FA1,8925155-8925855,0.7,cds,2,T,10,None
11:14:10 29Jan2020,TSMD24,6216,chunk23,FA1,13959689-13960788,1.099,ads,3,A,6,None
11:13:33 29Jan2020,TSMD24,6216,chunk19,FA1,7598640-7599983,1.343,ads,3,T,7,None
11:14:36 29Jan2020,TSMD24,6216,chunk26,FA1,14203533-14205168,1.635,ads,3,A,8,None
11:14:44 29Jan2020,TSMD24,6216,chunk27,FA1,16611490-16612680,1.19,ads,3,T,5,None
11:14:25 29Jan2020,TSMD24,6216,chunk25,FA1,14149402-14152358,2.956,ads,3,A,10,None
11:12:00 29Jan2020,TSMD24,6216,chunk8,FA1,3515940-3516796,0.856,ads,3,T,9,None
11:11:27 29Jan2020,TSMD24,6216,chunk6,FA1,3379906-3381336,1.43,ads,2,T,16,None
11:11:38 29Jan2020,TSMD24,6216,chunk6,FA1,3416695-3417536,0.841,ads,3,T,9,None
11:11:46 29Jan2020,TSMD24,6216,chunk6,FA1,3418508-3419292,0.784,ads,2,T,6,None
11:16:19 29Jan2020,TSMD24,6216,chunk44,FA1,27346765-27347395,0.63,ads,3,T,10,None
11:10:30 29Jan2020,TSMD24,6216,chunk2,FA1,1571982-1572568,0.586,ads,2,T,9,None
11:10:48 29Jan2020,TSMD24,6216,chunk2,FA1,1593641-1594978,1.337,cds,3,T,15,None
11:16:31 29Jan2020,TSMD24,6216,chunk46,FA1,29105449-29105838,0.389,ads,3,A,9,None
11:15:30 29Jan2020,TSMD24,6216,chunk40,FA3,24044935-24045985,1.05,ads,3,T,6,None
11:16:00 29Jan2020,TSMD24,6216,chunk40,FA4,24079694-24080525,0.831,ads,3,A,7,None
11:09:38 29Jan2020,TSMD24,6216,chunk1,FA1,896410-897570,1.16,ads,4,T,14,None
11:10:00 29Jan2020,TSMD24,6216,chunk1,FA1,903695-906725,3.03,cds,3,T,19,None
11:10:15 29Jan2020,TSMD24,6216,chunk1,FA1,921780-923340,1.56,cds,3,T,12,None
11:11:06 29Jan2020,TSMD24,6216,chunk5,FA1,1856421-1857458,1.037,cds,2,T,13,None
11:21:00 29Jan2020,TSMD24,7326,chunk28,FA1,18525254-18527720,2.466,cds,2,T,6,None
11:21:07 29Jan2020,TSMD24,7326,chunk28,FA1,18534227-18534876,0.649,ads,2,T,6,None
11:21:34 29Jan2020,TSMD24,7326,chunk29,FA1,18576890-18577683,0.793,ads,3,T,9,None
11:21:54 29Jan2020,TSMD24,7326,chunk29,FA1,18601468-18602461,0.993,ads,2,C,7,None
11:22:03 29Jan2020,TSMD24,7326,chunk29,FA1,18603256-18604790,1.534,ads,3,C,8,None
11:21:45 29Jan2020,TSMD24,7326,chunk29,FA1,18578870-18580584,1.714,ads,2,T,9,None
11:18:18 29Jan2020,TSMD24,7326,chunk23,FA1,14995127-14996124,0.997,ads,3,T,10,None
11:20:08 29Jan2020,TSMD24,7326,chunk26,FA1,18405145-18405655,0.51,ads,3,T,5,None
11:19:45 29Jan2020,TSMD24,7326,chunk26,FA1,18395713-18397176,1.463,ads,3,T,5,None
11:20:38 29Jan2020,TSMD24,7326,chunk26,FA1,18423398-18423828,0.43,cds,3,T,7,None
11:20:14 29Jan2020,TSMD24,7326,chunk26,FA1,18409602-18410719,1.117,cds,3,T,5,None
11:20:30 29Jan2020,TSMD24,7326,chunk26,FA1,18422117-18422730,0.613,cds,3,T,6,None
11:20:22 29Jan2020,TSMD24,7326,chunk26,FA1,18412204-18413393,1.189,cds,3,T,6,None
11:20:01 29Jan2020,TSMD24,7326,chunk26,FA1,18402613-18403959,1.346,ads,3,T,6,None
11:19:38 29Jan2020,TSMD24,7326,chunk26,FA1,18388405-18388981,0.576,cds,2,T,5,None
11:19:53 29Jan2020,TSMD24,7326,chunk26,FA1,18399092-18399692,0.6,ads,2,T,7,None
11:20:48 29Jan2020,TSMD24,7326,chunk26,FA1,18424348-18425015,0.667,ads,3,T,8,None
11:18:36 29Jan2020,TSMD24,7326,chunk24,FA1,15076500-15078229,1.729,cds,3,T,6,None
11:18:28 29Jan2020,TSMD24,7326,chunk24,FA1,15047442-15048349,0.907,ads,3,T,5,None
11:19:10 29Jan2020,TSMD24,7326,chunk24,FA1,15089434-15090934,1.5,cds,4,T,9,None
11:18:44 29Jan2020,TSMD24,7326,chunk24,FA1,15079106-15079778,0.672,cds,3,T,6,None
11:18:52 29Jan2020,TSMD24,7326,chunk24,FA1,15085418-15086016,0.598,ads,3,T,6,None
11:19:00 29Jan2020,TSMD24,7326,chunk24,FA1,15088057-15088786,0.729,cds,3,T,6,None
11:19:19 29Jan2020,TSMD24,7326,chunk25,FA1,15114549-15114909,0.36,ads,3,T,5,None
11:19:28 29Jan2020,TSMD24,7326,chunk25,FA1,15122295-15122754,0.459,ads,3,T,7,None
11:17:51 29Jan2020,TSMD24,7326,chunk9,FA1,6935357-6936418,1.061,ads,3,T,10,None
11:17:40 29Jan2020,TSMD24,7326,chunk9,FA1,6927496-6928764,1.268,ads,4,T,6,None
11:18:02 29Jan2020,TSMD24,7326,chunk9,FA1,6940080-6941386,1.306,ads,4,T,7,None
11:17:28 29Jan2020,TSMD24,7326,chunk8,FA2,6566153-6566884,0.731,ads,3,A,8,None
11:17:13 29Jan2020,TSMD24,7326,chunk8,FA1,6565776-6566730,0.954,ads,3,T,6,None
11:22:34 29Jan2020,TSMD24,7326,chunk34,FA1,27400012-27400851,0.839,ads,3,T,5,None
11:22:27 29Jan2020,TSMD24,7326,chunk34,FA1,27398758-27399208,0.45,cds,3,T,7,None
11:23:00 29Jan2020,TSMD24,7326,chunk44,FA1,28471290-28472340,1.05,ads,3,T,12,None
11:16:55 29Jan2020,TSMD24,7326,chunk2,FA2,3901270-3902450,1.18,ads,3,A,9,None
11:22:17 29Jan2020,TSMD24,7326,chunk32,FA1,27157897-27158433,0.536,cds,2,T,10,None
11:17:03 29Jan2020,TSMD24,7326,chunk6,FA1,4402455-4403095,0.64,ads,4,T,5,None
11:22:44 29Jan2020,TSMD24,7326,chunk42,FA1,28064949-28065690,0.741,cds,2,T,6,None
11:23:17 29Jan2020,TSMD24,8179,chunk7,FA1,2410119-2410990,0.871,cds,3,A,7,None
11:23:37 29Jan2020,TSMD24,8179,chunk21,FA2,16292865-16295496,2.631,ads,3,A,8,None
11:23:45 29Jan2020,TSMD24,8179,chunk21,FA3,16296446-16297291,0.845,ads,3,A,6,None
11:24:01 29Jan2020,TSMD24,8179,chunk48,FA1,30255737-30256840,1.103,cds,4,C,9,None
11:23:26 29Jan2020,TSMD24,8179,chunk16,FA2,13865540-13865908,0.368,ads,2,A,5,None
12:33:41 29Jan2020,TSMD25,7220,chunk28,FA3,10140781-10142982,2.201,ads,2,A,6,None
12:34:46 29Jan2020,TSMD25,7220,chunk38,FA1,15710148-15711393,1.245,ads,1,C,4,None
12:33:22 29Jan2020,TSMD25,7220,chunk23,FA2,6314238-6315155,0.917,cds,2,A,5,None
12:34:36 29Jan2020,TSMD25,7220,chunk37,FA1,15668705-15669471,0.766,ads,2,A,4,None
12:33:59 29Jan2020,TSMD25,7220,chunk31,FA3,10331446-10332114,0.668,cds,2,A,6,None
12:34:07 29Jan2020,TSMD25,7220,chunk31,FA3,10333771-10334051,0.28,cds,2,A,7,None
12:33:50 29Jan2020,TSMD25,7220,chunk30,FA2,10259792-10260960,1.168,cds,3,A,5,None
12:33:31 29Jan2020,TSMD25,7220,chunk24,FA1,6382150-6384698,2.548,ads,2,A,6,None
12:35:03 29Jan2020,TSMD25,7220,chunk41,FA2,16862720-16863544,0.824,cds,2,A,4,None
12:33:15 29Jan2020,TSMD25,7220,chunk5,FA2,2277112-2277846,0.734,ads,2,C,4,None
12:34:29 29Jan2020,TSMD25,7220,chunk33,FA1,15234570-15235390,0.82,cds,1,T,5,None
12:34:21 29Jan2020,TSMD25,7220,chunk33,FA1,15227970-15228840,0.87,cds,1,T,8,None
12:35:22 29Jan2020,TSMD25,7220,chunk45,FA1,22553842-22554290,0.448,ads,1,A,6,None
12:35:15 29Jan2020,TSMD25,7220,chunk45,FA1,22509634-22510507,0.873,ads,1,A,8,None
12:34:55 29Jan2020,TSMD25,7220,chunk40,FA2,16769798-16770312,0.514,ads,2,A,5,None
12:36:29 29Jan2020,TSMD25,7220,chunk52,FA4,30659890-30661112,1.222,ads,2,A,7,None
12:35:44 29Jan2020,TSMD25,7220,chunk51,FA1,30594186-30594776,0.59,cds,1,A,7,None
12:35:50 29Jan2020,TSMD25,7220,chunk51,FA1,30610467-30610937,0.47,cds,2,A,5,None
12:36:12 29Jan2020,TSMD25,7220,chunk51,FA4,30644641-30645436,0.795,cds,3,A,5,None
12:36:06 29Jan2020,TSMD25,7220,chunk51,FA4,30641566-30642573,1.007,cds,3,A,4,None
12:36:00 29Jan2020,TSMD25,7220,chunk51,FA4,30631976-30632598,0.622,cds,2,A,7,None
12:36:18 29Jan2020,TSMD25,7220,chunk51,FA4,30646015-30648287,2.272,cds,3,A,5,None
12:35:33 29Jan2020,TSMD25,7220,chunk50,FA1,30484060-30484490,0.43,ads,1,T,7,None
12:23:34 29Jan2020,TSMD25,0643,chunk2,FA1,2016491-2017690,1.199,ads,3,C,6,None
12:23:46 29Jan2020,TSMD25,0643,chunk2,FA1,2059578-2060477,0.899,ads,2,C,9,None
12:25:06 29Jan2020,TSMD25,0643,chunk13,FA1,11278211-11279081,0.87,cds,2,T,5,None
12:25:25 29Jan2020,TSMD25,0643,chunk13,FA1,11283035-11283520,0.485,ads,2,T,6,None
12:25:33 29Jan2020,TSMD25,0643,chunk13,FA1,11288834-11290778,1.944,ads,3,T,6,None
12:25:41 29Jan2020,TSMD25,0643,chunk13,FA1,11291655-11293667,2.012,ads,3,T,6,None
12:24:57 29Jan2020,TSMD25,0643,chunk13,FA1,11276259-11276870,0.611,cds,2,T,6,None
12:25:16 29Jan2020,TSMD25,0643,chunk13,FA1,11280553-11281555,1.002,ads,2,T,10,None
12:24:46 29Jan2020,TSMD25,0643,chunk11,FA1,11135799-11136280,0.481,cds,3,T,6,None
12:24:39 29Jan2020,TSMD25,0643,chunk11,FA1,11130100-11130710,0.61,cds,2,T,5,None
12:26:24 29Jan2020,TSMD25,0643,chunk17,FA2,14258333-14259264,0.931,cds,3,C,6,None
12:29:15 29Jan2020,TSMD25,0643,chunk38,FA2,26199560-26199872,0.312,ads,2,A,7,None
12:28:59 29Jan2020,TSMD25,0643,chunk38,FA2,26183162-26183628,0.466,ads,2,A,4,None
12:28:44 29Jan2020,TSMD25,0643,chunk38,FA2,26161988-26162780,0.792,ads,2,A,9,None
12:28:53 29Jan2020,TSMD25,0643,chunk38,FA2,26166056-26166616,0.56,ads,2,A,6,None
12:29:06 29Jan2020,TSMD25,0643,chunk38,FA2,26191240-26192624,1.384,cds,2,A,5,None
12:27:55 29Jan2020,TSMD25,0643,chunk38,FA1,26186810-26187708,0.898,cds,3,C,6,None
12:25:58 29Jan2020,TSMD25,0643,chunk15,FA1,11402131-11403831,1.7,ads,3,C,4,None
12:25:53 29Jan2020,TSMD25,0643,chunk15,FA1,11395987-11397225,1.238,ads,3,C,8,None
12:26:08 29Jan2020,TSMD25,0643,chunk16,FA1,11450262-11451442,1.18,ads,3,T,7,None
12:26:16 29Jan2020,TSMD25,0643,chunk16,FA1,11460013-11460782,0.769,ads,2,T,5,None
12:26:39 29Jan2020,TSMD25,0643,chunk19,FA2,14331953-14335836,3.883,ads,3,C,8,None
12:27:46 29Jan2020,TSMD25,0643,chunk36,FA2,21448917-21449845,0.928,ads,2,A,6,None
12:27:27 29Jan2020,TSMD25,0643,chunk30,FA1,20518422-20520287,1.865,cds,3,C,6,None
12:27:34 29Jan2020,TSMD25,0643,chunk32,FA1,20648000-20648686,0.686,cds,3,C,5,None
12:32:53 29Jan2020,TSMD25,0643,chunk51,FA1,30552436-30554260,1.824,ads,2,A,5,None
12:32:46 29Jan2020,TSMD25,0643,chunk51,FA1,30536680-30539238,2.558,cds,2,A,5,None
12:32:59 29Jan2020,TSMD25,0643,chunk51,FA1,30555748-30556070,0.322,ads,0,A,4,None
12:32:37 29Jan2020,TSMD25,0643,chunk50,FA1,29955716-29956736,1.02,ads,1,A,6,None
12:24:31 29Jan2020,TSMD25,0643,chunk9,FA2,5197156-5197796,0.64,cds,3,T,4,None
12:29:30 29Jan2020,TSMD25,0643,chunk39,FA2,26530416-26532096,1.68,cds,4,T,10,None
12:29:38 29Jan2020,TSMD25,0643,chunk39,FA2,26551008-26551304,0.296,cds,3,C,6,None
12:23:25 29Jan2020,TSMD25,0643,chunk1,FA1,1970580-1971675,1.095,ads,2,C,7,None
12:24:23 29Jan2020,TSMD25,0643,chunk5,FA1,2225833-2226779,0.946,cds,2,C,6,None
12:24:04 29Jan2020,TSMD25,0643,chunk4,FA1,2151402-2152381,0.979,cds,2,C,4,None
12:24:12 29Jan2020,TSMD25,0643,chunk4,FA1,2175929-2177029,1.1,cds,3,C,6,None
12:26:48 29Jan2020,TSMD25,0643,chunk23,FA1,16625000-16625952,0.952,cds,2,C,7,None
12:27:04 29Jan2020,TSMD25,0643,chunk23,FA1,16631309-16634177,2.868,ads,2,C,7,None
12:27:17 29Jan2020,TSMD25,0643,chunk23,FA1,16647405-16648714,1.309,ads,3,C,5,None
12:26:56 29Jan2020,TSMD25,0643,chunk23,FA1,16627528-16629715,2.187,ads,2,C,6,None
12:27:11 29Jan2020,TSMD25,0643,chunk23,FA1,16635372-16635975,0.603,cds,2,C,6,None
12:32:16 29Jan2020,TSMD25,0643,chunk48,FA1,28458098-28459792,1.694,ads,2,A,6,None
12:32:28 29Jan2020,TSMD25,0643,chunk49,FA1,28543056-28544596,1.54,cds,2,C,7,None
12:31:21 29Jan2020,TSMD25,0643,chunk44,FA2,26892220-26892602,0.382,cds,2,T,4,None
12:31:15 29Jan2020,TSMD25,0643,chunk44,FA2,26875950-26876216,0.266,cds,2,T,5,None
12:31:07 29Jan2020,TSMD25,0643,chunk44,FA1,26914270-26914732,0.462,ads,2,C,5,None
12:31:30 29Jan2020,TSMD25,0643,chunk45,FA1,28254346-28254820,0.474,ads,2,C,5,None
12:31:38 29Jan2020,TSMD25,0643,chunk46,FA1,28333736-28334228,0.492,cds,1,A,5,None
12:32:07 29Jan2020,TSMD25,0643,chunk47,FA1,28439326-28440578,1.252,ads,3,A,4,None
12:31:56 29Jan2020,TSMD25,0643,chunk47,FA1,28399200-28400742,1.542,ads,3,C,5,None
12:32:02 29Jan2020,TSMD25,0643,chunk47,FA1,28428962-28431014,2.052,cds,3,A,5,None
12:31:50 29Jan2020,TSMD25,0643,chunk47,FA1,28396592-28398016,1.424,cds,3,C,6,None
12:29:46 29Jan2020,TSMD25,0643,chunk40,FA2,26567156-26567672,0.516,cds,4,C,5,None
12:30:00 29Jan2020,TSMD25,0643,chunk40,FA2,26592052-26592956,0.904,ads,3,C,6,None
12:30:20 29Jan2020,TSMD25,0643,chunk40,FA2,26605792-26606719,0.927,ads,2,C,5,None
12:30:09 29Jan2020,TSMD25,0643,chunk40,FA2,26594990-26596112,1.122,ads,2,C,6,None
12:29:53 29Jan2020,TSMD25,0643,chunk40,FA2,26574169-26574780,0.611,cds,2,C,6,None
12:30:14 29Jan2020,TSMD25,0643,chunk40,FA2,26597940-26598376,0.436,ads,2,C,4,None
12:30:28 29Jan2020,TSMD25,0643,chunk41,FA2,26653844-26655408,1.564,ads,2,C,4,None
12:30:34 29Jan2020,TSMD25,0643,chunk42,FA2,26688700-26690145,1.445,cds,3,C,4,None
12:30:40 29Jan2020,TSMD25,0643,chunk42,FA2,26705730-26706392,0.662,ads,2,C,4,None
12:31:00 29Jan2020,TSMD25,0643,chunk43,FA2,26776314-26776764,0.45,cds,3,T,5,None
12:30:47 29Jan2020,TSMD25,0643,chunk43,FA2,26765672-26766716,1.044,ads,2,C,5,None
12:30:53 29Jan2020,TSMD25,0643,chunk43,FA2,26774544-26775095,0.551,cds,3,T,5,None
12:23:00 29Jan2020,TSMD25,2625,chunk28,FA1,16704842-16705456,0.614,ads,2,T,7,None
12:22:18 29Jan2020,TSMD25,2625,chunk17,FA1,12359701-12360702,1.001,ads,3,C,8,None
12:21:22 29Jan2020,TSMD25,2625,chunk15,FA1,10009239-10010020,0.781,cds,2,T,12,None
12:21:50 29Jan2020,TSMD25,2625,chunk15,FA1,9977706-9978000,0.294,ads,1,T,7,None
12:21:32 29Jan2020,TSMD25,2625,chunk15,FA1,10016585-10017025,0.44,cds,3,T,7,None
12:21:41 29Jan2020,TSMD25,2625,chunk15,FA1,10033418-10034212,0.794,cds,4,T,7,None
12:20:59 29Jan2020,TSMD25,2625,chunk15,FA1,10006988-10007435,0.447,ads,0,T,21,None
12:22:01 29Jan2020,TSMD25,2625,chunk15,FA1,9996590-9997840,1.25,ads,3,T,9,None
12:23:10 29Jan2020,TSMD25,2625,chunk34,FA1,27374608-27374951,0.343,cds,3,C,6,None
12:22:31 29Jan2020,TSMD25,2625,chunk18,FA1,12394154-12394895,0.741,cds,1,C,9,None
12:22:47 29Jan2020,TSMD25,2625,chunk27,FA1,16659273-16660534,1.261,ads,2,T,7,None
12:20:31 29Jan2020,TSMD25,2625,chunk2,FA1,2732315-2733314,0.999,cds,2,T,90,None
12:34:42 29Jan2020,TSMD26,7220,chunk28,FA3,10140781-10142982,2.201,ads,1,A,6,None
12:35:19 29Jan2020,TSMD26,7220,chunk38,FA1,15710148-15711393,1.245,cds,1,C,3,None
12:34:13 29Jan2020,TSMD26,7220,chunk23,FA2,6314238-6315155,0.917,cds,0,A,4,None
12:35:13 29Jan2020,TSMD26,7220,chunk37,FA1,15668705-15669471,0.766,cds,2,A,3,None
12:34:55 29Jan2020,TSMD26,7220,chunk31,FA3,10331446-10332114,0.668,ads,1,A,5,None
12:34:59 29Jan2020,TSMD26,7220,chunk31,FA3,10333771-10334051,0.28,ads,1,A,3,None
12:34:47 29Jan2020,TSMD26,7220,chunk30,FA2,10259792-10260960,1.168,ads,1,A,3,None
12:34:26 29Jan2020,TSMD26,7220,chunk24,FA1,6382150-6384698,2.548,ads,1,A,8,None
12:35:31 29Jan2020,TSMD26,7220,chunk41,FA2,16862720-16863544,0.824,cds,2,A,3,None
12:33:57 29Jan2020,TSMD26,7220,chunk5,FA2,2277112-2277846,0.734,cds,2,C,4,None
12:35:07 29Jan2020,TSMD26,7220,chunk33,FA1,15234570-15235390,0.82,cds,2,T,2,None
12:35:04 29Jan2020,TSMD26,7220,chunk33,FA1,15227970-15228840,0.87,cds,0,T,2,None
12:35:42 29Jan2020,TSMD26,7220,chunk45,FA1,22553842-22554290,0.448,ads,1,A,3,None
12:35:37 29Jan2020,TSMD26,7220,chunk45,FA1,22509634-22510507,0.873,ads,1,A,3,None
12:35:25 29Jan2020,TSMD26,7220,chunk40,FA2,16769798-16770312,0.514,cds,2,A,4,None
12:36:05 29Jan2020,TSMD26,7220,chunk52,FA4,30659890-30661112,1.222,ads,2,A,4,None
12:35:54 29Jan2020,TSMD26,7220,chunk51,FA1,30594186-30594776,0.59,ads,1,A,3,None
12:35:58 29Jan2020,TSMD26,7220,chunk51,FA1,30610467-30610937,0.47,ads,2,A,3,None
12:35:47 29Jan2020,TSMD26,7220,chunk50,FA1,30484060-30484490,0.43,cds,2,T,3,None
12:24:39 29Jan2020,TSMD26,2109,chunk12,FA1,14427593-14428162,0.569,ads,0,A,3,None
12:24:45 29Jan2020,TSMD26,2109,chunk12,FA1,14465746-14466302,0.556,cds,0,A,5,None
12:24:18 29Jan2020,TSMD26,2109,chunk11,FA1,14380507-14382394,1.887,ads,2,A,5,None
12:24:33 29Jan2020,TSMD26,2109,chunk11,FA1,14420204-14421186,0.982,ads,2,A,5,None
12:24:22 29Jan2020,TSMD26,2109,chunk11,FA1,14395418-14396095,0.677,ads,2,A,3,None
12:24:27 29Jan2020,TSMD26,2109,chunk11,FA1,14397366-14398302,0.936,ads,2,A,4,None
12:24:10 29Jan2020,TSMD26,2109,chunk10,FA1,14354387-14355944,1.557,ads,2,A,4,None
12:24:06 29Jan2020,TSMD26,2109,chunk10,FA1,14351526-14352189,0.663,ads,2,A,3,None
12:24:55 29Jan2020,TSMD26,2109,chunk17,FA1,18168308-18168732,0.424,cds,1,T,5,None
12:25:50 29Jan2020,TSMD26,2109,chunk22,FA1,22922720-22923548,0.828,cds,2,T,3,None
12:25:41 29Jan2020,TSMD26,2109,chunk22,FA1,22910806-22912224,1.418,cds,2,T,3,None
12:25:46 29Jan2020,TSMD26,2109,chunk22,FA1,22913178-22916060,2.882,cds,2,T,4,None
12:26:14 29Jan2020,TSMD26,2109,chunk26,FA1,25228708-25229502,0.794,cds,2,T,3,None
12:26:18 29Jan2020,TSMD26,2109,chunk26,FA1,25232574-25232876,0.302,cds,2,T,3,None
12:26:23 29Jan2020,TSMD26,2109,chunk26,FA1,25249904-25250976,1.072,cds,2,T,4,None
12:25:23 29Jan2020,TSMD26,2109,chunk19,FA1,22712384-22713280,0.896,cds,2,T,3,None
12:25:02 29Jan2020,TSMD26,2109,chunk18,FA1,20214430-20214808,0.378,ads,2,T,4,None
12:25:13 29Jan2020,TSMD26,2109,chunk18,FA1,20226792-20227076,0.284,ads,2,T,6,None
12:25:07 29Jan2020,TSMD26,2109,chunk18,FA1,20221108-20221570,0.462,ads,2,T,4,None
12:26:41 29Jan2020,TSMD26,2109,chunk31,FA1,30760496-30760800,0.304,cds,0,T,3,None
12:26:48 29Jan2020,TSMD26,2109,chunk31,FA1,30768460-30768992,0.532,ads,1,T,5,None
12:26:30 29Jan2020,TSMD26,2109,chunk28,FA1,29290304-29290976,0.672,cds,2,T,4,None
12:26:35 29Jan2020,TSMD26,2109,chunk28,FA1,29295990-29296388,0.398,cds,2,T,3,None
12:25:57 29Jan2020,TSMD26,2109,chunk24,FA1,24357316-24357612,0.296,cds,2,T,4,None
12:26:03 29Jan2020,TSMD26,2109,chunk25,FA1,24596984-24597664,0.68,cds,2,T,3,None
12:26:07 29Jan2020,TSMD26,2109,chunk25,FA1,24619425-24619972,0.547,cds,2,T,3,None
12:23:43 29Jan2020,TSMD26,2109,chunk8,FA1,4344579-4344940,0.361,ads,2,T,4,None
12:23:59 29Jan2020,TSMD26,2109,chunk8,FA1,4370749-4371725,0.976,ads,2,T,4,None
12:23:53 29Jan2020,TSMD26,2109,chunk8,FA1,4347224-4347914,0.69,cds,1,T,3,None
12:23:33 29Jan2020,TSMD26,2109,chunk8,FA1,4331305-4331502,0.197,ads,1,T,5,None
12:23:22 29Jan2020,TSMD26,2109,chunk8,FA1,4328280-4328639,0.359,ads,2,T,4,None
12:23:26 29Jan2020,TSMD26,2109,chunk8,FA1,4328834-4329069,0.235,ads,2,T,3,None
12:23:49 29Jan2020,TSMD26,2109,chunk8,FA1,4346605-4346841,0.236,ads,2,T,4,None
12:23:38 29Jan2020,TSMD26,2109,chunk8,FA1,4338665-4338989,0.324,ads,1,T,4,None
12:22:00 29Jan2020,TSMD26,2109,chunk3,FA1,3673484-3676022,2.538,cds,1,T,6,None
12:22:06 29Jan2020,TSMD26,2109,chunk3,FA1,3676723-3677069,0.346,ads,2,T,5,None
12:21:38 29Jan2020,TSMD26,2109,chunk2,FA1,3606215-3606377,0.162,cds,1,T,6,None
12:21:44 29Jan2020,TSMD26,2109,chunk2,FA1,3650280-3651174,0.894,ads,1,T,5,None
12:21:27 29Jan2020,TSMD26,2109,chunk1,FA1,3593258-3593900,0.642,cds,1,T,4,None
12:21:00 29Jan2020,TSMD26,2109,chunk1,FA1,3544029-3545144,1.115,cds,0,T,37,None
12:21:11 29Jan2020,TSMD26,2109,chunk1,FA1,3579785-3580395,0.61,cds,1,T,7,None
12:26:58 29Jan2020,TSMD26,2109,chunk32,FA1,31670300-31670760,0.46,ads,1,T,3,None
12:26:54 29Jan2020,TSMD26,2109,chunk32,FA1,31660680-31660968,0.288,ads,1,T,3,None
12:23:11 29Jan2020,TSMD26,2109,chunk7,FA1,4184903-4185702,0.799,ads,2,T,3,None
12:22:40 29Jan2020,TSMD26,2109,chunk6,FA1,4104430-4104798,0.368,ads,2,T,4,None
12:22:49 29Jan2020,TSMD26,2109,chunk6,FA1,4127990-4129054,1.064,ads,3,T,7,None
12:22:57 29Jan2020,TSMD26,2109,chunk6,FA1,4132669-4133090,0.421,ads,2,T,5,None
12:23:04 29Jan2020,TSMD26,2109,chunk6,FA1,4137008-4137831,0.823,ads,3,T,5,None
12:22:21 29Jan2020,TSMD26,2109,chunk6,FA1,4095542-4095903,0.361,ads,2,T,5,None
12:22:35 29Jan2020,TSMD26,2109,chunk6,FA1,4102388-4102896,0.508,ads,2,T,5,None
12:22:28 29Jan2020,TSMD26,2109,chunk6,FA1,4098584-4098812,0.228,ads,2,T,5,None
12:22:13 29Jan2020,TSMD26,2109,chunk5,FA1,4030674-4030807,0.133,ads,1,T,4,None
12:25:34 29Jan2020,TSMD26,2109,chunk21,FA1,22855732-22856108,0.376,ads,1,T,3,None
12:30:55 29Jan2020,TSMD26,0643,chunk39,FA2,26530416-26532096,1.68,cds,0,T,3,None
12:31:00 29Jan2020,TSMD26,0643,chunk39,FA2,26551008-26551304,0.296,cds,1,C,4,None
12:28:24 29Jan2020,TSMD26,0643,chunk13,FA1,11278211-11279081,0.87,cds,0,T,2,None
12:28:32 29Jan2020,TSMD26,0643,chunk13,FA1,11283035-11283520,0.485,cds,1,T,3,None
12:28:38 29Jan2020,TSMD26,0643,chunk13,FA1,11288834-11290778,1.944,ads,1,T,4,None
12:28:42 29Jan2020,TSMD26,0643,chunk13,FA1,11291655-11293667,2.012,ads,1,T,3,None
12:28:21 29Jan2020,TSMD26,0643,chunk13,FA1,11276259-11276870,0.611,cds,0,T,5,None
12:28:28 29Jan2020,TSMD26,0643,chunk13,FA1,11280553-11281555,1.002,cds,1,T,3,None
12:27:58 29Jan2020,TSMD26,0643,chunk11,FA1,11135799-11136280,0.481,cds,2,T,3,None
12:27:53 29Jan2020,TSMD26,0643,chunk11,FA1,11130100-11130710,0.61,cds,2,T,4,None
12:29:14 29Jan2020,TSMD26,0643,chunk17,FA2,14258333-14259264,0.931,ads,2,C,5,None
12:29:02 29Jan2020,TSMD26,0643,chunk16,FA1,11450262-11451442,1.18,ads,1,T,4,None
12:29:06 29Jan2020,TSMD26,0643,chunk16,FA1,11460013-11460782,0.769,ads,2,T,3,None
12:28:54 29Jan2020,TSMD26,0643,chunk15,FA1,11402131-11403831,1.7,ads,1,C,3,None
12:28:50 29Jan2020,TSMD26,0643,chunk15,FA1,11395987-11397225,1.238,ads,1,C,5,None
12:29:24 29Jan2020,TSMD26,0643,chunk19,FA2,14331953-14335836,3.883,ads,2,C,7,None
12:30:17 29Jan2020,TSMD26,0643,chunk36,FA2,21448917-21449845,0.928,ads,1,A,5,None
12:30:04 29Jan2020,TSMD26,0643,chunk30,FA1,20518422-20520287,1.865,ads,1,C,4,None
12:30:10 29Jan2020,TSMD26,0643,chunk32,FA1,20648000-20648686,0.686,ads,1,C,3,None
12:27:28 29Jan2020,TSMD26,0643,chunk4,FA1,2151402-2152381,0.979,ads,1,C,3,None
12:27:32 29Jan2020,TSMD26,0643,chunk4,FA1,2175929-2177029,1.1,ads,1,C,3,None
12:33:41 29Jan2020,TSMD26,0643,chunk51,FA1,30552436-30554260,1.824,cds,2,A,3,None
12:33:37 29Jan2020,TSMD26,0643,chunk51,FA1,30536680-30539238,2.558,cds,2,A,4,None
