Date coded,Coder,Recording,Chunk,Block,Part,Length (ms),include_exclude,confidence_level,sounded_happy,sounded_soothing,sounded_loving,sounded_exited,Original Label,Duration,Comments
13:15:18 08Jan2020,TSMA1,2625,chunk15,FA1,10016585-10017025,0.44,unlabeled,3,1,0,1,2,T,26,None
13:15:46 08Jan2020,TSMA1,2625,chunk15,FA1,10033418-10034212,0.794,unlabeled,3,0,0,0,0,T,25,None
13:14:24 08Jan2020,TSMA1,2625,chunk15,FA1,10006988-10007435,0.447,unlabeled,3,1,2,2,0,T,27,None
13:16:41 08Jan2020,TSMA1,2625,chunk15,FA1,9996590-9997840,1.25,unlabeled,3,0,1,2,0,T,22,None
13:18:43 08Jan2020,TSMA1,2625,chunk34,FA1,27374608-27374951,0.343,unlabeled,2,0,0,0,2,C,17,None
13:17:29 08Jan2020,TSMA1,2625,chunk18,FA1,12394154-12394895,0.741,unlabeled,1,0,0,1,0,C,19,None
13:18:00 08Jan2020,TSMA1,2625,chunk27,FA1,16659273-16660534,1.261,unlabeled,1,0,0,0,1,T,26,None
13:13:37 08Jan2020,TSMA1,2625,chunk2,FA1,2732315-2733314,0.999,unlabeled,3,0,0,0,0,T,27,None
13:26:51 08Jan2020,TSMA1,0643,chunk13,FA1,11278211-11279081,0.87,unlabeled,3,0,1,1,0,T,15,None
13:27:29 08Jan2020,TSMA1,0643,chunk13,FA1,11283035-11283520,0.485,unlabeled,3,0,2,1,0,T,18,None
13:27:52 08Jan2020,TSMA1,0643,chunk13,FA1,11288834-11290778,1.944,unlabeled,2,0,0,0,0,T,18,None
13:28:13 08Jan2020,TSMA1,0643,chunk13,FA1,11291655-11293667,2.012,unlabeled,3,0,1,0,0,T,18,None
13:26:30 08Jan2020,TSMA1,0643,chunk13,FA1,11276259-11276870,0.611,unlabeled,3,0,0,0,1,T,12,None
13:27:08 08Jan2020,TSMA1,0643,chunk13,FA1,11280553-11281555,1.002,unlabeled,2,0,0,0,1,T,14,None
13:26:12 08Jan2020,TSMA1,0643,chunk11,FA1,11135799-11136280,0.481,unlabeled,3,0,1,1,0,T,15,None
13:25:54 08Jan2020,TSMA1,0643,chunk11,FA1,11130100-11130710,0.61,unlabeled,2,0,1,0,0,T,16,None
13:29:48 08Jan2020,TSMA1,0643,chunk17,FA2,14258333-14259264,0.931,unlabeled,2,0,0,0,1,C,15,None
13:29:27 08Jan2020,TSMA1,0643,chunk16,FA1,11450262-11451442,1.18,unlabeled,3,1,0,1,1,T,13,None
13:29:09 08Jan2020,TSMA1,0643,chunk15,FA1,11402131-11403831,1.7,unlabeled,2,1,0,0,0,C,26,None
13:28:40 08Jan2020,TSMA1,0643,chunk15,FA1,11395987-11397225,1.238,unlabeled,3,0,1,1,0,C,20,None
13:31:00 08Jan2020,TSMA1,0643,chunk23,FA1,16625000-16625952,0.952,unlabeled,3,0,2,1,0,C,21,None
13:32:08 08Jan2020,TSMA1,0643,chunk23,FA1,16631309-16634177,2.868,unlabeled,2,0,0,1,0,C,25,None
13:31:40 08Jan2020,TSMA1,0643,chunk23,FA1,16627528-16629715,2.187,unlabeled,3,0,0,1,0,C,33,None
13:33:04 08Jan2020,TSMA1,0643,chunk23,FA1,16647405-16648714,1.309,unlabeled,2,0,0,0,1,C,27,None
13:32:34 08Jan2020,TSMA1,0643,chunk23,FA1,16635372-16635975,0.603,unlabeled,2,0,0,0,1,C,11,None
13:30:33 08Jan2020,TSMA1,0643,chunk19,FA2,14331953-14335836,3.883,unlabeled,2,0,2,0,0,C,40,None
13:34:27 08Jan2020,TSMA1,0643,chunk36,FA2,21448917-21449845,0.928,unlabeled,2,0,0,0,2,A,25,None
13:33:25 08Jan2020,TSMA1,0643,chunk30,FA1,20518422-20520287,1.865,unlabeled,3,1,1,1,0,C,16,None
13:25:34 08Jan2020,TSMA1,0643,chunk9,FA2,5197156-5197796,0.64,unlabeled,3,0,0,2,0,T,11,None
13:24:09 08Jan2020,TSMA1,0643,chunk2,FA1,2016491-2017690,1.199,unlabeled,3,1,1,1,0,C,14,None
13:24:26 08Jan2020,TSMA1,0643,chunk2,FA1,2059578-2060477,0.899,unlabeled,2,0,0,1,1,C,14,None
13:23:50 08Jan2020,TSMA1,0643,chunk1,FA1,1970580-1971675,1.095,unlabeled,3,0,1,1,0,C,24,None
13:25:18 08Jan2020,TSMA1,0643,chunk5,FA1,2225833-2226779,0.946,unlabeled,2,0,0,0,1,C,17,None
13:24:42 08Jan2020,TSMA1,0643,chunk4,FA1,2151402-2152381,0.979,unlabeled,3,0,0,0,1,C,11,None
13:24:57 08Jan2020,TSMA1,0643,chunk4,FA1,2175929-2177029,1.1,unlabeled,2,0,0,0,1,C,13,None
13:36:21 08Jan2020,TSMA1,7220,chunk28,FA3,10140781-10142982,2.201,unlabeled,3,1,0,1,1,A,16,None
13:39:31 08Jan2020,TSMA1,7220,chunk38,FA1,15710148-15711393,1.245,unlabeled,2,0,0,0,1,C,21,None
13:35:17 08Jan2020,TSMA1,7220,chunk23,FA2,6314238-6315155,0.917,unlabeled,3,0,0,0,1,A,14,None
13:39:03 08Jan2020,TSMA1,7220,chunk37,FA1,15668705-15669471,0.766,unlabeled,3,2,0,0,1,A,19,None
13:37:20 08Jan2020,TSMA1,7220,chunk31,FA3,10331446-10332114,0.668,unlabeled,2,0,0,0,0,A,21,None
13:37:43 08Jan2020,TSMA1,7220,chunk31,FA3,10333771-10334051,0.28,unlabeled,2,0,0,0,0,A,20,None
13:36:54 08Jan2020,TSMA1,7220,chunk30,FA2,10259792-10260960,1.168,unlabeled,3,2,0,0,3,A,30,None
13:35:52 08Jan2020,TSMA1,7220,chunk24,FA1,6382150-6384698,2.548,unlabeled,0,2,1,1,0,A,25,None
13:40:19 08Jan2020,TSMA1,7220,chunk41,FA2,16862720-16863544,0.824,unlabeled,2,0,2,1,0,A,20,None
13:34:55 08Jan2020,TSMA1,7220,chunk5,FA2,2277112-2277846,0.734,unlabeled,3,0,0,0,0,C,17,None
13:38:35 08Jan2020,TSMA1,7220,chunk33,FA1,15234570-15235390,0.82,unlabeled,3,2,2,2,2,T,24,None
13:38:08 08Jan2020,TSMA1,7220,chunk33,FA1,15227970-15228840,0.87,unlabeled,3,1,0,1,0,T,15,None
13:40:42 08Jan2020,TSMA1,7220,chunk45,FA1,22509634-22510507,0.873,unlabeled,3,0,0,1,0,A,18,None
13:39:53 08Jan2020,TSMA1,7220,chunk40,FA2,16769798-16770312,0.514,unlabeled,2,0,1,1,0,A,14,None
13:43:34 08Jan2020,TSMA1,7220,chunk52,FA4,30659890-30661112,1.222,unlabeled,3,0,1,1,0,A,16,None
13:41:28 08Jan2020,TSMA1,7220,chunk51,FA1,30594186-30594776,0.59,unlabeled,3,1,0,1,2,A,13,None
13:41:45 08Jan2020,TSMA1,7220,chunk51,FA1,30610467-30610937,0.47,unlabeled,0,0,1,0,1,A,12,None
13:42:48 08Jan2020,TSMA1,7220,chunk51,FA4,30644641-30645436,0.795,unlabeled,1,0,0,0,0,A,11,None
13:42:30 08Jan2020,TSMA1,7220,chunk51,FA4,30641566-30642573,1.007,unlabeled,4,2,0,1,2,A,13,None
13:42:12 08Jan2020,TSMA1,7220,chunk51,FA4,30631976-30632598,0.622,unlabeled,3,0,0,0,1,A,20,None
13:43:11 08Jan2020,TSMA1,7220,chunk51,FA4,30646015-30648287,2.272,unlabeled,3,0,0,1,1,A,17,None
13:41:08 08Jan2020,TSMA1,7220,chunk50,FA1,30484060-30484490,0.43,unlabeled,2,0,0,0,0,T,21,None
09:55:50 17Jan2020,test,0643,chunk13,FA1,11276259-11276870,0.611,unlabeled,2,1,0,0,1,T,33,None
15:00:54 03Dec2019,test,0643,chunk2,FA1,2016491-2017690,1.199,include,1,1,1,0,0,C,16,None
15:12:53 03Dec2019,test,0643,chunk2,FA1,2059578-2060477,0.899,unlabeled,1,2,2,2,2,C,8,None
15:00:18 03Dec2019,test,0643,chunk1,FA1,1970580-1971675,1.095,include,1,0,0,0,0,C,16,None
15:13:04 03Dec2019,test,0643,chunk4,FA1,2151402-2152381,0.979,unlabeled,3,2,2,2,3,C,5,None
15:13:14 03Dec2019,test,0643,chunk4,FA1,2175929-2177029,1.1,unlabeled,4,1,3,0,0,C,7,None
14:14:26 14Jan2020,TSMA8,6216,chunk12,FA1,6393264-6394664,1.4,unlabeled,2,4,2,3,3,T,15,None
14:14:45 14Jan2020,TSMA8,6216,chunk12,FA1,6441319-6443908,2.589,unlabeled,3,3,3,4,3,T,17,None
14:14:10 14Jan2020,TSMA8,6216,chunk12,FA1,6383249-6383509,0.26,unlabeled,1,1,1,2,2,T,18,None
14:18:59 14Jan2020,TSMA8,6216,chunk28,FA1,17832815-17833135,0.32,unlabeled,0,1,1,1,0,T,18,None
14:19:23 14Jan2020,TSMA8,6216,chunk28,FA1,17847385-17848000,0.615,unlabeled,0,0,0,1,0,T,22,None
14:19:43 14Jan2020,TSMA8,6216,chunk39,FA1,24007921-24008439,0.518,unlabeled,1,2,2,1,0,T,15,None
14:16:12 14Jan2020,TSMA8,6216,chunk15,FA1,6611372-6612953,1.581,unlabeled,1,0,1,2,0,A,11,None
14:15:27 14Jan2020,TSMA8,6216,chunk14,FA1,6531076-6532705,1.629,unlabeled,1,3,2,3,1,T,18,None
14:15:07 14Jan2020,TSMA8,6216,chunk14,FA1,6527624-6528366,0.742,unlabeled,1,2,2,2,1,T,16,None
14:15:56 14Jan2020,TSMA8,6216,chunk14,FA4,6554480-6554900,0.42,unlabeled,0,1,2,1,1,A,26,None
14:16:45 14Jan2020,TSMA8,6216,chunk22,FA1,8899420-8900240,0.82,unlabeled,0,0,0,1,1,T,10,None
14:16:57 14Jan2020,TSMA8,6216,chunk22,FA1,8925155-8925855,0.7,unlabeled,0,0,0,0,0,T,10,None
14:17:16 14Jan2020,TSMA8,6216,chunk23,FA1,13959689-13960788,1.099,unlabeled,1,2,2,2,1,A,16,None
14:16:32 14Jan2020,TSMA8,6216,chunk19,FA1,7598640-7599983,1.343,unlabeled,1,1,1,2,1,T,16,None
14:18:03 14Jan2020,TSMA8,6216,chunk26,FA1,14203533-14205168,1.635,unlabeled,2,2,2,3,0,A,18,None
14:18:36 14Jan2020,TSMA8,6216,chunk27,FA1,16611490-16612680,1.19,unlabeled,0,0,1,1,1,T,28,None
14:17:41 14Jan2020,TSMA8,6216,chunk25,FA1,14149402-14152358,2.956,unlabeled,1,0,1,2,0,A,20,None
14:13:48 14Jan2020,TSMA8,6216,chunk8,FA1,3515940-3516796,0.856,unlabeled,1,1,0,1,0,T,18,None
14:12:45 14Jan2020,TSMA8,6216,chunk6,FA1,3379906-3381336,1.43,unlabeled,2,4,1,3,4,T,24,None
14:13:04 14Jan2020,TSMA8,6216,chunk6,FA1,3416695-3417536,0.841,unlabeled,1,0,1,2,2,T,18,None
14:13:26 14Jan2020,TSMA8,6216,chunk6,FA1,3418508-3419292,0.784,unlabeled,1,0,0,1,2,T,21,None
14:21:06 14Jan2020,TSMA8,6216,chunk44,FA1,27346765-27347395,0.63,unlabeled,2,2,2,3,1,T,16,None
14:11:27 14Jan2020,TSMA8,6216,chunk2,FA1,1571982-1572568,0.586,unlabeled,0,0,1,1,0,T,21,None
14:11:47 14Jan2020,TSMA8,6216,chunk2,FA1,1593641-1594978,1.337,unlabeled,1,2,1,2,1,T,17,None
14:21:23 14Jan2020,TSMA8,6216,chunk46,FA1,29105449-29105838,0.389,unlabeled,2,1,0,0,4,A,14,None
14:20:22 14Jan2020,TSMA8,6216,chunk40,FA3,24044935-24045985,1.05,unlabeled,1,0,1,1,0,T,25,None
14:20:43 14Jan2020,TSMA8,6216,chunk40,FA4,24079694-24080525,0.831,unlabeled,1,1,0,0,1,A,18,None
14:09:57 14Jan2020,TSMA8,6216,chunk1,FA1,896410-897570,1.16,unlabeled,1,0,0,0,1,T,53,None
14:10:25 14Jan2020,TSMA8,6216,chunk1,FA1,903695-906725,3.03,unlabeled,2,2,0,1,3,T,25,None
14:10:49 14Jan2020,TSMA8,6216,chunk1,FA1,921780-923340,1.56,unlabeled,1,2,1,1,2,T,22,None
14:12:14 14Jan2020,TSMA8,6216,chunk5,FA1,1856421-1857458,1.037,unlabeled,1,1,0,1,0,T,20,None
14:30:58 14Jan2020,TSMA8,7326,chunk28,FA1,18525254-18527720,2.466,unlabeled,1,0,1,1,0,T,19,None
14:31:13 14Jan2020,TSMA8,7326,chunk28,FA1,18534227-18534876,0.649,unlabeled,0,0,0,1,1,T,13,None
14:31:32 14Jan2020,TSMA8,7326,chunk29,FA1,18576890-18577683,0.793,unlabeled,1,1,1,3,2,T,14,None
14:32:06 14Jan2020,TSMA8,7326,chunk29,FA1,18601468-18602461,0.993,unlabeled,1,1,1,1,0,C,11,None
14:32:27 14Jan2020,TSMA8,7326,chunk29,FA1,18603256-18604790,1.534,unlabeled,0,0,0,0,1,C,20,None
14:31:53 14Jan2020,TSMA8,7326,chunk29,FA1,18578870-18580584,1.714,unlabeled,1,1,2,2,2,T,20,None
14:24:37 14Jan2020,TSMA8,7326,chunk23,FA1,14995127-14996124,0.997,unlabeled,1,1,1,1,0,T,23,None
14:29:21 14Jan2020,TSMA8,7326,chunk26,FA1,18405145-18405655,0.51,unlabeled,0,0,1,0,0,T,23,None
14:28:15 14Jan2020,TSMA8,7326,chunk26,FA1,18395713-18397176,1.463,unlabeled,1,0,1,1,0,T,32,None
14:30:19 14Jan2020,TSMA8,7326,chunk26,FA1,18423398-18423828,0.43,unlabeled,1,2,2,0,1,T,16,None
14:29:34 14Jan2020,TSMA8,7326,chunk26,FA1,18409602-18410719,1.117,unlabeled,2,2,2,3,1,T,11,None
14:30:01 14Jan2020,TSMA8,7326,chunk26,FA1,18422117-18422730,0.613,unlabeled,0,1,0,0,1,T,15,None
14:29:44 14Jan2020,TSMA8,7326,chunk26,FA1,18412204-18413393,1.189,unlabeled,0,1,1,1,0,T,9,None
14:28:56 14Jan2020,TSMA8,7326,chunk26,FA1,18402613-18403959,1.346,unlabeled,1,0,1,0,0,T,18,None
14:27:42 14Jan2020,TSMA8,7326,chunk26,FA1,18388405-18388981,0.576,unlabeled,1,2,2,2,1,T,18,None
14:28:37 14Jan2020,TSMA8,7326,chunk26,FA1,18399092-18399692,0.6,unlabeled,1,2,1,3,1,T,19,None
14:30:36 14Jan2020,TSMA8,7326,chunk26,FA1,18424348-18425015,0.667,unlabeled,0,0,0,0,0,T,16,None
14:25:23 14Jan2020,TSMA8,7326,chunk24,FA1,15076500-15078229,1.729,unlabeled,1,1,0,2,2,T,20,None
14:25:01 14Jan2020,TSMA8,7326,chunk24,FA1,15047442-15048349,0.907,unlabeled,0,0,1,1,0,T,20,None
14:26:45 14Jan2020,TSMA8,7326,chunk24,FA1,15089434-15090934,1.5,unlabeled,1,1,0,1,2,T,29,None
14:25:43 14Jan2020,TSMA8,7326,chunk24,FA1,15079106-15079778,0.672,unlabeled,1,1,1,0,3,T,18,None
14:25:57 14Jan2020,TSMA8,7326,chunk24,FA1,15085418-15086016,0.598,unlabeled,1,0,1,0,1,T,13,None
14:26:15 14Jan2020,TSMA8,7326,chunk24,FA1,15088057-15088786,0.729,unlabeled,0,1,1,2,2,T,16,None
14:27:05 14Jan2020,TSMA8,7326,chunk25,FA1,15114549-15114909,0.36,unlabeled,1,1,0,0,0,T,16,None
14:27:20 14Jan2020,TSMA8,7326,chunk25,FA1,15122295-15122754,0.459,unlabeled,0,1,0,1,1,T,14,None
14:23:55 14Jan2020,TSMA8,7326,chunk9,FA1,6935357-6936418,1.061,unlabeled,2,1,1,1,1,T,21,None
14:23:33 14Jan2020,TSMA8,7326,chunk9,FA1,6927496-6928764,1.268,unlabeled,1,1,1,1,0,T,19,None
14:24:11 14Jan2020,TSMA8,7326,chunk9,FA1,6940080-6941386,1.306,unlabeled,0,0,0,1,0,T,15,None
14:23:06 14Jan2020,TSMA8,7326,chunk8,FA2,6566153-6566884,0.731,unlabeled,0,1,0,1,0,A,16,None
14:22:40 14Jan2020,TSMA8,7326,chunk8,FA1,6565776-6566730,0.954,unlabeled,1,0,0,0,1,T,15,None
14:33:16 14Jan2020,TSMA8,7326,chunk34,FA1,27400012-27400851,0.839,unlabeled,1,1,1,1,0,T,12,None
14:33:02 14Jan2020,TSMA8,7326,chunk34,FA1,27398758-27399208,0.45,unlabeled,0,0,1,2,3,T,12,None
14:33:57 14Jan2020,TSMA8,7326,chunk44,FA1,28471290-28472340,1.05,unlabeled,1,1,1,0,1,T,14,None
14:21:58 14Jan2020,TSMA8,7326,chunk2,FA2,3901270-3902450,1.18,unlabeled,1,1,1,1,0,A,16,None
14:32:47 14Jan2020,TSMA8,7326,chunk32,FA1,27157897-27158433,0.536,unlabeled,1,2,1,2,2,T,16,None
14:22:22 14Jan2020,TSMA8,7326,chunk6,FA1,4402455-4403095,0.64,unlabeled,2,1,0,0,2,T,17,None
14:33:35 14Jan2020,TSMA8,7326,chunk42,FA1,28064949-28065690,0.741,unlabeled,0,0,0,1,1,T,16,None
14:34:33 14Jan2020,TSMA8,8179,chunk7,FA1,2410119-2410990,0.871,unlabeled,2,4,2,3,4,A,19,None
14:35:10 14Jan2020,TSMA8,8179,chunk21,FA2,16292865-16295496,2.631,unlabeled,1,0,0,1,1,A,15,None
14:35:26 14Jan2020,TSMA8,8179,chunk21,FA3,16296446-16297291,0.845,unlabeled,0,0,0,0,0,A,13,None
14:35:47 14Jan2020,TSMA8,8179,chunk48,FA1,30255737-30256840,1.103,unlabeled,1,1,2,3,2,C,18,None
14:34:52 14Jan2020,TSMA8,8179,chunk16,FA2,13865540-13865908,0.368,unlabeled,0,1,1,1,1,A,15,None
14:31:49 14Jan2020,TSMA9,3026,chunk12,FA1,5890449-5891500,1.051,unlabeled,3,0,0,2,0,T,10,None
14:31:03 14Jan2020,TSMA9,3026,chunk11,FA1,5815842-5816239,0.397,unlabeled,4,0,2,1,0,T,20,None
14:31:22 14Jan2020,TSMA9,3026,chunk11,FA1,5830066-5830586,0.52,unlabeled,4,0,1,0,0,T,16,None
14:31:36 14Jan2020,TSMA9,3026,chunk11,FA1,5836985-5837401,0.416,unlabeled,4,4,1,2,1,T,12,None
14:30:39 14Jan2020,TSMA9,3026,chunk10,FA1,5749130-5750280,1.15,unlabeled,1,0,3,1,0,T,13,None
14:32:28 14Jan2020,TSMA9,3026,chunk15,FA1,8982657-8983773,1.116,unlabeled,1,1,2,0,1,T,12,None
14:32:45 14Jan2020,TSMA9,3026,chunk15,FA1,8984620-8985943,1.323,unlabeled,3,2,2,1,1,T,14,None
14:32:14 14Jan2020,TSMA9,3026,chunk14,FA1,8926110-8927480,1.37,unlabeled,1,0,3,3,0,T,20,None
14:34:00 14Jan2020,TSMA9,3026,chunk22,FA1,17053090-17053610,0.52,unlabeled,1,0,0,0,2,T,19,None
14:33:40 14Jan2020,TSMA9,3026,chunk22,FA1,17050830-17051630,0.8,unlabeled,3,3,2,1,1,T,18,None
14:33:05 14Jan2020,TSMA9,3026,chunk19,FA1,13578840-13579290,0.45,unlabeled,1,0,1,0,4,T,16,None
14:34:36 14Jan2020,TSMA9,3026,chunk27,FA1,29288558-29289409,0.851,unlabeled,3,2,2,2,0,T,16,None
14:34:16 14Jan2020,TSMA9,3026,chunk24,FA1,17218110-17220010,1.9,unlabeled,4,2,4,4,0,T,11,None
14:35:03 14Jan2020,TSMA9,3026,chunk29,FA1,29389847-29393064,3.217,unlabeled,1,0,2,1,0,C,23,None
14:29:43 14Jan2020,TSMA9,3026,chunk1,FA1,1725530-1728100,2.57,unlabeled,1,1,3,2,0,T,17,None
14:35:19 14Jan2020,TSMA9,3026,chunk40,FA1,32554839-32555510,0.671,unlabeled,3,0,2,2,1,C,11,None
14:35:59 14Jan2020,TSMA9,3026,chunk40,FA1,32560745-32561244,0.499,unlabeled,4,2,1,2,0,A,38,None
14:33:19 14Jan2020,TSMA9,3026,chunk20,FA1,15454646-15455780,1.134,unlabeled,4,1,3,3,0,T,11,None
14:36:47 14Jan2020,TSMA9,3026,chunk42,FA1,32681267-32682600,1.333,unlabeled,2,0,1,2,0,C,44,None
14:30:20 14Jan2020,TSMA9,3026,chunk4,FA1,1937561-1939172,1.611,unlabeled,3,1,0,1,2,C,13,None
14:21:16 14Jan2020,TSMA9,2109,chunk12,FA1,14427593-14428162,0.569,unlabeled,3,1,2,2,1,A,25,None
14:21:31 14Jan2020,TSMA9,2109,chunk12,FA1,14465746-14466302,0.556,unlabeled,3,1,4,4,0,A,13,None
14:19:39 14Jan2020,TSMA9,2109,chunk11,FA1,14380507-14382394,1.887,unlabeled,4,1,0,2,2,A,14,None
14:20:47 14Jan2020,TSMA9,2109,chunk11,FA1,14420204-14421186,0.982,unlabeled,4,0,4,2,0,A,14,None
14:19:57 14Jan2020,TSMA9,2109,chunk11,FA1,14395418-14396095,0.677,unlabeled,2,1,4,2,2,A,16,None
14:20:32 14Jan2020,TSMA9,2109,chunk11,FA1,14397366-14398302,0.936,unlabeled,1,0,1,1,1,A,32,None
14:19:17 14Jan2020,TSMA9,2109,chunk10,FA1,14354387-14355944,1.557,unlabeled,1,1,3,4,0,A,37,None
14:18:38 14Jan2020,TSMA9,2109,chunk10,FA1,14351526-14352189,0.663,unlabeled,1,0,2,1,0,A,15,None
14:21:58 14Jan2020,TSMA9,2109,chunk17,FA1,18168308-18168732,0.424,unlabeled,4,0,0,3,1,T,24,None
14:25:11 14Jan2020,TSMA9,2109,chunk22,FA1,22922720-22923548,0.828,unlabeled,4,1,1,3,0,T,37,None
14:24:14 14Jan2020,TSMA9,2109,chunk22,FA1,22910806-22912224,1.418,unlabeled,2,3,4,4,1,T,26,None
14:24:32 14Jan2020,TSMA9,2109,chunk22,FA1,22913178-22916060,2.882,unlabeled,4,0,3,2,3,T,16,None
14:26:39 14Jan2020,TSMA9,2109,chunk26,FA1,25228708-25229502,0.794,unlabeled,3,1,0,2,3,T,23,None
14:26:55 14Jan2020,TSMA9,2109,chunk26,FA1,25232574-25232876,0.302,unlabeled,4,3,1,2,1,T,14,None
14:27:16 14Jan2020,TSMA9,2109,chunk26,FA1,25249904-25250976,1.072,unlabeled,1,0,2,2,0,T,20,None
14:23:22 14Jan2020,TSMA9,2109,chunk19,FA1,22712384-22713280,0.896,unlabeled,4,3,2,2,4,T,18,None
14:22:18 14Jan2020,TSMA9,2109,chunk18,FA1,20214430-20214808,0.378,unlabeled,1,1,1,1,0,T,16,None
14:23:00 14Jan2020,TSMA9,2109,chunk18,FA1,20226792-20227076,0.284,unlabeled,4,2,3,3,1,T,12,None
14:22:46 14Jan2020,TSMA9,2109,chunk18,FA1,20221108-20221570,0.462,unlabeled,2,0,1,2,1,T,26,None
14:28:15 14Jan2020,TSMA9,2109,chunk31,FA1,30760496-30760800,0.304,unlabeled,4,2,0,1,4,T,20,None
14:28:33 14Jan2020,TSMA9,2109,chunk31,FA1,30768460-30768992,0.532,unlabeled,2,4,1,2,1,T,16,None
14:27:33 14Jan2020,TSMA9,2109,chunk28,FA1,29290304-29290976,0.672,unlabeled,0,0,1,1,0,T,12,None
14:27:51 14Jan2020,TSMA9,2109,chunk28,FA1,29295990-29296388,0.398,unlabeled,3,0,1,0,1,T,15,None
14:25:31 14Jan2020,TSMA9,2109,chunk24,FA1,24357316-24357612,0.296,unlabeled,4,3,3,3,1,T,12,None
14:25:55 14Jan2020,TSMA9,2109,chunk25,FA1,24596984-24597664,0.68,unlabeled,0,0,0,2,2,T,16,None
14:26:10 14Jan2020,TSMA9,2109,chunk25,FA1,24619425-24619972,0.547,unlabeled,4,0,4,4,0,T,11,None
14:17:15 14Jan2020,TSMA9,2109,chunk8,FA1,4344579-4344940,0.361,unlabeled,4,3,0,2,2,T,20,None
14:18:15 14Jan2020,TSMA9,2109,chunk8,FA1,4370749-4371725,0.976,unlabeled,4,0,0,0,4,T,21,None
14:17:52 14Jan2020,TSMA9,2109,chunk8,FA1,4347224-4347914,0.69,unlabeled,4,0,3,1,0,T,18,None
14:16:31 14Jan2020,TSMA9,2109,chunk8,FA1,4331305-4331502,0.197,unlabeled,1,0,1,2,1,T,15,None
14:15:50 14Jan2020,TSMA9,2109,chunk8,FA1,4328280-4328639,0.359,unlabeled,4,0,2,0,1,T,28,None
14:16:14 14Jan2020,TSMA9,2109,chunk8,FA1,4328834-4329069,0.235,unlabeled,1,0,1,2,0,T,22,None
14:17:31 14Jan2020,TSMA9,2109,chunk8,FA1,4346605-4346841,0.236,unlabeled,4,3,1,3,3,T,14,None
14:16:53 14Jan2020,TSMA9,2109,chunk8,FA1,4338665-4338989,0.324,unlabeled,3,1,2,1,0,T,19,None
14:11:33 14Jan2020,TSMA9,2109,chunk3,FA1,3673484-3676022,2.538,unlabeled,4,4,1,4,2,T,20,None
14:11:48 14Jan2020,TSMA9,2109,chunk3,FA1,3676723-3677069,0.346,unlabeled,4,0,0,0,0,T,13,None
14:10:37 14Jan2020,TSMA9,2109,chunk2,FA1,3606215-3606377,0.162,unlabeled,4,0,0,1,0,T,17,None
14:10:59 14Jan2020,TSMA9,2109,chunk2,FA1,3650280-3651174,0.894,unlabeled,1,0,2,1,0,T,20,None
14:10:14 14Jan2020,TSMA9,2109,chunk1,FA1,3593258-3593900,0.642,unlabeled,4,3,1,3,4,T,17,None
14:09:26 14Jan2020,TSMA9,2109,chunk1,FA1,3544029-3545144,1.115,unlabeled,3,0,1,1,0,T,22,None
14:09:55 14Jan2020,TSMA9,2109,chunk1,FA1,3579785-3580395,0.61,unlabeled,2,0,2,3,0,T,26,None
14:29:17 14Jan2020,TSMA9,2109,chunk32,FA1,31670300-31670760,0.46,unlabeled,3,2,0,1,2,T,15,None
14:29:00 14Jan2020,TSMA9,2109,chunk32,FA1,31660680-31660968,0.288,unlabeled,1,0,2,1,1,T,23,None
14:15:19 14Jan2020,TSMA9,2109,chunk7,FA1,4184903-4185702,0.799,unlabeled,4,0,0,1,0,T,17,None
14:13:55 14Jan2020,TSMA9,2109,chunk6,FA1,4104430-4104798,0.368,unlabeled,2,1,2,1,0,T,30,None
14:14:14 14Jan2020,TSMA9,2109,chunk6,FA1,4127990-4129054,1.064,unlabeled,4,2,0,2,1,T,17,None
14:14:33 14Jan2020,TSMA9,2109,chunk6,FA1,4132669-4133090,0.421,unlabeled,3,2,0,0,1,T,17,None
14:14:57 14Jan2020,TSMA9,2109,chunk6,FA1,4137008-4137831,0.823,unlabeled,2,1,3,2,0,T,22,None
14:12:43 14Jan2020,TSMA9,2109,chunk6,FA1,4095542-4095903,0.361,unlabeled,4,0,0,1,0,T,23,None
14:13:23 14Jan2020,TSMA9,2109,chunk6,FA1,4102388-4102896,0.508,unlabeled,3,4,1,3,4,T,17,None
14:13:03 14Jan2020,TSMA9,2109,chunk6,FA1,4098584-4098812,0.228,unlabeled,4,3,1,0,2,T,18,None
14:12:13 14Jan2020,TSMA9,2109,chunk5,FA1,4030674-4030807,0.133,unlabeled,3,1,2,1,0,T,20,None
14:23:45 14Jan2020,TSMA9,2109,chunk21,FA1,22855732-22856108,0.376,unlabeled,1,0,2,0,1,T,19,None
14:38:05 14Jan2020,TSMA9,8787,chunk13,FA2,9143766-9144855,1.089,unlabeled,2,3,1,2,3,T,11,None
14:37:52 14Jan2020,TSMA9,8787,chunk13,FA2,9132966-9133988,1.022,unlabeled,3,2,3,3,1,T,21,None
14:37:09 14Jan2020,TSMA9,8787,chunk12,FA2,9057065-9057565,0.5,unlabeled,4,4,3,2,0,T,15,None
14:37:26 14Jan2020,TSMA9,8787,chunk12,FA2,9088700-9089200,0.5,unlabeled,4,4,1,2,2,T,14,None
14:39:43 14Jan2020,TSMA9,8787,chunk18,FA2,9500970-9501470,0.5,unlabeled,4,0,4,4,0,T,25,None
